FlightID,AircraftType,RouteAdherence,LandingQuality,PerformanceRating,ErrorsDetected,WeatherConditions,AirTrafficControlIssues,PilotExperience,FlightDuration,TailStrike,AccidentRisk
2762,Type A,95,Good,88,1,Cloudy,0,955,12.035809304049437,No,Inconclusive
2763,Type B,91,Good,88,4,Clear,0,8143,13.782898194877118,No,Highly Likely to Crash
2764,Type C,81,Poor,58,3,Clear,0,5120,5.283477844646562,Yes,Highly Likely to Crash
2765,Type A,91,Average,94,4,Stormy,1,9367,11.863298395623062,No,Highly Likely to Crash
2766,Type A,75,Good,63,3,Stormy,3,16626,10.135275198119189,No,Inconclusive
2767,Type C,74,Average,97,5,Cloudy,3,5599,14.856188972557284,Yes,Highly Likely to Crash
2768,Type B,60,Average,58,5,Clear,3,14387,3.8558979037571857,No,Highly Likely to Crash
2769,Type B,72,Poor,64,2,Clear,0,11046,14.449505923090362,No,Highly Likely to Crash
2770,Type A,83,Good,86,1,Stormy,3,15935,5.413808793938456,Yes,Inconclusive
2771,Type B,89,Good,99,2,Clear,3,559,6.767360172993612,No,Inconclusive
2772,Type B,72,Average,69,2,Stormy,3,13173,6.023561398037487,Yes,Inconclusive
2773,Type B,78,Average,57,1,Cloudy,1,6031,4.758309759237262,Yes,Inconclusive
2774,Type A,80,Poor,81,2,Stormy,1,3264,10.70511614002411,Yes,Highly Likely to Crash
2775,Type C,56,Poor,96,0,Cloudy,0,2294,9.248034490161825,Yes,Highly Likely to Crash
2776,Type B,89,Poor,70,3,Stormy,3,11221,5.27968723968935,Yes,Highly Likely to Crash
2777,Type A,82,Poor,90,4,Cloudy,0,6186,2.850974391255868,Yes,Highly Likely to Crash
2778,Type A,70,Poor,68,1,Cloudy,0,15175,5.443258928264894,Yes,Highly Likely to Crash
2779,Type C,51,Poor,78,0,Clear,0,5487,6.337238363573897,Yes,Highly Likely to Crash
2780,Type B,67,Average,80,5,Stormy,0,13388,6.329148203694981,Yes,Highly Likely to Crash
2781,Type B,96,Poor,55,4,Clear,0,7080,6.001633472676266,Yes,Highly Likely to Crash
2782,Type C,82,Average,53,4,Clear,0,14033,1.6821150871239166,Yes,Highly Likely to Crash
2783,Type C,86,Average,92,4,Stormy,1,18257,7.496463510621238,Yes,Highly Likely to Crash
2784,Type A,83,Good,78,2,Clear,2,4053,12.706913361434298,Yes,Inconclusive
2785,Type A,69,Average,91,2,Clear,1,8644,3.525128086019259,No,Highly Likely to Crash
2786,Type C,84,Average,52,2,Clear,0,9774,3.0392028079843385,Yes,Inconclusive
2787,Type B,100,Poor,50,2,Stormy,2,12939,7.605914773427356,Yes,Highly Likely to Crash
2788,Type A,99,Average,93,0,Clear,2,5937,6.18844217010016,Yes,Inconclusive
2789,Type A,67,Poor,64,2,Clear,3,12777,8.857928969989713,No,Highly Likely to Crash
2790,Type B,95,Poor,96,1,Clear,0,9249,14.259040335281849,Yes,Highly Likely to Crash
2791,Type A,73,Poor,70,4,Stormy,0,14285,11.652407504659266,No,Highly Likely to Crash
2792,Type B,57,Good,95,0,Cloudy,1,6415,10.61881414453817,Yes,Highly Likely to Crash
2793,Type B,79,Poor,80,5,Cloudy,2,10234,6.8231172215115015,No,Highly Likely to Crash
2794,Type B,93,Average,56,2,Cloudy,2,15203,5.023037709342888,No,Inconclusive
2795,Type C,59,Poor,66,5,Cloudy,0,2882,8.563697446142331,No,Highly Likely to Crash
2796,Type C,72,Poor,68,4,Clear,3,9973,13.396209387257953,No,Highly Likely to Crash
2797,Type C,98,Poor,88,0,Stormy,0,4858,13.2743951471592,No,Highly Likely to Crash
2798,Type B,60,Good,52,4,Clear,2,8812,7.23720928248904,Yes,Highly Likely to Crash
2799,Type B,51,Average,79,5,Stormy,3,14531,4.447084945311512,Yes,Highly Likely to Crash
2800,Type C,75,Good,84,0,Clear,3,639,4.15482230351226,Yes,Inconclusive
2801,Type A,85,Average,78,3,Cloudy,2,8144,1.4758378346312566,No,Inconclusive
2802,Type B,82,Good,99,0,Cloudy,0,2315,12.797299448143251,No,Inconclusive
2803,Type A,96,Average,63,2,Stormy,0,4801,4.707732473666032,No,Inconclusive
2804,Type A,62,Good,84,5,Clear,0,12830,6.025987974086334,No,Highly Likely to Crash
2805,Type B,89,Poor,77,4,Cloudy,1,15685,12.329025973076902,Yes,Highly Likely to Crash
2806,Type B,74,Good,79,4,Stormy,1,7785,2.680336724820746,No,Highly Likely to Crash
2807,Type A,53,Good,75,4,Clear,3,9720,7.457277103400193,Yes,Highly Likely to Crash
2808,Type A,91,Poor,56,1,Stormy,0,10946,2.71277931889866,No,Highly Likely to Crash
2809,Type C,68,Poor,88,1,Clear,1,14650,7.185879973158544,No,Highly Likely to Crash
2810,Type C,67,Average,80,2,Clear,3,9036,1.659954030802259,No,Highly Likely to Crash
2811,Type B,86,Average,54,3,Clear,2,19303,8.246719564188371,No,Inconclusive
2812,Type C,79,Average,84,1,Stormy,2,3735,12.139936066999443,No,Inconclusive
2813,Type C,68,Good,99,0,Stormy,0,19478,10.468153447076105,Yes,Highly Likely to Crash
2814,Type C,72,Average,96,5,Clear,2,1887,8.128366134083606,No,Highly Likely to Crash
2815,Type C,65,Good,63,2,Cloudy,2,12709,12.602621970088174,Yes,Highly Likely to Crash
2816,Type A,50,Good,85,3,Clear,2,1483,4.189031649428702,Yes,Highly Likely to Crash
2817,Type B,61,Average,76,0,Stormy,3,14846,12.631147989779901,No,Highly Likely to Crash
2818,Type C,73,Average,73,4,Clear,2,19006,4.869088714234465,No,Highly Likely to Crash
2819,Type A,83,Good,89,1,Stormy,2,19878,6.074808776810666,No,Inconclusive
2820,Type A,57,Poor,78,0,Clear,3,8048,2.798022823246894,No,Highly Likely to Crash
2821,Type A,67,Poor,94,3,Clear,1,7353,2.4245665890710644,No,Highly Likely to Crash
2822,Type C,97,Good,71,2,Cloudy,3,19784,14.04956126299812,No,Inconclusive
2823,Type C,54,Average,57,0,Cloudy,1,1275,3.659695460589683,Yes,Highly Likely to Crash
2824,Type B,75,Good,64,2,Stormy,3,17619,5.666146170867267,Yes,Inconclusive
2825,Type C,79,Good,98,4,Clear,0,18370,8.408123785299065,No,Highly Likely to Crash
2826,Type C,62,Average,54,3,Stormy,2,17279,5.870139856443799,No,Highly Likely to Crash
2827,Type A,68,Poor,53,3,Clear,1,13470,13.181865967302906,Yes,Highly Likely to Crash
2828,Type B,78,Good,60,1,Clear,3,2501,13.610006688254813,Yes,Inconclusive
2829,Type C,52,Poor,67,5,Clear,1,12139,5.563866403509289,Yes,Highly Likely to Crash
2830,Type C,75,Poor,91,3,Cloudy,1,15256,2.2883877463339886,No,Highly Likely to Crash
2831,Type A,89,Average,98,0,Stormy,2,8562,3.9422152761004785,Yes,Inconclusive
2832,Type A,61,Good,79,0,Clear,1,10546,7.641500890290894,No,Highly Likely to Crash
2833,Type C,51,Good,64,0,Clear,3,4688,5.03873459127219,No,Highly Likely to Crash
2834,Type B,60,Poor,55,4,Stormy,0,14386,7.348611325441629,Yes,Highly Likely to Crash
2835,Type B,93,Poor,65,3,Stormy,0,6849,11.621848996092217,Yes,Highly Likely to Crash
2836,Type A,77,Average,96,3,Clear,2,6680,6.88893807285964,Yes,Inconclusive
2837,Type A,67,Poor,89,0,Cloudy,3,13822,3.7579643869111408,No,Highly Likely to Crash
2838,Type C,62,Average,58,1,Cloudy,3,8294,6.011546968189053,No,Highly Likely to Crash
2839,Type A,86,Good,92,1,Clear,0,13901,11.401737054079463,Yes,Inconclusive
2840,Type C,71,Average,83,3,Cloudy,3,17627,6.93686968299289,No,Inconclusive
2841,Type B,61,Poor,76,3,Stormy,1,6662,4.49352994159454,Yes,Highly Likely to Crash
2842,Type B,51,Good,62,2,Cloudy,2,16423,6.983762948902646,No,Highly Likely to Crash
2843,Type C,86,Average,85,3,Stormy,0,17257,7.3672936275572365,Yes,Inconclusive
2844,Type A,56,Good,76,0,Stormy,2,6405,5.149280866878675,No,Highly Likely to Crash
2845,Type B,75,Average,58,5,Stormy,1,12776,14.939591248702545,Yes,Highly Likely to Crash
2846,Type A,75,Poor,54,4,Stormy,0,6189,11.746764264441202,No,Highly Likely to Crash
2847,Type B,73,Poor,100,3,Cloudy,3,19904,10.694369817357304,No,Highly Likely to Crash
2848,Type C,61,Good,71,3,Stormy,3,15880,12.968137783982018,No,Highly Likely to Crash
2849,Type C,65,Good,80,0,Clear,1,16008,10.329868740716245,Yes,Highly Likely to Crash
2850,Type C,72,Good,52,2,Stormy,0,7397,12.073724802771569,No,Inconclusive
2851,Type B,89,Average,79,5,Clear,2,2064,6.775359023262122,No,Highly Likely to Crash
2852,Type A,58,Poor,70,3,Stormy,0,16834,8.005204778730588,Yes,Highly Likely to Crash
2853,Type A,81,Good,84,1,Stormy,3,14370,1.6579493662398914,Yes,Inconclusive
2854,Type A,64,Good,55,1,Cloudy,0,14719,4.929049479723421,No,Highly Likely to Crash
2855,Type B,86,Good,77,1,Stormy,0,16941,6.1521737292664245,No,Inconclusive
2856,Type B,62,Average,81,4,Stormy,3,10879,9.756583155870617,Yes,Highly Likely to Crash
2857,Type B,54,Good,91,4,Cloudy,3,3448,7.498957987114648,No,Highly Likely to Crash
2858,Type B,60,Good,86,5,Cloudy,2,3634,9.509735673926192,No,Highly Likely to Crash
2859,Type B,59,Average,74,3,Clear,0,18471,10.986582683194344,Yes,Highly Likely to Crash
2860,Type A,62,Average,81,3,Cloudy,3,9469,1.5980613473473873,Yes,Highly Likely to Crash
2861,Type B,90,Good,84,3,Clear,1,4178,4.615888458050603,Yes,Inconclusive
2862,Type B,95,Good,71,4,Stormy,3,11240,3.392654215626253,No,Highly Likely to Crash
2863,Type A,99,Average,73,5,Clear,2,17882,3.6243716683935974,No,Highly Likely to Crash
2864,Type B,64,Poor,88,3,Cloudy,2,3843,8.043755538847883,Yes,Highly Likely to Crash
2865,Type A,91,Average,79,0,Stormy,1,4514,11.359702870998953,Yes,Inconclusive
2866,Type A,56,Poor,99,2,Clear,2,5607,4.818878474955283,No,Highly Likely to Crash
2867,Type C,89,Good,81,1,Clear,0,12370,12.542289333899971,Yes,Inconclusive
2868,Type C,77,Good,80,1,Clear,2,4828,13.494391240920034,No,Inconclusive
2869,Type C,81,Poor,72,0,Stormy,1,5155,5.907474208284933,Yes,Highly Likely to Crash
2870,Type C,84,Average,89,3,Clear,2,6358,10.538991545359153,Yes,Inconclusive
2871,Type B,64,Good,82,5,Clear,1,6120,2.638690117191514,No,Highly Likely to Crash
2872,Type C,97,Poor,74,5,Cloudy,2,9612,11.416395996801507,No,Highly Likely to Crash
2873,Type A,85,Average,85,4,Clear,3,7504,3.310334256672663,Yes,Highly Likely to Crash
2874,Type B,70,Poor,73,3,Stormy,1,1742,10.623821252794292,No,Highly Likely to Crash
2875,Type C,55,Average,80,5,Cloudy,2,16964,6.906600048442582,No,Highly Likely to Crash
2876,Type A,50,Average,88,3,Stormy,0,3161,13.998388502659571,Yes,Highly Likely to Crash
2877,Type B,53,Average,95,1,Cloudy,1,5298,7.502448145653561,No,Highly Likely to Crash
2878,Type B,60,Average,62,1,Cloudy,1,1040,1.432639444546326,No,Highly Likely to Crash
2879,Type C,93,Poor,59,4,Clear,2,19669,7.729366507442558,No,Highly Likely to Crash
2880,Type B,75,Poor,72,1,Stormy,3,3657,12.136982414039903,No,Highly Likely to Crash
2881,Type A,86,Poor,67,3,Clear,3,5217,10.059180632415899,Yes,Highly Likely to Crash
2882,Type B,72,Poor,81,0,Cloudy,2,5836,14.528412752605437,Yes,Highly Likely to Crash
2883,Type A,78,Poor,82,4,Clear,2,7665,12.805814860906441,Yes,Highly Likely to Crash
2884,Type B,70,Average,85,0,Cloudy,0,19127,8.371723280565881,Yes,Inconclusive
2885,Type C,97,Good,77,3,Cloudy,2,10012,3.8912879184755735,Yes,Inconclusive
2886,Type A,94,Good,65,4,Stormy,1,19877,1.052844817509723,No,Highly Likely to Crash
2887,Type B,94,Poor,65,0,Stormy,2,18975,14.727033558019155,No,Highly Likely to Crash
2888,Type B,98,Poor,67,4,Stormy,0,15228,14.136475776237383,No,Highly Likely to Crash
2889,Type B,76,Good,57,3,Stormy,2,14254,4.8380159170527,Yes,Inconclusive
2890,Type A,88,Average,91,5,Clear,2,5709,9.93502100713218,Yes,Highly Likely to Crash
2891,Type A,89,Poor,65,4,Stormy,1,14990,11.209353880406152,Yes,Highly Likely to Crash
2892,Type A,62,Average,60,5,Stormy,3,8145,9.09218845445633,No,Highly Likely to Crash
2893,Type C,72,Good,55,3,Stormy,2,6240,12.801463447733369,No,Inconclusive
2894,Type C,65,Good,50,4,Cloudy,0,4654,2.0895450780481926,No,Highly Likely to Crash
2895,Type A,79,Poor,61,4,Cloudy,2,3165,13.550916478102987,Yes,Highly Likely to Crash
2896,Type B,53,Average,87,5,Stormy,2,6518,6.488266156330889,Yes,Highly Likely to Crash
2897,Type C,89,Poor,77,1,Cloudy,1,18640,7.729660302047081,No,Highly Likely to Crash
2898,Type A,65,Good,94,5,Cloudy,3,6213,7.226271105903409,No,Highly Likely to Crash
2899,Type B,80,Average,66,5,Clear,3,13571,8.438007121570969,No,Highly Likely to Crash
2900,Type C,91,Poor,50,5,Cloudy,3,15827,9.374358606400548,Yes,Highly Likely to Crash
2901,Type B,74,Poor,81,3,Clear,2,19462,10.944808061708686,Yes,Highly Likely to Crash
2902,Type B,93,Poor,57,2,Cloudy,1,1526,8.349164747052857,No,Highly Likely to Crash
2903,Type B,61,Good,89,5,Stormy,1,4973,10.586825584124464,No,Highly Likely to Crash
2904,Type B,75,Poor,92,4,Cloudy,2,5167,5.736164210269808,Yes,Highly Likely to Crash
2905,Type C,86,Average,95,0,Cloudy,1,18838,14.113532183611817,No,Inconclusive
2906,Type C,97,Poor,73,1,Clear,3,17470,1.9034342771967683,No,Highly Likely to Crash
2907,Type C,82,Good,59,5,Stormy,1,16441,8.63756851985531,Yes,Highly Likely to Crash
2908,Type A,77,Poor,96,5,Clear,2,1184,2.2235464643040057,No,Highly Likely to Crash
2909,Type C,58,Good,88,1,Stormy,2,3768,7.198738504517025,No,Highly Likely to Crash
2910,Type B,61,Good,88,5,Stormy,0,15693,4.606153007139619,No,Highly Likely to Crash
2911,Type C,54,Average,59,4,Clear,0,1158,14.116648294157066,Yes,Highly Likely to Crash
2912,Type B,77,Average,85,2,Cloudy,1,1796,1.1830554094032077,No,Inconclusive
2913,Type A,84,Poor,74,5,Stormy,1,2025,6.4768508359803985,No,Highly Likely to Crash
2914,Type B,54,Good,99,1,Cloudy,2,10774,11.948598495897363,Yes,Highly Likely to Crash
2915,Type B,83,Good,59,5,Clear,0,7650,3.638459777120521,No,Highly Likely to Crash
2916,Type B,95,Average,68,3,Clear,0,8292,12.418234865327541,No,Inconclusive
2917,Type A,83,Average,95,4,Clear,3,7104,13.036151229547533,Yes,Highly Likely to Crash
2918,Type C,62,Poor,94,4,Clear,3,15553,10.91204199504078,No,Highly Likely to Crash
2919,Type C,88,Good,64,2,Stormy,2,6289,3.926968553966391,No,Inconclusive
2920,Type A,91,Average,65,3,Clear,2,7920,4.808541192141873,No,Inconclusive
2921,Type B,94,Poor,51,3,Cloudy,2,6253,3.3370862017350675,Yes,Highly Likely to Crash
2922,Type C,97,Good,78,2,Cloudy,2,16044,3.5768923208195957,No,Inconclusive
2923,Type A,63,Good,53,0,Stormy,0,5608,1.5108921506552546,Yes,Highly Likely to Crash
2924,Type C,60,Average,99,5,Clear,2,5747,13.00241113677573,Yes,Highly Likely to Crash
2925,Type A,91,Poor,78,3,Stormy,2,8901,8.399032023989701,Yes,Highly Likely to Crash
2926,Type B,87,Average,80,0,Stormy,0,17507,5.588629134418722,Yes,Inconclusive
2927,Type C,53,Poor,66,0,Stormy,3,10497,5.0540779448877124,Yes,Highly Likely to Crash
2928,Type A,82,Good,59,4,Clear,2,5761,8.62574815026621,Yes,Highly Likely to Crash
2929,Type C,56,Poor,76,5,Cloudy,3,4768,5.573587505059287,Yes,Highly Likely to Crash
2930,Type C,90,Poor,90,4,Cloudy,0,6484,13.092051650144871,No,Highly Likely to Crash
2931,Type C,57,Poor,64,1,Stormy,3,510,3.953404090516751,No,Highly Likely to Crash
2932,Type C,86,Poor,93,4,Stormy,0,17644,13.352225079779938,Yes,Highly Likely to Crash
2933,Type A,100,Poor,80,3,Cloudy,2,1677,10.297294342048009,No,Highly Likely to Crash
2934,Type B,59,Average,70,3,Cloudy,3,9668,14.392809086369581,No,Highly Likely to Crash
2935,Type A,92,Poor,90,5,Clear,2,19376,1.211501382899708,No,Highly Likely to Crash
2936,Type A,64,Poor,95,0,Stormy,1,2889,1.8273379199561908,Yes,Highly Likely to Crash
2937,Type A,87,Good,94,3,Clear,1,6864,8.012524315112024,No,Inconclusive
2938,Type B,64,Poor,75,4,Cloudy,3,16277,13.773303620448676,Yes,Highly Likely to Crash
2939,Type C,54,Good,87,4,Cloudy,0,12365,11.231129321422031,Yes,Highly Likely to Crash
2940,Type C,78,Average,100,5,Cloudy,3,19436,9.709903055270667,No,Highly Likely to Crash
2941,Type C,68,Average,85,4,Cloudy,0,12827,1.4424301792425727,Yes,Highly Likely to Crash
2942,Type B,100,Poor,66,2,Clear,1,18366,5.958293037776531,Yes,Highly Likely to Crash
2943,Type C,59,Average,100,5,Cloudy,0,2810,5.841940500640002,Yes,Highly Likely to Crash
2944,Type B,61,Poor,52,5,Stormy,1,4241,8.58919955163868,No,Highly Likely to Crash
2945,Type C,53,Average,63,3,Cloudy,3,7785,4.609588910854665,No,Highly Likely to Crash
2946,Type C,80,Poor,98,5,Stormy,2,4339,4.740180012488641,No,Highly Likely to Crash
2947,Type A,67,Poor,62,1,Cloudy,2,8081,9.692051201074632,Yes,Highly Likely to Crash
2948,Type B,65,Good,90,3,Clear,2,19639,14.223945606398193,No,Highly Likely to Crash
2949,Type A,89,Good,76,3,Stormy,0,14637,10.242507450913735,No,Inconclusive
2950,Type A,85,Good,50,2,Clear,2,5737,10.353821735734492,No,Inconclusive
2951,Type A,74,Good,66,3,Cloudy,0,13004,14.807007387433618,Yes,Inconclusive
2952,Type B,72,Poor,97,0,Clear,2,2240,3.1486943389770614,Yes,Highly Likely to Crash
2953,Type B,61,Average,99,4,Cloudy,0,19008,1.4736868388050457,No,Highly Likely to Crash
2954,Type C,83,Poor,83,4,Clear,0,5791,11.437195310448175,Yes,Highly Likely to Crash
2955,Type A,85,Good,63,5,Clear,1,19981,7.14302406465821,No,Highly Likely to Crash
2956,Type C,86,Good,66,2,Stormy,1,5747,7.003526966528088,No,Inconclusive
2957,Type A,52,Average,52,4,Cloudy,3,9345,4.154247269082452,Yes,Highly Likely to Crash
2958,Type B,58,Good,83,0,Clear,1,12233,8.096082567266539,Yes,Highly Likely to Crash
2959,Type B,67,Poor,89,2,Cloudy,0,7066,7.190412812148225,Yes,Highly Likely to Crash
2960,Type B,92,Poor,74,1,Stormy,1,1352,5.836300109848601,Yes,Highly Likely to Crash
2961,Type A,84,Poor,51,4,Clear,1,10253,7.198432230737864,Yes,Highly Likely to Crash
2962,Type B,83,Poor,83,3,Cloudy,1,12637,6.373686790120458,Yes,Highly Likely to Crash
2963,Type A,90,Poor,75,0,Clear,0,11368,14.158549013253513,No,Highly Likely to Crash
2964,Type C,63,Average,80,0,Clear,0,15405,14.723523204661694,No,Highly Likely to Crash
2965,Type A,53,Poor,58,4,Clear,3,18202,12.758613055164556,Yes,Highly Likely to Crash
2966,Type C,78,Good,79,5,Clear,1,17005,14.865797274169749,Yes,Highly Likely to Crash
2967,Type A,90,Good,69,1,Stormy,1,4754,4.72007200640852,No,Inconclusive
2968,Type C,94,Good,70,3,Stormy,0,16739,12.800951538865155,No,Inconclusive
2969,Type B,99,Good,78,1,Cloudy,3,8998,6.692806166636695,Yes,Inconclusive
2970,Type C,64,Average,74,1,Cloudy,3,12674,11.445909568888547,Yes,Highly Likely to Crash
2971,Type B,77,Good,87,4,Clear,0,2396,3.819496968826625,No,Highly Likely to Crash
2972,Type B,91,Average,93,3,Clear,1,13378,12.367385256378302,No,Inconclusive
2973,Type C,65,Good,74,4,Clear,3,6476,2.168501966196873,No,Highly Likely to Crash
2974,Type A,61,Average,58,4,Stormy,3,4411,4.787807894029651,No,Highly Likely to Crash
2975,Type A,54,Average,88,5,Clear,1,16837,12.507336635860177,No,Highly Likely to Crash
2976,Type A,83,Average,93,0,Cloudy,3,8840,11.46022910550592,Yes,Inconclusive
2977,Type A,91,Good,75,5,Clear,1,17923,8.01745456987805,No,Highly Likely to Crash
2978,Type A,50,Average,86,5,Stormy,3,10082,10.419098840062924,Yes,Highly Likely to Crash
2979,Type B,88,Poor,65,4,Clear,3,4404,3.598036342943015,No,Highly Likely to Crash
2980,Type A,81,Poor,86,5,Stormy,0,5376,10.348690712847919,Yes,Highly Likely to Crash
2981,Type B,75,Good,61,5,Stormy,3,8809,1.1116663427808955,No,Highly Likely to Crash
2982,Type B,66,Poor,73,2,Stormy,1,1203,12.665022143341085,Yes,Highly Likely to Crash
2983,Type B,97,Poor,75,3,Stormy,3,19839,8.22802651198521,No,Highly Likely to Crash
2984,Type C,76,Poor,69,0,Cloudy,0,5970,14.214298322534145,Yes,Highly Likely to Crash
2985,Type C,73,Good,58,3,Stormy,3,6940,7.694299742518946,No,Inconclusive
2986,Type B,84,Good,72,0,Cloudy,2,2524,7.063221952568775,Yes,Inconclusive
2987,Type C,95,Poor,88,2,Cloudy,1,16251,7.300739373569396,Yes,Highly Likely to Crash
2988,Type A,91,Good,78,4,Clear,2,13230,6.036200683854145,Yes,Highly Likely to Crash
2989,Type A,88,Average,80,0,Clear,0,4845,3.3334511737971555,Yes,Inconclusive
2990,Type B,75,Poor,68,0,Stormy,2,10649,12.788878177237079,No,Highly Likely to Crash
2991,Type A,98,Good,69,0,Clear,3,6134,6.447195708616127,No,Less Likely to Crash
2992,Type B,87,Good,72,2,Stormy,1,17881,8.407517994644019,Yes,Inconclusive
2993,Type B,72,Poor,92,3,Clear,2,17289,1.27841683048811,No,Highly Likely to Crash
2994,Type A,71,Good,76,2,Stormy,3,11540,1.843554217995987,Yes,Inconclusive
2995,Type C,53,Poor,79,0,Clear,2,743,9.360565212689824,No,Highly Likely to Crash
2996,Type A,98,Good,70,5,Clear,3,2914,13.309193155190524,No,Highly Likely to Crash
2997,Type A,58,Average,93,0,Cloudy,3,4356,7.907541592365043,Yes,Highly Likely to Crash
2998,Type B,53,Poor,84,5,Clear,2,6763,3.3096441284708864,No,Highly Likely to Crash
2999,Type B,56,Average,98,4,Clear,0,15685,2.6257824011235646,Yes,Highly Likely to Crash
3000,Type B,72,Poor,56,2,Stormy,1,16299,13.597032019500935,No,Highly Likely to Crash
3001,Type B,51,Good,71,5,Cloudy,0,9124,10.8229299562136,No,Highly Likely to Crash
3002,Type C,98,Average,59,2,Stormy,2,12970,14.526737763160401,No,Inconclusive
3003,Type C,73,Good,72,1,Clear,3,14272,2.152880698814595,Yes,Inconclusive
3004,Type C,89,Poor,64,3,Stormy,2,1641,13.636579970327784,No,Highly Likely to Crash
3005,Type B,80,Poor,79,1,Cloudy,3,4626,12.838852375375422,Yes,Highly Likely to Crash
3006,Type B,96,Poor,83,5,Stormy,3,19908,13.504592560938152,Yes,Highly Likely to Crash
3007,Type B,80,Poor,62,1,Clear,0,15363,1.0806813924999537,No,Highly Likely to Crash
3008,Type C,96,Poor,53,3,Stormy,0,14084,11.386648727380726,Yes,Highly Likely to Crash
3009,Type B,89,Average,67,5,Clear,2,4697,8.685133598262945,No,Highly Likely to Crash
3010,Type A,97,Poor,72,4,Cloudy,1,6324,9.024512072617876,Yes,Highly Likely to Crash
3011,Type A,100,Good,82,4,Cloudy,0,12597,7.568827822938579,No,Highly Likely to Crash
3012,Type B,92,Average,83,3,Stormy,3,19736,11.39747684847507,Yes,Inconclusive
3013,Type A,83,Good,83,3,Cloudy,2,19339,14.997750066669665,Yes,Inconclusive
3014,Type A,73,Poor,85,5,Stormy,2,12615,10.947537029838287,Yes,Highly Likely to Crash
3015,Type C,98,Good,84,2,Clear,1,18274,10.492705824550521,Yes,Inconclusive
3016,Type B,75,Average,66,5,Stormy,2,5425,10.162128019521132,No,Highly Likely to Crash
3017,Type B,65,Average,77,2,Clear,0,19720,10.732963377863006,No,Highly Likely to Crash
3018,Type C,96,Average,63,2,Cloudy,3,17501,5.789574544031654,Yes,Inconclusive
3019,Type A,62,Good,83,2,Clear,2,2969,5.483076411329861,Yes,Highly Likely to Crash
3020,Type A,64,Average,97,5,Clear,2,12968,11.980731695787089,Yes,Highly Likely to Crash
3021,Type B,76,Good,60,0,Clear,3,3202,1.7432322429415175,Yes,Inconclusive
3022,Type A,53,Poor,62,0,Clear,2,6757,11.629468334847374,No,Highly Likely to Crash
3023,Type C,65,Poor,82,4,Clear,2,8605,12.393782192373958,No,Highly Likely to Crash
3024,Type C,79,Good,51,0,Stormy,1,3665,8.30237143420775,No,Inconclusive
3025,Type B,93,Average,83,0,Clear,0,11870,13.742073335782212,Yes,Inconclusive
3026,Type C,79,Good,78,2,Clear,2,10983,7.623224120060582,No,Inconclusive
3027,Type C,85,Good,86,2,Clear,0,15258,3.4932133533418215,No,Inconclusive
3028,Type B,52,Good,53,3,Clear,1,4930,6.05958108189342,Yes,Highly Likely to Crash
3029,Type C,71,Poor,61,2,Clear,0,9738,13.682145083035207,No,Highly Likely to Crash
3030,Type C,98,Good,75,5,Clear,1,6492,14.912336036541419,Yes,Highly Likely to Crash
3031,Type C,71,Poor,77,3,Cloudy,0,12749,6.905955537852767,Yes,Highly Likely to Crash
3032,Type A,99,Good,52,3,Stormy,0,7097,3.33585163831121,Yes,Inconclusive
3033,Type B,99,Poor,69,0,Clear,2,1907,5.0086099232779295,Yes,Highly Likely to Crash
3034,Type B,98,Good,59,2,Stormy,0,9701,8.746148795195495,Yes,Inconclusive
3035,Type B,61,Good,67,0,Cloudy,2,6057,9.009342855880051,Yes,Highly Likely to Crash
3036,Type A,70,Average,76,2,Cloudy,2,16015,9.820831693710119,Yes,Inconclusive
3037,Type A,53,Average,80,0,Clear,0,3906,12.694947216015658,No,Highly Likely to Crash
3038,Type B,80,Good,76,0,Stormy,2,12294,10.956998123632388,No,Inconclusive
3039,Type A,93,Good,91,0,Clear,0,6200,4.651763171035097,Yes,Less Likely to Crash
3040,Type B,80,Good,50,5,Cloudy,3,8627,6.530616849744005,No,Highly Likely to Crash
3041,Type A,72,Good,55,4,Cloudy,2,11240,12.757432173256188,No,Highly Likely to Crash
3042,Type C,69,Average,60,0,Stormy,3,2045,9.867357388479956,No,Highly Likely to Crash
3043,Type C,64,Poor,83,1,Clear,3,17018,3.329852675426129,Yes,Highly Likely to Crash
3044,Type B,72,Good,88,1,Stormy,2,3359,5.557543257124459,No,Inconclusive
3045,Type A,77,Average,69,1,Stormy,1,13557,12.07527277403262,Yes,Inconclusive
3046,Type A,65,Good,70,5,Cloudy,1,6503,3.4093177265273282,Yes,Highly Likely to Crash
3047,Type C,86,Good,70,3,Stormy,3,1764,10.674709138090913,Yes,Inconclusive
3048,Type C,70,Poor,67,0,Cloudy,3,18656,8.889511507242023,Yes,Highly Likely to Crash
3049,Type A,64,Good,70,1,Clear,0,17048,3.064648689616032,Yes,Highly Likely to Crash
3050,Type A,66,Good,68,5,Stormy,3,13112,10.64430493643311,Yes,Highly Likely to Crash
3051,Type A,99,Poor,53,3,Stormy,2,16519,2.992885589172376,Yes,Highly Likely to Crash
3052,Type A,86,Poor,62,1,Clear,1,16077,6.578098107535537,No,Highly Likely to Crash
3053,Type A,62,Poor,67,2,Stormy,1,9311,5.319838943343284,No,Highly Likely to Crash
3054,Type A,68,Poor,78,4,Clear,1,7225,10.660139337617405,Yes,Highly Likely to Crash
3055,Type B,79,Average,74,0,Cloudy,2,19664,11.953072992493132,No,Inconclusive
