FlightID,AircraftType,EngineThrust,PressurizationCycles,ErrorsDetected,MaintenanceHistory,FlightHoursSinceLastCheck,MaintenanceRequired
5595,B787,1.8,9.23,Yes,1.59,0.47,Yes
5596,A350,2.54,4.41,Yes,7.96,4.65,No
5597,A350,0.76,5.98,Yes,6.44,0.11,Yes
5598,A320,1.89,9.24,No,9.92,4.13,Yes
5599,A320,7.17,4.39,No,7.65,0.94,No
5600,A320,7.51,3.45,No,0.44,3.07,Yes
5601,A320,2.07,4.99,No,3.25,1.39,No
5602,A350,6.73,0.21,No,9.6,7.22,No
5603,B787,8.37,6.82,Yes,3.13,0.11,Yes
5604,A350,3.99,4.27,Yes,3.75,0.05,Yes
5605,B737,7.44,2.73,Yes,5.79,8.03,Yes
5606,B737,3.29,0.2,Yes,9.6,0.92,Yes
5607,A320,6.6,2.7,No,8.82,5.87,Yes
5608,B737,0.07,3.35,No,3.58,1.21,No
5609,A320,6.01,8.69,No,6.2,3.7,Yes
5610,A380,7.94,9.52,Yes,5.83,9.96,No
5611,B787,6.32,1.63,No,9.0,9.12,Yes
5612,A320,5.35,1.21,No,8.83,7.69,No
5613,A350,5.02,3.57,Yes,5.44,9.98,Yes
5614,A380,3.87,2.22,Yes,8.53,1.45,Yes
5615,B787,0.4,9.61,Yes,1.73,4.66,Yes
5616,B737,2.61,6.82,Yes,6.14,9.8,No
5617,B787,3.04,8.89,Yes,4.1,2.78,Yes
5618,B787,5.07,6.49,Yes,3.89,2.62,Yes
5619,A320,1.74,2.9,Yes,2.32,2.21,No
5620,B737,5.83,8.83,Yes,8.3,4.16,No
5621,B787,8.58,5.74,No,1.21,2.45,Yes
5622,B787,3.87,5.11,No,9.25,3.86,Yes
5623,B737,1.94,8.92,No,8.5,7.07,No
5624,B737,4.36,9.36,Yes,2.29,3.04,Yes
5625,A320,9.81,3.18,Yes,7.66,3.23,Yes
5626,A320,2.31,5.8,No,8.73,9.85,Yes
5627,A320,0.87,8.37,No,7.01,0.43,Yes
5628,A320,1.43,1.49,No,2.71,2.05,No
5629,A320,2.7,1.85,No,3.63,4.55,No
5630,B787,1.02,5.9,Yes,8.08,1.52,No
5631,B737,8.28,0.36,No,4.09,5.68,No
5632,A380,0.39,7.11,Yes,7.95,6.83,No
5633,B787,3.58,2.41,Yes,1.78,0.88,No
5634,B787,1.85,7.63,No,8.24,5.76,No
5635,B737,9.8,7.69,Yes,2.79,4.93,No
5636,B737,6.21,3.75,Yes,9.23,2.87,Yes
5637,B787,7.49,4.07,No,4.19,2.22,Yes
5638,B737,8.64,7.37,Yes,8.65,0.96,No
5639,A380,0.97,2.37,No,1.4,4.56,No
5640,A320,0.91,4.8,Yes,9.0,0.65,No
5641,B737,8.12,3.75,Yes,5.32,4.26,No
5642,A320,0.82,7.82,No,7.65,8.82,Yes
5643,B787,5.92,6.37,Yes,8.47,2.02,Yes
5644,A320,5.04,5.56,No,9.18,0.82,No
5645,B737,4.55,8.63,No,5.83,7.09,No
5646,A380,9.79,5.44,No,0.01,2.58,Yes
5647,A350,8.56,4.04,No,9.03,4.7,Yes
5648,A320,9.4,4.74,Yes,7.57,1.37,Yes
5649,B787,1.94,4.35,No,0.62,8.32,Yes
5650,B737,7.6,5.72,Yes,9.35,0.67,No
5651,A380,4.64,6.78,No,5.66,2.42,No
5652,A380,9.86,2.89,Yes,3.3,2.39,Yes
5653,B737,6.27,0.2,No,0.7,3.0,No
5654,B737,5.6,4.37,No,8.39,2.15,Yes
5655,B737,2.4,0.51,No,9.82,5.49,Yes
5656,B737,2.17,7.84,No,7.88,2.33,Yes
5657,A380,5.63,4.17,No,9.52,5.62,No
5658,B787,8.43,9.5,Yes,2.88,8.22,Yes
5659,A380,4.27,8.91,Yes,4.31,8.75,No
5660,A380,9.9,0.23,No,9.85,1.78,Yes
5661,A320,9.37,0.03,Yes,1.5,5.96,Yes
5662,A380,3.82,3.04,Yes,5.72,1.28,No
5663,A380,8.54,5.5,No,3.72,7.73,Yes
5664,A320,5.54,7.28,No,6.66,4.27,Yes
5665,A350,9.36,0.47,Yes,8.83,7.85,No
5666,B787,2.25,1.03,No,4.9,2.03,No
5667,A320,4.4,0.97,Yes,2.48,5.79,Yes
5668,A350,6.59,5.86,No,7.21,9.65,No
5669,A350,9.41,8.11,No,1.02,2.59,Yes
5670,A350,4.22,6.5,Yes,1.13,4.88,No
5671,B787,0.61,0.13,No,9.81,2.51,No
5672,B737,4.45,9.33,Yes,2.85,3.76,Yes
5673,B787,9.06,8.52,No,0.51,2.81,No
5674,A350,3.21,9.68,No,8.03,7.26,No
5675,A350,5.65,2.31,No,3.48,7.0,Yes
5676,A380,2.89,2.75,Yes,9.73,0.27,No
5677,A380,1.82,6.95,Yes,8.58,8.35,Yes
5678,B787,5.84,3.6,Yes,0.37,8.82,No
5679,A350,0.81,6.15,Yes,0.35,2.97,No
5680,A380,0.96,4.1,No,3.56,4.81,Yes
5681,A380,6.32,1.93,No,8.26,0.31,No
5682,A380,6.46,6.53,Yes,8.34,5.27,Yes
5683,B787,6.54,5.91,Yes,5.88,7.06,No
5684,A350,0.81,5.79,No,5.24,7.89,No
5685,B737,8.69,9.13,Yes,5.48,0.38,Yes
5686,B787,2.8,9.86,No,8.47,4.12,Yes
5687,B787,4.74,0.84,No,9.38,6.43,No
5688,A350,0.28,5.63,Yes,3.48,6.08,Yes
5689,B737,8.71,4.59,No,6.82,9.93,No
5690,B737,0.64,3.54,No,6.49,5.58,No
5691,B737,3.01,9.07,Yes,0.41,2.94,Yes
5692,A320,6.83,4.64,Yes,7.98,3.12,Yes
5693,B737,7.51,7.46,No,9.73,6.73,No
5694,A320,0.51,1.32,Yes,0.74,8.87,Yes
5695,A320,1.99,4.11,Yes,0.1,2.72,Yes
5696,A350,6.8,7.32,Yes,5.09,9.86,Yes
5697,B737,1.39,0.83,No,0.3,4.58,No
5698,B737,1.35,7.04,Yes,8.1,0.44,No
5699,A320,3.96,0.57,Yes,1.46,7.77,Yes
5700,B737,5.52,0.99,No,9.91,5.51,No
5701,A350,1.47,9.36,No,6.27,2.84,Yes
5702,A320,0.49,3.59,No,6.57,2.85,No
5703,A320,3.89,2.17,No,2.7,0.12,No
5704,B737,6.92,3.41,Yes,5.48,0.23,No
5705,A350,1.57,1.15,Yes,8.21,8.17,Yes
5706,A350,7.04,3.49,No,7.73,9.05,No
5707,A380,8.34,6.71,No,6.07,3.91,No
5708,B787,0.39,3.95,Yes,6.69,8.16,No
5709,B787,5.4,3.05,No,3.47,0.36,No
5710,A350,5.03,8.85,Yes,0.68,0.29,Yes
5711,A320,0.37,6.26,Yes,0.89,1.64,Yes
5712,A320,1.78,2.2,Yes,8.3,9.38,Yes
5713,B737,8.27,0.09,No,0.24,0.45,Yes
5714,B737,2.74,8.16,Yes,0.79,6.24,Yes
5715,A350,3.41,9.77,No,8.52,2.49,No
5716,A350,5.86,0.63,Yes,1.07,5.84,Yes
5717,A380,2.47,6.48,Yes,2.86,7.78,No
5718,B737,7.56,4.04,Yes,7.31,1.68,Yes
5719,A350,9.61,3.68,Yes,8.83,2.64,No
5720,A320,5.67,2.23,Yes,8.04,9.07,Yes
5721,A320,4.46,4.41,No,4.77,4.7,No
5722,A320,8.08,1.93,No,5.17,4.2,Yes
5723,B737,2.47,8.34,Yes,2.98,6.9,No
5724,A320,2.21,2.31,Yes,4.13,2.52,Yes
5725,B787,2.66,1.65,Yes,7.96,6.37,No
5726,B737,6.48,1.28,Yes,6.15,6.85,No
5727,B787,3.63,9.91,Yes,0.03,1.76,Yes
5728,A350,0.58,5.79,Yes,5.75,4.34,No
5729,A380,2.61,7.65,No,1.73,9.59,No
5730,A320,4.09,5.43,No,1.5,8.68,Yes
5731,A380,1.84,0.47,Yes,1.76,8.54,Yes
5732,B737,7.03,0.51,No,6.98,5.07,No
5733,B787,0.45,8.96,No,5.35,3.02,No
5734,B787,3.55,2.16,No,0.39,5.28,Yes
5735,A320,9.22,2.58,No,6.09,4.45,Yes
5736,B737,9.33,9.72,Yes,9.31,8.25,Yes
5737,A320,5.56,8.99,Yes,8.39,6.3,Yes
5738,B737,3.82,8.52,Yes,2.67,2.69,Yes
5739,B737,6.69,8.32,Yes,1.89,3.25,Yes
5740,B737,6.34,8.04,Yes,9.15,1.49,Yes
5741,A380,4.69,6.63,No,3.12,1.02,Yes
5742,B737,0.86,8.61,Yes,5.29,9.13,No
5743,B787,4.63,6.88,Yes,9.1,7.38,Yes
5744,A350,5.47,8.65,No,6.39,4.75,No
5745,A380,5.2,6.55,Yes,1.47,1.81,No
5746,A350,9.22,8.35,No,2.59,2.92,No
5747,A380,9.92,2.53,Yes,5.56,1.11,No
5748,A380,9.1,8.39,No,1.83,4.48,Yes
5749,B787,7.96,9.71,Yes,5.52,5.56,No
5750,A320,9.31,8.69,No,8.28,5.45,No
5751,A320,9.2,1.2,No,4.35,9.11,No
5752,A320,2.68,3.36,Yes,6.47,3.34,Yes
5753,A380,0.28,2.95,No,4.87,0.13,Yes
5754,B737,0.71,8.99,No,5.28,1.26,Yes
5755,B787,6.82,2.38,Yes,6.09,3.47,No
5756,A350,7.49,7.49,Yes,2.71,5.51,Yes
5757,A320,2.84,9.15,Yes,3.29,2.27,No
5758,B787,0.55,9.38,No,5.7,4.63,Yes
5759,B737,7.98,9.98,No,9.39,4.2,Yes
5760,A350,0.1,2.33,No,1.4,0.28,Yes
5761,A320,6.96,0.82,No,2.77,9.41,Yes
5762,B787,3.75,8.41,No,7.91,7.42,Yes
5763,A320,3.53,0.08,Yes,1.1,2.7,No
5764,A350,7.49,7.38,Yes,1.11,6.9,Yes
5765,B787,2.18,7.87,No,4.54,7.87,No
5766,B737,9.14,9.41,Yes,4.08,0.13,No
5767,A350,4.39,9.47,No,6.12,2.7,No
5768,A350,1.74,6.41,Yes,6.0,0.52,No
5769,B787,5.1,5.82,No,6.67,6.11,No
5770,B787,3.35,8.83,No,6.63,2.09,No
5771,A350,3.46,6.74,No,1.53,8.76,No
5772,A320,7.23,7.83,Yes,4.01,7.3,No
5773,B787,8.45,5.58,Yes,5.45,2.85,Yes
5774,B737,1.88,9.63,Yes,9.58,0.32,Yes
5775,A350,4.06,2.45,No,3.53,6.95,Yes
5776,A350,5.92,6.16,Yes,5.97,9.87,Yes
5777,A380,3.01,2.1,Yes,4.87,7.48,Yes
5778,A380,5.19,9.07,Yes,8.71,4.44,Yes
5779,A380,8.09,9.9,No,6.25,1.81,No
5780,B737,0.73,0.58,Yes,2.07,4.0,Yes
5781,A320,2.57,6.97,No,3.68,0.73,Yes
5782,A380,5.18,7.1,No,4.42,9.95,Yes
5783,A350,2.35,1.45,No,2.13,7.09,Yes
5784,A320,8.04,1.54,Yes,5.13,8.18,Yes
5785,A320,7.85,3.93,No,2.97,2.5,No
5786,B787,9.07,9.6,No,2.19,0.45,No
5787,A350,1.01,7.7,Yes,5.1,1.61,Yes
5788,A350,7.74,5.89,Yes,4.41,4.6,No
5789,A320,2.15,5.75,Yes,7.0,0.17,No
5790,A320,7.23,3.91,No,0.5,0.8,Yes
5791,A380,9.28,7.81,Yes,3.63,4.53,Yes
5792,A350,5.83,0.99,Yes,7.43,4.92,No
5793,A350,5.42,7.64,Yes,6.03,0.54,Yes
5794,B787,0.55,2.69,Yes,6.65,5.72,No
5795,A320,9.68,3.0,Yes,3.28,1.84,Yes
5796,B737,1.7,9.8,No,8.5,6.64,Yes
5797,A380,3.83,5.05,No,4.87,2.81,Yes
5798,B787,1.88,4.6,No,0.38,0.89,Yes
5799,A380,2.24,9.33,Yes,7.01,9.36,Yes
5800,A380,9.5,1.03,No,0.93,9.63,No
5801,B737,4.85,2.32,Yes,2.07,7.85,No
5802,B787,6.52,6.62,Yes,4.95,3.23,No
5803,B787,5.92,1.97,No,5.55,8.7,Yes
5804,A350,7.12,4.15,Yes,9.23,4.6,No
5805,A380,0.75,5.09,No,2.19,1.03,Yes
5806,A320,2.86,5.98,No,5.06,7.86,No
5807,B737,8.54,3.36,No,6.32,0.69,No
5808,A320,4.91,4.8,No,4.58,3.43,Yes
5809,A320,3.68,6.85,Yes,7.16,9.97,No
5810,B737,0.48,9.04,No,0.63,5.48,No
5811,A350,2.89,1.23,Yes,8.07,5.44,Yes
5812,B737,0.64,3.16,No,3.68,1.83,Yes
5813,A350,0.85,3.72,Yes,0.76,5.79,No
5814,B737,2.22,9.68,Yes,8.72,9.46,Yes
5815,A350,2.8,7.82,Yes,2.37,1.96,Yes
5816,B787,4.94,3.24,Yes,7.86,1.3,Yes
5817,A350,8.16,7.47,No,0.58,4.5,Yes
5818,A350,4.24,9.51,Yes,2.48,9.01,No
5819,B737,5.4,9.83,No,6.48,4.03,Yes
5820,A350,2.47,6.18,No,9.6,7.19,No
5821,B737,9.37,2.3,No,5.48,4.4,Yes
5822,B787,8.34,0.99,No,0.96,8.92,Yes
5823,A320,8.6,9.67,No,2.8,8.07,No
5824,A380,6.06,9.84,No,1.76,0.73,Yes
5825,B737,9.73,2.03,No,3.24,8.76,Yes
5826,B737,3.77,2.15,No,0.78,2.48,No
5827,B737,7.13,3.47,Yes,7.39,4.3,Yes
5828,A380,6.5,3.73,Yes,0.79,9.07,No
5829,A350,9.45,6.54,Yes,4.41,1.42,No
5830,B737,2.39,4.32,No,7.83,9.18,No
5831,B737,8.6,3.1,Yes,6.67,3.09,Yes
5832,A380,7.37,1.81,Yes,8.76,6.33,Yes
5833,A320,8.54,8.95,No,1.13,7.15,Yes
5834,A350,6.14,6.01,No,6.78,0.52,Yes
5835,B787,6.5,4.34,No,9.0,6.75,Yes
5836,B787,7.42,1.63,No,2.21,6.82,Yes
5837,B737,7.98,9.63,Yes,6.74,3.89,Yes
5838,A380,9.95,1.66,No,3.47,7.58,Yes
5839,A380,8.52,4.86,Yes,2.91,3.28,No
5840,A380,4.17,4.39,Yes,8.67,4.66,No
5841,B787,6.05,5.31,No,0.93,8.12,No
5842,A380,4.87,3.44,No,0.98,6.67,No
5843,B737,6.52,7.76,No,3.22,9.59,No
5844,B737,9.42,2.01,No,6.48,5.02,No
5845,A350,4.18,1.08,Yes,3.34,3.44,Yes
5846,B737,2.39,0.09,Yes,4.81,9.07,Yes
5847,A380,8.88,9.35,Yes,8.21,2.18,Yes
5848,A380,6.1,5.71,No,8.27,5.82,Yes
5849,B787,6.24,3.57,No,0.78,3.13,No
5850,A320,2.12,0.21,No,9.43,9.72,No
5851,A380,8.55,2.67,Yes,0.18,7.99,Yes
5852,A380,8.22,1.32,Yes,0.23,6.24,No
5853,A350,7.17,8.69,No,7.13,4.21,Yes
5854,B787,7.95,3.14,No,7.27,8.32,Yes
5855,A380,6.12,2.54,Yes,1.43,2.13,Yes
5856,A320,4.16,9.85,Yes,3.12,1.13,No
5857,A380,8.04,4.33,Yes,5.26,0.01,No
5858,A350,6.33,2.55,No,9.73,7.32,Yes
5859,A380,6.2,4.1,Yes,8.92,5.18,No
5860,A320,5.16,9.34,No,7.52,4.46,Yes
5861,A320,2.79,7.23,Yes,9.67,0.96,Yes
5862,B737,2.38,0.62,Yes,4.0,8.86,Yes
5863,B737,5.94,9.5,Yes,4.33,9.26,No
5864,A350,6.55,4.09,No,4.36,9.26,No
5865,A320,6.96,5.52,No,9.7,2.52,Yes
5866,B737,9.84,0.07,No,3.54,4.26,No
5867,A380,0.24,3.05,No,8.73,1.85,No
5868,A380,5.46,6.92,No,5.88,9.06,No
5869,A380,1.37,9.72,Yes,8.77,3.66,Yes
5870,A350,8.39,8.57,No,9.28,5.13,Yes
5871,B787,6.36,3.46,No,7.43,4.66,No
5872,B787,3.96,0.25,Yes,1.42,2.58,Yes
5873,B787,1.43,9.55,Yes,9.57,1.73,No
5874,A320,4.16,3.72,No,8.67,9.52,Yes
5875,B787,2.36,6.39,No,2.88,4.7,No
5876,A350,1.27,9.71,No,8.94,5.08,Yes
5877,A380,0.61,5.05,No,0.03,2.06,Yes
5878,B737,4.33,1.47,No,2.53,6.89,Yes
5879,A350,6.64,4.35,Yes,5.08,2.19,No
5880,B787,2.0,6.43,No,5.14,9.86,No
5881,A380,9.87,9.48,Yes,1.91,2.9,Yes
5882,B787,8.99,2.87,No,5.56,7.42,Yes
5883,B737,9.0,3.49,No,7.18,9.4,Yes
5884,A320,1.63,0.98,Yes,7.6,4.74,No
5885,B787,2.74,7.25,No,9.46,8.84,No
5886,A380,5.94,8.52,No,4.96,2.42,Yes
5887,A380,1.16,8.36,No,2.88,2.82,No
5888,A380,3.01,9.29,Yes,9.76,4.43,Yes
5889,A380,9.38,7.8,No,5.75,3.43,Yes
5890,A350,9.55,6.24,No,1.29,5.41,No
5891,B737,0.68,5.9,Yes,3.85,9.87,Yes
5892,A380,4.41,0.16,No,2.76,5.11,No
5893,B737,6.82,1.54,Yes,3.95,8.17,No
5894,A380,9.08,5.08,No,7.52,4.91,No
5895,A350,4.19,0.63,No,0.13,5.94,Yes
5896,B787,5.25,1.3,No,0.56,2.53,No
5897,B787,1.26,2.6,No,1.07,0.99,Yes
5898,B737,2.01,1.67,No,7.33,6.08,Yes
5899,B787,9.03,2.68,No,2.36,6.54,Yes
5900,A320,1.0,9.99,Yes,9.32,6.07,Yes
5901,B787,2.17,8.51,Yes,1.05,6.21,No
5902,B737,5.6,0.07,No,5.98,9.49,Yes
5903,B787,2.24,0.58,No,2.14,1.66,No
5904,A380,5.07,2.97,Yes,4.74,8.17,Yes
5905,A320,0.33,2.83,No,1.02,1.88,Yes
5906,B787,2.67,0.21,No,0.77,5.17,No
5907,A320,1.38,4.51,Yes,3.44,1.13,No
5908,A320,0.14,3.4,No,6.95,3.71,No
5909,A380,4.61,9.96,Yes,3.14,8.67,Yes
5910,B737,0.28,4.79,No,7.95,6.65,No
5911,A350,1.96,0.32,Yes,8.9,9.04,Yes
5912,A320,4.34,0.46,Yes,9.57,5.4,Yes
5913,A380,1.02,5.35,Yes,3.68,5.91,Yes
5914,B787,1.96,0.35,No,1.13,6.3,Yes
5915,A350,4.94,6.36,Yes,7.4,2.66,Yes
5916,A380,1.96,3.88,No,0.26,4.77,No
5917,A320,3.12,3.09,No,1.04,2.15,Yes
5918,A350,6.95,4.19,Yes,9.28,7.41,No
5919,A350,8.2,9.17,No,7.52,8.44,No
5920,A380,6.08,8.66,No,0.49,0.21,Yes
5921,B737,7.7,7.68,No,9.83,1.22,Yes
5922,A320,6.04,0.66,Yes,2.2,9.75,Yes
5923,A320,0.95,3.89,No,0.96,5.79,No
5924,A350,2.36,0.57,Yes,1.32,7.01,Yes
5925,A350,7.13,5.05,Yes,0.27,6.39,Yes
5926,A320,7.12,2.66,No,8.13,3.86,No
5927,B737,1.56,7.1,Yes,7.78,3.32,No
5928,A380,4.6,7.43,Yes,7.82,0.4,Yes
5929,A350,5.29,1.21,No,2.04,1.38,No
5930,A380,4.21,5.14,No,8.5,4.14,No
5931,A320,9.83,5.64,Yes,5.02,2.28,No
5932,B787,8.92,3.03,No,2.59,0.29,No
5933,B737,5.29,5.73,No,3.52,0.88,Yes
5934,B787,8.0,8.15,No,7.97,7.24,No
5935,A320,5.81,8.02,Yes,3.82,7.12,No
5936,A320,9.4,8.31,No,3.37,5.3,No
5937,A320,2.64,4.62,No,9.0,0.05,No
5938,A320,1.91,3.07,No,2.32,3.51,Yes
5939,A350,2.32,5.31,No,5.59,8.1,Yes
5940,B737,6.98,7.89,Yes,3.28,4.89,Yes
5941,B737,2.91,9.44,No,0.62,1.21,No
5942,B737,4.6,6.12,Yes,4.0,1.09,Yes
5943,B787,8.4,5.88,Yes,5.79,4.07,No
5944,B737,9.57,0.27,Yes,6.28,4.58,No
5945,A320,1.55,5.87,No,8.25,2.59,Yes
5946,A350,4.95,4.83,Yes,2.87,4.77,No
5947,A350,7.44,5.51,No,8.35,4.97,No
5948,B787,0.57,7.76,Yes,0.59,4.28,No
5949,B787,9.13,0.66,No,2.16,0.31,Yes
5950,B737,2.4,5.41,No,8.96,1.84,No
5951,A380,4.7,6.58,No,7.47,7.01,No
5952,B787,0.11,2.33,Yes,8.54,9.62,Yes
5953,B737,4.04,1.02,Yes,4.48,9.33,Yes
5954,B787,6.2,2.28,Yes,3.43,9.74,No
5955,A380,9.26,5.54,No,8.74,8.52,Yes
5956,A380,4.28,0.48,No,0.58,4.96,No
5957,A350,5.3,0.12,Yes,2.88,4.57,No
5958,A320,3.44,6.93,No,7.08,5.21,Yes
5959,B737,8.23,4.86,No,8.68,6.04,Yes
5960,B787,1.65,8.43,Yes,3.97,6.27,Yes
5961,A320,7.07,9.27,Yes,4.37,3.08,No
5962,B787,3.12,7.89,Yes,5.6,6.36,No
5963,A350,5.03,5.41,Yes,7.9,2.1,Yes
5964,B787,0.83,5.51,No,5.57,2.21,Yes
5965,A380,3.24,3.07,No,0.88,4.51,No
5966,B787,8.36,3.96,Yes,4.96,6.13,Yes
5967,B787,1.7,9.03,Yes,1.34,6.79,Yes
5968,A350,8.33,2.3,Yes,2.39,9.84,Yes
5969,B737,0.73,3.96,No,0.92,9.09,Yes
5970,B737,7.72,0.61,Yes,8.7,1.74,No
5971,A350,5.29,6.9,Yes,9.03,8.24,Yes
5972,A350,4.02,3.84,Yes,7.9,2.83,Yes
5973,B737,6.27,5.36,No,8.45,8.96,No
5974,A380,5.77,0.55,Yes,5.3,4.35,No
5975,B787,2.0,3.6,No,5.74,4.59,No
5976,A350,1.61,0.29,Yes,4.7,1.01,No
5977,B737,4.82,9.61,Yes,6.25,6.96,Yes
5978,A380,9.76,4.84,No,2.36,2.77,No
5979,A320,0.66,1.61,Yes,5.57,8.94,Yes
5980,B787,4.9,5.06,No,7.97,7.82,No
5981,A320,4.41,4.86,No,5.81,7.58,Yes
5982,A380,1.33,5.73,No,2.26,4.88,No
5983,A350,9.34,0.17,Yes,7.58,3.98,Yes
5984,A380,5.34,8.84,No,2.95,7.4,No
5985,A320,1.91,2.85,Yes,2.03,4.22,No
5986,A350,4.53,0.37,No,8.42,1.33,No
5987,A380,4.81,5.84,Yes,5.72,4.17,Yes
5988,A320,2.69,7.13,Yes,3.99,6.64,No
5989,A350,2.31,1.7,Yes,9.34,8.21,No
5990,A350,2.85,4.46,No,9.61,2.87,Yes
5991,B737,3.51,4.62,Yes,3.42,8.49,Yes
5992,B737,3.23,2.32,Yes,2.16,5.21,No
5993,B737,4.29,4.99,Yes,2.98,2.6,Yes
5994,A380,2.47,9.32,No,8.46,6.74,No
5995,B737,7.88,5.07,Yes,7.92,0.32,Yes
5996,B787,2.64,7.4,Yes,4.3,3.49,No
5997,B737,2.09,8.8,Yes,7.05,8.42,No
5998,A350,5.44,2.16,No,2.69,0.14,No
5999,A350,6.61,0.01,No,0.78,7.88,Yes
6000,A350,4.7,6.15,Yes,6.57,9.92,No
6001,A380,8.93,3.36,No,9.9,4.83,Yes
6002,B787,8.02,3.91,No,9.71,5.89,No
6003,B787,7.05,1.42,No,5.4,0.87,Yes
6004,A320,1.24,7.1,Yes,9.1,1.81,Yes
6005,A320,6.9,6.25,Yes,5.38,6.82,No
6006,A320,4.4,6.45,Yes,4.54,9.96,No
6007,A320,6.31,1.74,No,9.58,5.8,No
6008,A380,1.12,0.38,Yes,9.99,8.38,Yes
6009,A320,8.45,7.29,Yes,6.36,0.32,Yes
6010,A320,4.71,5.61,Yes,4.99,6.1,Yes
6011,B787,7.83,7.28,No,2.54,5.81,No
6012,A350,2.25,9.59,Yes,0.19,2.77,Yes
6013,A350,8.14,0.97,No,6.96,9.83,No
6014,B737,6.93,9.14,Yes,3.4,1.23,No
6015,A320,3.62,1.12,Yes,7.2,8.77,Yes
6016,B737,8.3,9.76,No,2.82,1.83,No
6017,A350,6.41,3.8,Yes,0.75,9.56,No
6018,A320,8.59,9.06,No,9.86,7.38,Yes
6019,B737,5.19,9.47,Yes,5.47,2.95,Yes
6020,B737,7.14,7.72,Yes,7.49,3.17,No
6021,B787,2.9,7.81,Yes,3.99,9.41,Yes
6022,A350,5.26,2.53,Yes,8.51,0.88,No
6023,A350,4.05,5.49,Yes,3.92,1.58,Yes
6024,B737,5.99,5.34,Yes,7.4,7.31,No
6025,A380,5.04,6.74,No,8.62,2.33,No
6026,A380,2.3,9.03,Yes,5.72,2.77,No
6027,A350,8.83,1.36,No,8.23,4.17,Yes
6028,B737,1.96,5.83,No,9.85,7.11,No
6029,A350,1.67,6.42,Yes,6.78,9.38,No
6030,A380,2.75,2.4,No,6.15,9.44,No
6031,B737,9.06,7.62,Yes,0.49,7.55,Yes
6032,A320,7.47,4.15,Yes,5.39,0.17,No
6033,A350,8.65,7.89,No,7.63,8.94,Yes
6034,A320,8.0,6.36,Yes,3.88,2.74,No
6035,A350,1.62,2.71,No,6.36,5.38,Yes
6036,B787,1.47,1.9,No,2.45,2.61,No
6037,B787,6.99,6.4,No,3.75,0.83,Yes
6038,A320,5.21,7.53,Yes,4.52,7.83,Yes
6039,A380,2.69,5.57,No,4.65,6.03,No
6040,B737,8.15,3.75,Yes,7.1,2.23,Yes
6041,A380,8.79,4.78,No,0.14,1.76,No
6042,B787,1.95,1.77,No,5.89,1.62,Yes
6043,A350,7.27,8.81,No,3.97,7.65,Yes
6044,A320,9.21,8.34,No,7.45,9.06,No
6045,A380,5.66,7.81,Yes,1.95,4.33,Yes
6046,A380,9.68,4.11,No,2.61,0.45,Yes
6047,A380,8.34,4.63,Yes,9.92,2.87,No
6048,B787,6.78,4.27,No,6.56,3.09,Yes
6049,B787,7.03,9.81,No,2.41,1.92,Yes
6050,B737,8.49,8.26,No,2.46,6.23,Yes
6051,A350,5.48,7.69,Yes,8.16,6.3,No
6052,A350,9.88,3.29,Yes,2.73,8.0,No
6053,A380,6.7,2.4,No,1.81,2.98,Yes
6054,A320,5.72,7.21,Yes,2.01,6.06,Yes
6055,B787,6.64,2.65,No,5.43,1.52,No
6056,A320,9.64,5.75,Yes,7.03,3.43,No
6057,B737,7.38,1.94,No,6.86,9.23,Yes
6058,B787,6.94,0.2,Yes,4.05,9.83,No
6059,A320,2.06,6.1,No,8.97,7.12,No
6060,A380,5.46,0.21,Yes,4.38,2.02,Yes
6061,A320,3.85,5.77,No,8.27,7.09,Yes
6062,A320,5.22,8.45,Yes,9.87,2.79,Yes
6063,A350,7.18,9.91,Yes,7.22,0.29,No
6064,B787,8.28,7.13,Yes,2.94,1.7,No
6065,B787,1.93,9.73,No,1.89,2.68,No
6066,A380,6.4,9.85,Yes,6.69,0.24,No
6067,A350,8.29,0.97,No,4.54,8.05,Yes
6068,B737,2.05,5.19,Yes,3.3,1.19,Yes
6069,B787,9.63,4.9,No,1.33,5.61,No
6070,A350,4.24,1.5,Yes,2.56,6.6,Yes
6071,B787,8.1,5.76,Yes,2.34,4.18,No
6072,A380,5.09,3.56,No,7.17,9.87,Yes
6073,B787,4.17,7.37,Yes,8.15,7.93,No
6074,B787,7.26,5.23,Yes,0.96,2.13,Yes
6075,A350,4.05,4.43,No,6.02,6.61,Yes
6076,A380,8.23,6.91,No,10.0,0.61,No
6077,B787,4.44,2.68,Yes,5.15,1.22,Yes
6078,B737,7.47,7.0,No,7.9,1.01,Yes
6079,B737,0.8,7.52,No,5.45,4.13,Yes
6080,A380,5.57,9.14,No,4.58,4.27,Yes
6081,B787,5.67,8.88,No,2.48,7.17,No
6082,A380,4.01,8.12,No,6.5,5.96,No
6083,B787,7.98,7.85,Yes,5.0,0.15,Yes
6084,B737,9.73,6.46,No,6.49,8.64,Yes
6085,A320,0.98,0.38,No,9.85,3.72,No
6086,A320,5.92,4.38,No,5.19,5.28,Yes
6087,A350,5.58,0.25,Yes,8.56,4.43,Yes
6088,B737,0.57,6.72,Yes,4.03,9.44,Yes
6089,B787,8.73,7.63,No,1.95,9.15,No
6090,A350,0.85,2.75,No,6.07,6.28,No
