FlightID,AircraftType,FuelPlanned,FuelActual,RouteAdherence,PerformanceRating,GoAround,WeatherConditions,PilotEfficiency,OptimizedOperation
4334,B787,3.13,6.99,9.9,4.02,Yes,Fog,3.06,No
4335,A320,4.47,8.06,6.87,4.27,No,Rain,3.35,Yes
4336,A350,3.45,9.66,9.48,8.75,No,Fog,5.1,Yes
4337,B787,4.95,3.1,3.67,6.03,No,Thunderstorm,2.73,No
4338,A320,0.98,6.64,9.94,4.04,No,Fog,5.74,No
4339,A380,7.42,5.44,0.71,0.52,No,Clear,4.47,Yes
4340,A380,9.4,1.52,7.91,3.4,No,Fog,6.63,Yes
4341,B787,2.67,9.08,6.87,5.94,Yes,Rain,7.37,No
4342,B737,0.36,9.4,9.62,3.48,No,Rain,7.54,No
4343,A350,2.85,3.2,6.82,4.23,No,Thunderstorm,3.04,No
4344,A320,2.89,1.15,3.88,7.47,No,Thunderstorm,3.48,No
4345,A320,3.18,3.38,3.9,4.56,No,Thunderstorm,1.12,Yes
4346,B787,7.13,7.64,7.91,4.53,No,Snow,8.38,No
4347,A350,6.11,0.82,9.38,5.09,No,Rain,6.01,No
4348,A380,4.74,4.9,0.98,4.42,Yes,Rain,4.23,No
4349,B737,0.75,3.92,6.38,9.67,No,Fog,7.46,No
4350,A350,8.59,3.35,5.64,0.29,No,Clear,6.22,No
4351,A320,5.94,4.37,2.38,1.65,Yes,Clear,9.66,No
4352,B787,6.6,5.36,2.51,8.61,Yes,Fog,8.74,Yes
4353,A380,8.31,3.26,6.27,5.37,Yes,Snow,0.69,Yes
4354,A350,8.55,6.95,0.6,7.07,No,Clear,5.59,Yes
4355,A350,7.81,1.8,1.95,3.3,No,Fog,5.44,Yes
4356,B787,0.98,2.39,1.66,7.79,Yes,Rain,9.23,Yes
4357,B737,3.72,0.69,1.87,5.29,Yes,Rain,7.47,Yes
4358,A380,6.28,9.61,4.64,2.66,Yes,Snow,6.36,No
4359,B737,2.71,3.55,5.23,5.47,Yes,Clear,9.99,Yes
4360,A320,0.1,6.86,2.89,4.18,Yes,Rain,1.32,No
4361,B787,9.6,3.62,8.87,6.52,Yes,Thunderstorm,4.8,Yes
4362,A380,8.45,4.88,7.39,2.93,No,Thunderstorm,1.32,Yes
4363,B737,8.44,9.36,3.15,5.9,No,Rain,6.0,No
4364,B787,4.23,5.22,8.21,0.08,No,Clear,0.57,Yes
4365,A380,4.56,1.54,8.79,9.12,No,Clear,8.57,No
4366,A380,6.81,1.77,4.5,0.44,Yes,Snow,6.35,No
4367,B787,4.4,9.8,5.91,4.23,No,Clear,5.66,Yes
4368,B737,2.99,4.31,8.71,7.13,No,Thunderstorm,6.34,No
4369,B737,6.45,0.08,1.31,8.61,Yes,Fog,0.33,No
4370,B737,6.14,1.72,5.67,4.07,Yes,Fog,3.96,No
4371,A350,5.04,2.84,7.55,8.55,No,Snow,4.45,Yes
4372,A320,0.94,3.19,6.39,6.36,Yes,Rain,6.98,Yes
4373,A350,8.76,8.7,4.95,7.55,No,Rain,2.78,Yes
4374,B737,6.51,6.07,0.51,9.85,Yes,Thunderstorm,8.12,Yes
4375,A350,0.98,0.19,9.22,9.81,Yes,Thunderstorm,9.79,No
4376,A350,3.45,9.87,3.42,2.74,No,Fog,9.3,Yes
4377,A380,6.85,1.28,8.1,1.61,No,Rain,1.94,No
4378,B737,5.41,1.7,6.82,1.7,No,Snow,3.4,Yes
4379,A380,8.14,4.14,9.51,4.72,Yes,Clear,4.17,No
4380,B787,5.33,5.03,6.06,5.83,No,Clear,4.51,No
4381,B737,1.61,5.08,6.03,6.96,No,Thunderstorm,2.25,No
4382,A350,1.29,0.06,0.24,5.99,Yes,Rain,3.71,Yes
4383,A350,3.39,9.18,8.7,7.21,No,Thunderstorm,3.1,No
4384,A320,7.38,5.95,3.89,5.76,Yes,Rain,5.17,Yes
4385,B787,2.4,4.42,3.72,2.53,No,Fog,4.65,Yes
4386,B737,5.59,5.03,7.12,0.66,Yes,Snow,6.25,Yes
4387,A380,4.44,2.02,3.98,4.15,No,Rain,3.19,Yes
4388,A320,5.47,2.22,7.95,1.79,Yes,Fog,4.82,No
4389,B737,0.2,0.16,7.79,8.15,Yes,Clear,9.64,Yes
4390,A320,8.0,7.95,5.32,3.58,Yes,Clear,2.58,No
4391,B737,5.87,2.8,1.36,1.51,No,Rain,7.18,No
4392,A350,8.0,1.41,9.18,0.46,No,Fog,5.83,No
4393,A350,7.94,9.7,7.01,8.38,No,Clear,5.94,Yes
4394,B787,8.08,2.16,7.96,0.64,No,Snow,6.7,No
4395,B737,1.52,8.88,2.89,1.93,No,Snow,7.45,Yes
4396,A380,7.37,3.62,5.0,9.86,Yes,Fog,7.16,No
4397,A350,4.88,4.39,5.21,3.26,No,Fog,2.13,No
4398,A380,6.86,4.9,7.72,5.17,No,Thunderstorm,8.6,Yes
4399,A350,0.75,7.61,5.26,1.63,Yes,Fog,7.17,No
4400,A320,0.64,0.26,8.14,3.03,No,Rain,2.55,Yes
4401,B787,9.65,8.38,7.74,3.35,No,Clear,8.55,Yes
4402,B737,3.42,5.9,3.45,7.57,No,Rain,3.34,No
4403,B737,0.25,2.98,8.38,2.34,No,Thunderstorm,3.67,Yes
4404,B787,9.03,4.39,2.28,5.7,Yes,Fog,0.31,No
4405,A320,4.41,4.35,7.8,1.61,No,Snow,1.29,Yes
4406,B787,5.86,9.07,2.19,4.94,Yes,Snow,1.23,No
4407,A380,4.6,0.4,6.28,1.58,Yes,Snow,6.45,No
4408,A380,7.23,8.35,4.27,6.15,No,Snow,6.87,No
4409,A320,8.32,7.1,1.36,1.29,No,Thunderstorm,4.79,Yes
4410,B787,5.15,3.86,7.86,8.17,Yes,Rain,0.49,No
4411,A350,1.46,9.0,3.21,5.62,No,Rain,9.2,Yes
4412,B737,2.59,6.66,4.48,8.17,No,Thunderstorm,9.7,Yes
4413,A380,1.48,5.02,5.61,8.9,No,Fog,0.91,No
4414,B737,7.77,4.29,3.42,1.52,No,Snow,0.05,No
4415,A320,8.39,3.09,5.28,9.28,No,Clear,5.74,No
4416,A380,4.28,6.13,6.86,2.54,No,Fog,2.3,Yes
4417,A350,3.9,4.85,5.62,3.31,No,Snow,0.52,No
4418,B737,0.84,2.22,8.61,7.23,Yes,Snow,8.52,No
4419,B787,9.29,6.85,4.72,1.94,Yes,Thunderstorm,8.51,No
4420,A380,0.68,6.78,8.95,3.62,No,Rain,5.97,No
4421,A380,6.03,0.05,6.13,9.55,Yes,Rain,7.81,Yes
4422,B737,4.29,7.07,5.68,10.0,No,Clear,5.85,Yes
4423,A350,1.53,9.28,4.47,9.58,No,Snow,0.99,Yes
4424,B787,3.56,2.77,2.69,6.99,Yes,Clear,1.65,No
4425,B737,6.74,5.82,1.5,9.36,Yes,Fog,1.72,Yes
4426,A320,0.01,3.13,7.15,3.97,Yes,Thunderstorm,4.24,Yes
4427,B787,7.48,4.71,8.13,0.17,No,Fog,5.78,No
4428,A350,3.54,9.39,5.77,4.85,Yes,Rain,0.53,Yes
4429,B737,7.15,7.87,9.63,5.37,Yes,Fog,9.13,Yes
4430,A350,5.22,5.08,5.06,6.02,No,Rain,8.33,Yes
4431,A350,3.32,7.09,4.65,5.17,Yes,Snow,2.78,Yes
4432,A380,6.18,3.29,1.62,8.72,No,Fog,2.65,Yes
4433,B787,8.04,6.16,6.01,6.15,No,Thunderstorm,1.59,Yes
4434,B787,4.03,6.29,5.26,1.17,Yes,Fog,8.2,Yes
4435,B787,3.39,2.79,0.35,4.9,No,Fog,0.3,No
4436,A320,1.17,9.66,2.03,3.23,Yes,Thunderstorm,2.71,Yes
4437,A380,1.52,5.26,3.55,7.31,Yes,Snow,6.44,Yes
4438,B737,6.49,0.34,3.25,3.35,No,Fog,0.29,No
4439,B787,1.45,3.77,5.91,2.58,Yes,Snow,9.84,Yes
4440,A350,4.0,9.37,1.96,2.97,Yes,Fog,5.83,No
4441,B737,8.3,6.06,1.26,7.83,Yes,Clear,5.67,No
4442,A320,8.81,7.65,4.38,9.48,Yes,Snow,4.07,No
4443,A320,5.01,8.05,8.94,2.49,No,Rain,4.16,Yes
4444,A380,6.68,9.7,1.42,8.42,Yes,Fog,4.88,No
4445,A380,1.45,1.91,8.83,9.15,No,Clear,5.54,No
4446,B787,8.86,5.75,7.19,9.75,Yes,Clear,2.32,No
4447,B737,2.03,5.31,5.38,8.52,No,Clear,6.2,No
4448,B737,2.36,3.57,3.45,2.78,Yes,Rain,7.07,Yes
4449,A320,5.13,5.01,6.3,8.73,No,Fog,3.52,No
4450,A350,1.45,2.33,8.1,7.3,No,Thunderstorm,8.81,No
4451,A350,9.01,9.94,4.75,5.76,Yes,Fog,7.48,No
4452,B787,7.83,3.94,5.44,4.72,No,Clear,6.87,No
4453,A380,8.43,5.15,3.26,1.72,Yes,Thunderstorm,7.23,Yes
4454,A350,4.73,8.81,3.76,4.72,Yes,Thunderstorm,9.04,Yes
4455,B737,2.24,7.18,4.54,4.92,Yes,Clear,4.77,Yes
4456,B737,3.95,8.51,7.45,9.19,No,Rain,6.06,Yes
4457,B787,6.12,4.43,9.78,5.51,Yes,Rain,2.87,Yes
4458,B787,1.88,8.63,3.7,5.62,Yes,Fog,9.24,No
4459,A350,3.72,4.44,2.58,0.51,No,Fog,2.73,Yes
4460,B787,7.27,0.34,6.91,7.85,Yes,Fog,2.12,Yes
4461,B737,0.09,8.43,0.73,7.1,Yes,Thunderstorm,0.3,Yes
4462,B787,3.54,8.53,3.32,2.07,No,Clear,4.63,No
4463,A320,3.6,4.07,2.99,5.22,Yes,Clear,8.09,No
4464,A380,1.36,3.4,4.47,0.47,Yes,Rain,9.74,No
4465,A320,0.21,9.87,7.87,3.84,No,Fog,3.69,Yes
4466,B787,0.57,9.23,1.74,5.64,Yes,Thunderstorm,4.0,Yes
4467,A380,9.53,0.17,2.72,3.74,Yes,Fog,1.62,No
4468,A350,8.29,8.09,4.16,3.54,No,Thunderstorm,7.07,Yes
4469,A350,4.08,4.78,7.79,2.39,No,Clear,9.9,No
4470,A380,9.26,3.72,6.87,3.12,No,Thunderstorm,8.68,No
4471,B737,0.22,2.54,5.33,2.8,Yes,Fog,2.08,No
4472,A380,8.27,1.52,8.06,5.47,Yes,Snow,9.43,Yes
4473,A380,3.2,6.01,8.39,6.72,No,Rain,6.39,No
4474,B787,0.1,6.58,7.24,6.52,No,Clear,9.26,No
4475,A380,9.1,9.2,1.32,8.86,Yes,Fog,8.04,No
4476,A380,7.06,9.47,5.27,3.2,No,Rain,2.78,No
4477,B787,0.01,4.1,4.0,8.55,No,Fog,4.64,Yes
4478,B737,4.01,1.45,4.65,5.74,Yes,Snow,7.84,Yes
4479,A380,0.41,7.45,1.16,2.17,No,Fog,6.87,Yes
4480,A350,3.25,3.3,2.18,9.78,Yes,Fog,3.86,No
4481,A350,3.74,2.38,0.41,7.32,Yes,Snow,6.21,No
4482,A350,4.04,0.79,5.71,3.44,No,Fog,6.91,Yes
4483,A350,7.71,3.39,9.56,9.69,No,Clear,3.99,No
4484,B737,5.07,8.27,0.19,6.52,No,Thunderstorm,3.21,Yes
4485,A380,5.13,5.97,4.77,3.76,No,Snow,0.72,No
4486,B787,8.79,1.62,8.61,7.24,No,Thunderstorm,9.21,Yes
4487,B737,8.68,3.99,8.5,1.54,No,Snow,1.26,No
4488,A380,7.07,8.67,8.03,5.75,No,Clear,1.91,No
4489,B787,2.54,6.26,5.74,7.06,No,Thunderstorm,0.9,Yes
4490,A350,3.17,6.26,0.9,2.09,Yes,Thunderstorm,0.21,No
4491,A350,9.29,0.26,7.12,5.74,Yes,Fog,9.8,Yes
4492,B737,1.39,1.66,2.03,9.55,No,Clear,2.71,No
4493,A380,0.47,6.6,6.13,5.57,Yes,Snow,0.47,No
4494,A380,3.93,9.13,8.78,0.6,No,Rain,6.02,No
4495,A380,0.97,9.58,1.94,1.01,No,Fog,7.31,Yes
4496,A350,5.08,4.43,9.3,6.55,Yes,Rain,9.01,No
4497,A320,0.74,6.37,9.43,8.14,Yes,Snow,8.58,No
4498,A380,4.61,1.06,2.71,9.74,No,Fog,0.04,No
4499,B787,4.97,5.31,8.8,4.6,No,Fog,5.9,No
4500,B737,0.93,8.02,6.21,1.86,Yes,Clear,9.51,No
4501,A350,6.38,7.44,9.21,7.49,Yes,Clear,7.36,No
4502,B737,1.98,9.82,6.61,2.04,No,Snow,5.05,Yes
4503,A380,7.53,4.8,5.23,4.31,No,Snow,0.96,Yes
4504,B787,0.68,3.96,2.17,0.14,Yes,Thunderstorm,5.79,No
4505,A350,9.79,5.77,6.02,8.8,Yes,Rain,4.03,No
4506,B787,6.51,5.16,4.66,5.55,No,Fog,4.36,No
4507,A320,6.03,8.93,8.01,6.59,Yes,Rain,7.53,Yes
4508,B737,9.36,8.66,0.18,3.64,No,Rain,3.42,No
4509,B787,4.5,7.47,5.62,9.35,No,Thunderstorm,1.81,Yes
4510,B737,0.11,5.94,3.71,8.12,No,Clear,1.86,No
4511,A350,0.77,4.17,7.03,4.04,No,Rain,1.11,No
4512,B787,9.54,7.33,8.18,6.69,Yes,Fog,7.93,Yes
4513,B787,9.75,5.47,9.91,9.3,Yes,Rain,0.17,No
4514,B787,3.07,4.07,5.12,7.01,No,Rain,9.8,No
4515,B737,5.26,6.54,7.09,5.79,No,Fog,2.3,No
4516,A350,3.81,5.45,8.38,2.16,No,Rain,7.17,Yes
4517,A320,7.51,4.22,7.33,0.05,Yes,Thunderstorm,3.84,Yes
4518,A350,6.96,9.67,8.73,5.7,No,Clear,0.68,No
4519,A350,7.84,2.85,2.2,7.65,Yes,Thunderstorm,6.49,No
4520,B737,2.91,1.65,1.58,2.42,No,Clear,5.13,Yes
4521,A320,3.26,8.36,1.88,2.98,No,Snow,2.39,No
4522,A350,0.26,7.58,9.62,1.57,Yes,Clear,5.05,No
4523,B737,3.48,3.58,8.04,7.49,Yes,Snow,3.99,No
4524,A350,8.64,3.3,5.25,6.79,Yes,Snow,3.19,Yes
4525,A380,5.75,6.68,9.97,3.13,Yes,Rain,2.86,Yes
4526,A380,4.8,1.24,3.8,6.72,No,Rain,6.56,No
4527,B737,9.17,8.02,3.22,1.55,No,Snow,9.35,No
4528,A320,2.43,9.79,3.85,3.22,Yes,Clear,2.58,No
4529,A380,6.6,3.81,7.3,1.36,Yes,Snow,6.0,No
4530,A350,5.63,5.56,8.4,6.29,No,Rain,6.64,No
4531,B787,8.56,1.01,3.82,7.49,No,Fog,9.3,No
4532,B787,1.36,7.46,9.23,8.36,No,Thunderstorm,0.16,Yes
4533,A350,0.68,1.31,9.46,8.22,No,Rain,6.62,Yes
4534,A320,4.16,9.73,0.86,2.13,Yes,Fog,9.0,No
4535,B737,1.02,7.58,8.7,7.84,No,Fog,8.28,No
4536,B787,8.14,7.81,8.92,7.91,No,Clear,3.56,No
4537,A380,4.91,9.72,5.73,0.56,No,Fog,8.66,No
4538,B737,9.88,9.22,0.85,7.5,Yes,Thunderstorm,4.71,No
4539,A320,7.59,1.03,6.94,2.02,Yes,Fog,1.17,No
4540,A350,8.5,7.08,3.22,7.88,Yes,Snow,9.44,Yes
4541,A380,4.83,1.36,0.91,8.07,Yes,Fog,3.41,No
4542,A320,8.79,4.89,2.0,5.75,No,Thunderstorm,3.33,No
4543,A320,6.34,3.15,0.04,1.92,No,Snow,3.23,Yes
4544,B787,2.03,8.35,1.72,7.16,No,Clear,9.47,No
4545,B737,2.61,9.02,7.89,9.96,No,Thunderstorm,2.43,No
4546,A350,4.76,7.92,0.27,4.67,Yes,Fog,1.71,No
4547,A380,8.97,7.58,6.95,7.81,Yes,Rain,6.23,No
4548,A350,2.97,7.93,4.93,6.07,No,Rain,8.05,Yes
4549,A350,5.85,6.29,0.17,5.85,Yes,Thunderstorm,5.26,Yes
4550,A380,9.15,2.36,3.33,4.47,No,Clear,2.88,No
4551,A350,4.36,2.67,5.42,1.1,No,Thunderstorm,5.95,Yes
4552,A320,8.94,9.05,2.87,2.12,No,Thunderstorm,7.28,No
4553,A320,9.26,7.76,7.9,5.32,Yes,Clear,6.23,No
4554,A320,9.72,9.15,4.12,9.0,Yes,Clear,5.27,No
4555,A350,3.22,7.69,9.35,4.82,Yes,Rain,8.91,No
4556,A320,7.13,2.23,5.74,6.1,Yes,Thunderstorm,7.67,Yes
4557,A380,7.76,6.17,5.71,1.54,No,Snow,4.72,Yes
4558,A320,1.7,8.67,5.55,6.68,Yes,Rain,4.31,Yes
4559,B787,2.23,3.47,1.61,9.2,Yes,Fog,5.0,No
4560,A320,4.56,3.47,0.89,1.86,No,Clear,7.99,No
4561,A320,3.06,6.84,2.53,7.91,No,Snow,9.25,No
4562,A380,2.63,0.16,1.71,3.38,Yes,Thunderstorm,0.33,Yes
4563,A380,8.35,3.5,9.84,2.02,No,Thunderstorm,2.18,No
4564,A380,4.9,7.7,2.97,8.04,No,Fog,6.9,Yes
4565,A320,4.2,6.36,7.97,0.49,Yes,Snow,4.31,Yes
4566,A320,3.16,5.86,5.84,0.56,No,Rain,6.31,No
4567,B737,9.9,1.21,2.62,5.19,Yes,Clear,7.75,Yes
4568,A320,4.02,6.15,3.1,6.23,No,Thunderstorm,0.87,Yes
4569,B737,3.18,9.91,4.94,4.98,Yes,Clear,1.9,No
4570,A380,7.35,9.03,6.98,4.0,Yes,Thunderstorm,9.53,No
4571,A350,4.49,3.83,1.09,8.57,No,Thunderstorm,3.07,No
4572,B737,5.5,2.73,9.28,3.46,Yes,Rain,6.57,Yes
4573,A350,8.73,4.62,4.9,3.4,No,Rain,1.9,Yes
4574,A350,8.73,0.33,9.13,2.74,No,Fog,2.62,Yes
4575,A320,8.96,4.39,4.77,2.96,No,Clear,2.47,No
4576,B787,1.37,8.57,9.7,2.22,No,Thunderstorm,9.76,No
4577,A350,8.04,8.6,3.35,7.43,No,Rain,7.5,No
4578,A350,5.78,7.94,4.21,0.07,Yes,Fog,4.86,No
4579,A380,9.31,0.45,5.48,5.66,Yes,Thunderstorm,0.37,Yes
4580,A350,9.98,6.25,5.25,8.94,Yes,Fog,9.61,Yes
4581,A320,9.48,8.88,3.5,7.41,Yes,Clear,4.61,No
4582,A350,0.08,1.64,0.41,3.17,Yes,Fog,0.92,Yes
4583,B737,4.5,2.61,1.03,1.46,Yes,Clear,9.73,Yes
4584,A380,4.0,8.85,0.47,6.5,Yes,Clear,5.15,Yes
4585,A320,4.98,0.05,7.34,0.09,Yes,Clear,3.18,Yes
4586,B737,7.8,4.63,7.06,0.05,Yes,Thunderstorm,0.89,Yes
4587,A380,4.96,8.41,6.18,4.49,Yes,Snow,9.7,Yes
4588,A320,7.66,7.43,9.59,9.21,Yes,Fog,5.95,Yes
4589,A350,9.2,3.92,1.81,5.58,No,Fog,6.35,Yes
4590,A320,9.99,9.15,0.58,6.47,Yes,Fog,3.52,No
4591,B737,5.43,6.03,6.88,4.23,No,Thunderstorm,1.1,No
4592,B787,1.38,1.65,0.64,2.21,Yes,Rain,5.3,Yes
4593,A350,8.51,7.72,3.33,0.81,No,Snow,1.63,Yes
4594,A350,4.21,8.86,0.22,1.24,No,Clear,0.68,Yes
4595,A320,5.0,4.0,5.93,3.98,Yes,Snow,5.81,Yes
4596,A380,4.68,6.27,7.28,2.45,No,Thunderstorm,1.19,Yes
4597,B737,1.82,2.72,5.92,6.07,Yes,Clear,8.61,Yes
4598,B787,4.13,9.81,5.13,0.63,Yes,Snow,8.85,Yes
4599,A320,6.6,8.5,4.53,0.8,No,Clear,7.1,Yes
4600,A380,3.21,3.31,2.72,7.63,No,Clear,6.93,No
4601,A350,1.35,2.51,5.05,6.84,Yes,Snow,7.72,Yes
4602,A380,1.63,3.04,2.49,8.65,Yes,Fog,3.4,No
4603,A320,9.08,8.41,4.1,5.45,Yes,Clear,3.18,Yes
4604,A350,9.14,9.42,1.76,0.44,No,Clear,7.36,No
4605,B787,9.75,3.01,2.19,1.1,No,Rain,7.6,Yes
4606,A320,4.97,5.8,8.53,5.43,No,Thunderstorm,0.12,Yes
4607,A380,5.43,8.19,4.85,7.72,Yes,Thunderstorm,7.67,No
4608,B787,4.64,5.96,6.4,1.98,Yes,Snow,5.19,No
4609,B737,6.22,8.95,8.57,0.6,No,Clear,1.93,No
4610,A320,1.0,4.8,1.58,3.78,No,Rain,8.72,No
4611,A380,3.43,0.8,2.83,1.78,Yes,Thunderstorm,8.8,No
4612,A380,3.75,2.51,4.27,6.12,Yes,Rain,3.09,No
4613,A380,3.01,4.99,6.34,8.25,No,Rain,1.11,No
4614,A320,2.76,1.99,9.84,1.02,Yes,Thunderstorm,6.2,Yes
4615,B737,3.37,1.84,5.67,9.76,Yes,Fog,7.64,Yes
4616,B787,2.78,6.12,9.91,1.42,Yes,Rain,8.1,Yes
4617,A380,2.68,8.26,2.18,4.8,No,Clear,8.67,Yes
4618,A380,0.15,9.05,2.16,6.77,No,Rain,3.27,No
4619,B787,5.13,3.5,0.51,4.72,Yes,Rain,1.92,No
4620,B787,9.7,5.95,6.24,0.1,Yes,Snow,9.99,Yes
4621,A320,0.43,2.33,0.16,2.73,Yes,Rain,5.92,Yes
4622,B737,6.84,2.13,3.48,9.69,No,Snow,7.22,Yes
4623,A350,5.33,3.9,2.34,5.55,No,Thunderstorm,5.23,Yes
4624,A320,2.39,1.53,7.29,2.49,Yes,Fog,0.76,No
4625,A380,6.55,1.44,9.79,3.37,Yes,Fog,3.83,No
4626,B737,4.29,6.74,1.37,7.3,No,Thunderstorm,5.56,No
4627,B787,8.4,7.44,3.32,6.46,No,Fog,2.06,Yes
4628,A350,7.29,0.18,7.13,6.5,Yes,Snow,7.48,No
4629,B787,9.12,7.61,0.94,8.44,No,Clear,8.27,No
4630,B787,3.74,5.56,9.83,9.43,Yes,Clear,2.59,No
4631,B737,4.06,4.83,3.75,6.86,No,Rain,0.81,No
4632,B737,9.64,6.59,2.35,2.81,No,Thunderstorm,1.32,Yes
4633,B737,5.89,9.18,0.95,8.55,Yes,Rain,3.49,No
4634,A350,9.87,7.79,4.98,8.62,No,Fog,0.08,No
4635,A380,4.6,3.24,5.88,9.06,No,Clear,2.6,Yes
4636,A380,9.11,1.14,0.9,4.62,No,Snow,9.4,No
4637,A320,6.27,3.6,0.59,1.55,No,Clear,5.32,No
4638,A380,3.15,9.61,4.89,2.35,No,Thunderstorm,1.04,Yes
4639,A350,5.21,0.28,3.03,5.2,No,Rain,5.03,No
4640,A380,5.71,3.24,0.02,8.25,Yes,Snow,2.16,No
4641,A350,7.21,6.25,2.15,2.89,Yes,Fog,3.7,No
4642,B737,9.34,3.66,4.91,3.75,Yes,Snow,6.52,No
4643,B737,5.97,6.85,8.31,9.18,Yes,Fog,0.86,Yes
4644,B787,6.0,6.83,0.58,8.66,Yes,Snow,5.05,Yes
4645,B787,2.1,0.61,2.3,5.61,Yes,Fog,3.71,Yes
4646,B737,4.19,7.82,1.72,3.21,No,Fog,8.32,Yes
4647,A380,3.89,4.8,2.08,6.71,No,Snow,0.28,No
4648,B737,8.16,8.77,7.53,5.58,Yes,Fog,7.53,No
4649,B737,8.47,5.47,0.41,0.49,No,Clear,0.09,Yes
4650,B787,7.47,6.18,1.54,4.27,No,Thunderstorm,6.66,No
4651,B787,2.45,6.95,1.69,7.37,No,Rain,8.59,No
4652,B737,9.05,5.43,4.5,2.8,Yes,Snow,5.6,No
4653,B787,1.03,1.12,1.61,1.49,Yes,Fog,4.1,Yes
4654,A320,8.88,4.83,7.32,6.74,Yes,Thunderstorm,9.22,No
4655,A380,2.46,8.69,5.95,9.66,Yes,Snow,7.87,No
4656,B737,0.21,7.12,4.54,9.09,No,Fog,7.58,No
4657,B787,9.5,7.42,1.91,6.28,No,Fog,2.89,Yes
4658,A380,6.37,2.01,0.96,1.67,No,Fog,2.86,Yes
4659,B737,2.4,8.94,4.07,5.0,No,Thunderstorm,0.4,Yes
4660,B787,0.87,0.91,1.48,4.77,Yes,Snow,6.32,Yes
4661,B787,2.03,7.73,9.87,5.33,No,Clear,6.53,No
4662,A350,2.28,7.97,2.79,5.43,No,Fog,4.88,Yes
4663,A380,6.42,2.83,5.1,7.94,Yes,Snow,8.61,No
4664,B787,3.88,8.63,6.43,1.98,No,Rain,8.75,Yes
4665,B737,4.21,6.03,4.15,0.68,No,Fog,7.67,No
4666,A350,8.03,7.77,4.01,4.11,Yes,Fog,2.03,No
4667,A350,6.87,4.0,6.01,7.5,Yes,Clear,0.68,No
4668,B787,5.64,5.42,1.54,3.98,Yes,Fog,7.86,Yes
4669,B737,2.06,9.37,7.53,2.43,No,Rain,2.1,No
4670,B787,9.77,7.93,9.15,9.83,No,Thunderstorm,1.97,Yes
4671,A350,8.64,1.32,5.17,4.55,Yes,Clear,5.0,Yes
4672,B787,7.19,3.82,7.07,5.83,No,Clear,1.22,No
4673,B737,0.51,5.43,2.67,4.11,No,Fog,0.69,Yes
4674,A320,7.58,8.66,8.88,8.23,Yes,Snow,3.42,Yes
4675,A350,1.46,0.14,9.21,4.55,Yes,Thunderstorm,1.88,Yes
4676,A380,0.07,7.87,0.82,8.61,Yes,Clear,6.99,No
4677,A380,1.16,3.79,4.87,0.23,Yes,Snow,2.29,No
4678,B787,1.73,1.07,1.75,4.3,No,Clear,9.14,Yes
4679,A380,8.02,9.65,3.67,9.62,No,Snow,2.69,No
4680,A380,3.09,8.23,9.04,4.05,No,Clear,0.72,No
4681,A320,1.58,6.95,4.0,1.57,No,Snow,1.38,No
4682,B787,8.21,2.87,2.1,6.21,No,Rain,7.62,No
4683,A320,1.84,3.31,9.7,4.97,No,Clear,1.97,No
4684,A380,4.44,1.08,5.41,1.41,No,Rain,5.67,Yes
4685,A350,9.27,1.49,4.62,9.45,No,Snow,2.42,No
4686,A380,1.07,7.48,2.92,1.83,Yes,Snow,2.67,Yes
4687,A320,6.71,5.48,4.87,1.86,No,Fog,7.08,Yes
4688,A380,0.39,1.47,3.03,0.23,Yes,Clear,9.05,No
4689,A350,7.28,6.69,5.29,9.75,Yes,Snow,7.77,Yes
4690,B787,4.1,7.73,5.35,7.73,Yes,Thunderstorm,4.59,No
4691,B787,6.9,4.32,3.01,3.72,No,Fog,6.07,Yes
4692,A380,9.01,0.81,5.94,6.36,No,Rain,1.52,Yes
4693,B787,5.61,3.89,5.74,9.59,Yes,Clear,1.36,Yes
4694,A380,2.31,1.71,4.33,8.72,Yes,Rain,6.49,Yes
4695,A320,2.45,8.77,9.04,8.24,Yes,Thunderstorm,3.15,No
4696,A380,3.37,9.53,0.74,2.04,No,Rain,6.85,No
4697,A350,0.07,8.63,3.88,2.5,Yes,Thunderstorm,8.79,No
4698,A380,0.96,7.69,1.68,7.07,No,Clear,3.67,No
4699,B787,7.01,7.9,8.55,3.95,No,Clear,3.84,No
4700,A350,6.9,9.68,8.99,7.91,Yes,Thunderstorm,4.76,No
4701,A350,0.32,8.88,2.64,1.54,No,Snow,4.45,No
4702,A380,3.99,6.45,6.03,1.23,No,Rain,4.5,Yes
4703,A320,2.31,4.76,3.96,6.4,Yes,Clear,3.91,Yes
4704,B737,9.35,5.46,4.98,7.99,Yes,Clear,0.75,No
4705,A380,7.75,1.92,5.64,4.27,No,Snow,7.37,Yes
4706,A350,8.94,2.24,6.59,4.25,Yes,Clear,6.22,Yes
4707,B737,6.82,9.43,8.13,0.95,No,Clear,4.52,No
4708,B737,9.18,6.69,2.15,5.39,No,Fog,1.37,Yes
4709,B737,8.78,3.26,3.52,5.23,No,Clear,7.69,Yes
4710,B787,2.66,1.97,8.59,2.92,No,Thunderstorm,4.3,No
4711,A320,8.63,7.3,6.41,8.43,No,Thunderstorm,8.9,Yes
4712,A380,8.78,6.01,9.66,0.72,Yes,Rain,1.42,No
4713,A380,5.55,2.52,1.66,3.64,No,Rain,3.36,No
