FlightID,AircraftType,RouteAdherence,LandingQuality,PerformanceRating,ErrorsDetected,WeatherConditions,AirTrafficControlIssues,PilotExperience,FlightDuration,AccidentOccurred
4152,A320,8.5,5.23,7.05,Yes,Thunderstorm,No,7.93,9.57,No
4153,B737,8.29,8.94,7.08,Yes,Thunderstorm,Yes,0.3,2.96,No
4154,A320,1.6,7.44,4.36,Yes,Fog,Yes,6.87,6.66,Yes
4155,B787,5.96,1.95,8.07,Yes,Clear,No,3.59,5.1,Yes
4156,B737,4.62,7.14,5.66,No,Snow,No,1.05,8.46,Yes
4157,A380,3.66,0.47,0.61,Yes,Rain,Yes,9.7,7.22,Yes
4158,B787,5.56,9.34,3.54,Yes,Clear,Yes,6.44,1.97,Yes
4159,A380,8.52,3.72,2.12,Yes,Snow,Yes,0.24,3.84,Yes
4160,A320,2.13,4.01,1.61,No,Snow,Yes,6.16,2.31,Yes
4161,B737,0.41,1.59,2.18,Yes,Rain,Yes,9.7,1.3,Yes
4162,A350,7.12,6.43,0.72,Yes,Fog,No,5.83,3.21,No
4163,B787,3.51,1.35,7.66,No,Fog,Yes,0.26,1.94,No
4164,A350,0.21,1.67,8.05,No,Clear,No,7.39,7.71,Yes
4165,A380,7.03,6.91,6.16,Yes,Fog,Yes,6.07,6.4,Yes
4166,B737,5.52,0.22,1.91,No,Fog,Yes,9.92,3.21,Yes
4167,A320,1.97,1.09,4.34,Yes,Clear,Yes,5.91,2.99,Yes
4168,A320,2.87,1.12,8.1,No,Thunderstorm,No,1.83,6.7,No
4169,A380,7.48,1.5,1.72,Yes,Snow,No,1.08,6.17,Yes
4170,A350,1.11,3.72,7.21,No,Snow,No,7.63,0.2,No
4171,A350,0.04,4.84,7.44,Yes,Snow,Yes,7.88,2.98,Yes
4172,A380,9.79,6.43,8.1,No,Fog,Yes,7.07,6.7,Yes
4173,A350,2.79,8.76,5.25,Yes,Thunderstorm,No,7.94,2.16,No
4174,B737,6.04,3.29,5.47,Yes,Snow,Yes,0.92,5.06,No
4175,A350,6.77,4.17,8.81,No,Thunderstorm,No,9.66,1.39,Yes
4176,B737,7.64,8.07,5.36,No,Clear,Yes,7.38,4.55,No
4177,A380,3.17,2.76,0.71,Yes,Snow,Yes,8.09,1.18,No
4178,B787,5.04,0.81,5.16,Yes,Fog,Yes,8.0,0.17,No
4179,A380,0.3,6.55,3.6,Yes,Rain,Yes,5.86,7.32,Yes
4180,A380,5.31,6.39,8.86,Yes,Thunderstorm,No,3.2,8.34,No
4181,B737,0.16,7.56,0.6,No,Rain,Yes,2.65,4.62,Yes
4182,A320,1.02,5.94,6.31,No,Rain,No,3.03,6.41,Yes
4183,A320,5.55,6.12,4.77,No,Snow,No,4.22,0.86,Yes
4184,A350,8.44,1.22,4.83,Yes,Clear,No,8.73,3.09,Yes
4185,A350,4.9,4.29,9.87,No,Thunderstorm,Yes,7.82,8.56,No
4186,A380,9.9,2.66,8.01,No,Fog,No,6.86,4.26,Yes
4187,A350,8.01,6.54,9.76,Yes,Fog,Yes,5.45,6.79,Yes
4188,B787,8.81,6.59,7.76,No,Rain,No,6.09,7.29,No
4189,A380,8.38,3.78,4.77,Yes,Fog,No,4.71,9.99,No
4190,A380,6.5,8.01,6.82,Yes,Thunderstorm,No,9.51,0.19,No
4191,A320,4.28,1.5,4.17,No,Rain,No,2.45,9.02,No
4192,A380,8.04,7.29,2.88,Yes,Snow,Yes,6.29,7.9,No
4193,A320,6.66,0.64,1.59,No,Clear,No,1.68,4.08,Yes
4194,A320,2.6,1.78,6.94,No,Rain,Yes,5.07,0.72,No
4195,B787,7.29,8.98,8.02,No,Snow,Yes,4.62,1.44,No
4196,B787,3.86,7.35,5.96,Yes,Fog,Yes,1.55,4.42,Yes
4197,A380,9.3,8.6,6.9,No,Thunderstorm,Yes,4.73,7.11,No
4198,A320,8.44,8.59,7.88,Yes,Clear,No,4.59,0.21,Yes
4199,B737,3.94,0.35,9.13,No,Clear,No,3.75,6.26,Yes
4200,A380,5.47,9.06,9.98,No,Thunderstorm,Yes,1.57,8.57,Yes
4201,B737,9.76,2.11,2.73,Yes,Clear,Yes,4.79,4.83,Yes
4202,A350,2.17,8.29,8.87,Yes,Clear,Yes,4.8,6.77,No
4203,A320,4.99,4.25,7.26,No,Rain,No,4.53,4.2,No
4204,A350,2.42,8.61,9.0,Yes,Fog,Yes,1.69,9.62,No
4205,B787,3.99,6.97,3.64,Yes,Snow,Yes,0.67,4.44,Yes
4206,B737,7.31,0.53,5.86,No,Clear,No,7.46,5.98,Yes
4207,A380,4.15,8.41,8.96,Yes,Clear,No,2.63,3.14,Yes
4208,B787,6.65,1.47,5.75,Yes,Fog,No,9.45,8.93,Yes
4209,B787,3.95,7.5,8.75,No,Fog,No,1.44,0.56,No
4210,A380,2.54,6.63,9.45,Yes,Thunderstorm,Yes,3.8,7.21,Yes
4211,A320,3.87,5.08,9.27,Yes,Snow,Yes,4.59,5.5,No
4212,B787,6.05,7.74,5.63,No,Clear,No,4.34,0.81,Yes
4213,A380,8.82,7.89,2.46,No,Clear,Yes,7.48,8.34,Yes
4214,A320,3.77,0.13,8.02,No,Fog,No,5.32,7.05,Yes
4215,A350,6.3,3.6,8.68,No,Fog,Yes,5.93,7.49,Yes
4216,A320,7.81,8.62,0.62,Yes,Fog,Yes,6.1,6.33,No
4217,A320,9.69,9.68,2.24,Yes,Thunderstorm,Yes,8.75,7.7,No
4218,B737,1.17,3.12,9.6,Yes,Clear,Yes,0.37,0.28,No
4219,A350,0.6,0.39,3.69,Yes,Clear,Yes,9.51,3.27,No
4220,A320,2.8,1.55,8.52,Yes,Clear,Yes,9.75,9.38,Yes
4221,B737,7.48,0.7,5.39,Yes,Thunderstorm,Yes,3.59,2.38,Yes
4222,B787,2.58,9.81,8.8,Yes,Rain,No,0.1,9.76,No
4223,A350,3.75,4.14,5.8,No,Thunderstorm,Yes,8.57,1.71,No
4224,B737,9.39,1.54,4.47,Yes,Rain,Yes,1.54,1.14,No
4225,B737,8.8,4.11,7.65,Yes,Snow,No,2.79,3.6,No
4226,A350,2.42,4.73,7.18,No,Clear,No,2.15,1.39,Yes
4227,A350,4.79,5.16,1.69,No,Fog,Yes,9.46,1.4,No
4228,A380,2.65,5.6,2.64,No,Thunderstorm,No,5.15,9.07,Yes
4229,B737,4.31,3.15,6.89,Yes,Fog,Yes,5.47,9.27,Yes
4230,B787,6.32,0.72,7.57,No,Rain,Yes,7.8,7.91,Yes
4231,A350,5.85,5.66,1.31,Yes,Clear,Yes,2.88,5.65,Yes
4232,B787,9.05,1.08,8.82,Yes,Snow,No,7.99,3.72,Yes
4233,B787,1.6,8.0,0.89,Yes,Snow,No,0.89,9.64,Yes
4234,A320,5.21,9.84,8.15,No,Snow,Yes,7.71,5.05,Yes
4235,B737,3.21,0.4,0.17,No,Clear,No,9.84,3.89,Yes
4236,A350,5.51,1.42,8.01,No,Rain,No,0.51,5.06,No
4237,A320,1.64,5.44,5.86,No,Rain,Yes,8.44,2.4,Yes
4238,A380,5.72,8.3,0.54,No,Fog,Yes,4.22,3.69,Yes
4239,B787,3.38,9.03,4.3,No,Thunderstorm,Yes,8.65,5.06,Yes
4240,A320,2.29,0.5,6.53,No,Clear,Yes,6.49,3.27,Yes
4241,A320,2.94,2.7,7.34,No,Snow,Yes,2.58,6.57,No
4242,A380,0.26,0.74,7.01,Yes,Fog,No,8.19,1.57,No
4243,A350,4.75,3.25,5.12,No,Clear,No,4.71,4.3,Yes
4244,A350,3.06,7.39,0.54,Yes,Rain,Yes,9.99,0.06,Yes
4245,A350,3.17,4.83,7.32,Yes,Rain,Yes,2.14,6.55,Yes
4246,A380,6.68,4.31,3.41,Yes,Rain,No,4.01,2.68,Yes
4247,B737,5.82,2.54,9.64,No,Thunderstorm,Yes,5.09,2.28,No
4248,B787,9.95,5.11,6.9,Yes,Rain,Yes,6.62,2.12,No
4249,B787,2.64,4.21,2.18,Yes,Clear,Yes,5.49,3.52,No
4250,A350,3.42,9.64,7.25,No,Fog,Yes,5.26,7.45,No
4251,A380,4.97,6.54,3.81,No,Fog,Yes,2.09,5.49,Yes
4252,B787,2.24,0.73,9.75,No,Clear,No,7.39,7.62,Yes
4253,A320,7.02,1.99,4.6,No,Thunderstorm,Yes,8.56,8.06,No
4254,A350,2.01,4.24,2.52,No,Rain,No,0.83,6.3,No
4255,A380,6.19,0.52,0.36,No,Rain,Yes,6.46,3.02,No
4256,A380,6.14,8.25,2.35,Yes,Rain,Yes,3.9,5.03,No
4257,A380,7.91,1.95,2.74,No,Snow,No,2.92,8.84,Yes
4258,A320,1.5,7.24,9.66,Yes,Fog,No,2.66,8.44,Yes
4259,A320,9.44,8.8,3.29,No,Rain,No,1.48,8.74,Yes
4260,B737,8.68,8.06,7.11,Yes,Fog,Yes,1.08,9.79,Yes
4261,B737,9.31,5.62,7.4,Yes,Thunderstorm,No,9.8,7.89,No
4262,A380,2.19,9.67,1.45,No,Snow,No,1.71,6.48,Yes
4263,A320,4.39,2.84,2.96,No,Snow,Yes,0.94,5.88,Yes
4264,A380,2.74,4.68,7.07,Yes,Fog,Yes,3.95,2.03,Yes
4265,B737,9.77,4.0,4.69,No,Snow,Yes,1.46,5.18,No
4266,A350,0.26,5.51,7.58,No,Clear,Yes,8.98,8.58,Yes
4267,A380,6.09,3.86,6.27,Yes,Rain,Yes,5.04,8.36,No
4268,A320,8.34,1.81,6.39,Yes,Clear,Yes,9.16,1.77,No
4269,B787,1.75,9.97,7.22,Yes,Fog,No,0.55,9.58,Yes
4270,B737,0.3,5.18,8.08,No,Snow,No,6.73,2.4,Yes
4271,B787,9.57,3.45,1.15,No,Snow,Yes,7.51,3.86,Yes
4272,A350,7.9,6.12,1.01,No,Fog,No,6.36,5.5,Yes
4273,A380,3.69,8.44,0.84,No,Thunderstorm,Yes,4.74,4.18,No
4274,B737,0.53,6.87,1.44,Yes,Rain,Yes,9.99,1.15,Yes
4275,B787,5.08,3.82,1.47,Yes,Thunderstorm,Yes,9.59,2.66,No
4276,A380,3.07,1.94,8.89,Yes,Clear,No,9.47,1.33,No
4277,A380,2.28,7.8,6.62,Yes,Rain,No,2.84,5.52,No
4278,A320,4.45,4.6,8.12,No,Clear,Yes,6.26,0.79,No
4279,B737,1.83,6.62,1.84,No,Fog,Yes,2.57,1.58,Yes
4280,A350,0.83,6.17,6.39,Yes,Thunderstorm,Yes,0.11,7.28,Yes
4281,B737,3.61,5.85,0.73,Yes,Rain,No,8.58,7.76,Yes
4282,B787,6.97,9.01,9.66,No,Thunderstorm,No,9.55,7.84,Yes
4283,B787,0.91,2.41,2.53,No,Clear,No,1.22,4.83,No
4284,B787,4.01,4.71,0.74,Yes,Rain,No,1.37,0.32,Yes
4285,B787,1.39,7.17,7.85,No,Snow,Yes,3.26,6.19,No
4286,A380,3.96,7.15,2.37,No,Snow,Yes,7.19,2.44,No
4287,A350,4.49,4.72,4.85,Yes,Fog,Yes,6.44,6.05,Yes
4288,B787,3.53,4.5,1.63,No,Thunderstorm,No,1.26,3.96,Yes
4289,B787,5.21,0.31,1.01,No,Rain,No,9.96,6.34,Yes
4290,A350,6.5,5.65,3.01,Yes,Clear,No,5.38,2.75,No
4291,A380,4.01,0.55,4.26,No,Thunderstorm,No,5.13,7.27,No
4292,A320,4.12,4.2,2.51,No,Snow,Yes,9.93,1.98,Yes
4293,A320,4.48,8.89,6.27,Yes,Snow,No,9.63,1.56,No
4294,A380,1.21,6.84,3.6,No,Snow,Yes,1.03,4.07,No
4295,A380,3.03,0.84,1.47,No,Fog,No,2.84,4.79,No
4296,A380,4.4,2.56,8.58,No,Snow,Yes,3.25,5.87,No
4297,A350,1.55,8.32,6.6,No,Rain,No,9.45,1.78,Yes
4298,B737,9.7,3.46,8.22,No,Fog,No,4.81,5.61,Yes
4299,A320,8.56,1.22,2.0,Yes,Rain,No,5.81,4.66,No
4300,B787,3.33,2.13,6.46,Yes,Fog,Yes,3.59,7.13,No
4301,A350,6.49,2.89,9.56,Yes,Snow,No,1.07,8.43,Yes
4302,A320,2.86,4.21,2.4,Yes,Rain,Yes,6.23,4.63,No
4303,A320,9.4,5.08,3.5,No,Clear,No,5.18,7.61,Yes
4304,A320,2.69,0.91,5.73,Yes,Fog,Yes,9.8,7.95,Yes
4305,A380,5.8,1.09,6.29,Yes,Rain,Yes,9.81,0.47,Yes
4306,A350,6.71,9.37,0.75,No,Snow,Yes,7.84,0.3,Yes
4307,A350,9.92,3.62,8.34,Yes,Thunderstorm,No,5.59,5.39,Yes
4308,A320,1.13,8.76,0.86,Yes,Clear,Yes,5.22,2.99,Yes
4309,A380,7.16,4.9,8.64,No,Rain,No,6.05,8.56,No
4310,A320,3.44,2.95,9.5,No,Snow,Yes,0.68,0.33,Yes
4311,B787,0.91,1.03,0.63,No,Thunderstorm,No,4.57,1.3,No
4312,A350,4.36,3.7,6.99,Yes,Snow,No,6.72,6.7,Yes
4313,B737,7.28,4.06,6.46,No,Clear,Yes,3.11,4.21,Yes
4314,B737,2.22,7.16,8.87,Yes,Clear,No,6.47,6.51,No
4315,B737,2.65,4.88,4.38,No,Thunderstorm,Yes,9.14,2.81,Yes
4316,A350,9.77,0.15,0.84,Yes,Rain,Yes,7.1,8.22,No
4317,A320,8.53,5.14,8.68,Yes,Snow,Yes,0.53,2.33,Yes
4318,A320,1.04,6.26,9.05,Yes,Clear,Yes,6.47,9.69,Yes
4319,A380,3.56,3.98,5.9,No,Clear,No,6.81,9.63,Yes
4320,A380,7.94,1.06,1.64,No,Fog,No,8.93,6.17,Yes
4321,A350,5.77,0.56,8.13,Yes,Clear,Yes,9.16,7.68,Yes
4322,B737,8.04,3.58,0.78,No,Thunderstorm,No,8.13,5.53,No
4323,A350,0.79,4.22,5.62,Yes,Thunderstorm,No,4.37,5.2,No
4324,B737,1.35,9.3,8.77,No,Fog,Yes,0.59,4.55,Yes
4325,A380,1.16,6.85,8.14,Yes,Fog,Yes,6.39,2.25,No
4326,B787,6.15,3.64,0.31,No,Fog,No,3.76,9.15,Yes
4327,B737,7.72,9.39,1.14,No,Rain,No,4.53,8.86,Yes
4328,A350,7.21,1.47,3.11,No,Thunderstorm,No,5.9,1.45,No
4329,A380,6.65,9.03,1.12,Yes,Thunderstorm,No,7.26,4.63,Yes
4330,B737,8.44,7.36,3.45,Yes,Thunderstorm,Yes,4.97,5.25,Yes
4331,A320,9.9,8.22,0.99,Yes,Rain,Yes,0.25,0.87,Yes
4332,B737,5.29,3.19,6.37,Yes,Fog,Yes,3.28,8.1,No
4333,A320,0.92,3.7,7.86,No,Clear,No,1.69,0.9,Yes
4334,B737,6.59,4.02,8.63,Yes,Clear,No,7.67,2.79,Yes
4335,A350,6.54,1.74,8.72,Yes,Rain,No,1.79,9.65,No
4336,A350,0.56,0.91,5.34,Yes,Snow,No,0.07,6.14,No
4337,A380,7.73,7.15,7.08,Yes,Thunderstorm,Yes,7.75,4.59,No
4338,A350,9.0,7.98,5.38,No,Clear,No,6.6,0.61,Yes
4339,A320,2.53,3.9,3.9,Yes,Clear,Yes,0.7,3.5,Yes
4340,A380,4.41,7.92,5.7,No,Snow,Yes,8.91,2.68,No
4341,A350,5.86,8.82,7.63,Yes,Clear,No,3.39,5.46,No
4342,A320,9.04,2.44,8.35,No,Clear,No,8.1,1.82,Yes
4343,B787,8.9,8.56,5.3,No,Fog,Yes,6.26,8.81,No
4344,A320,8.75,4.45,9.59,Yes,Clear,No,8.86,8.4,Yes
4345,B787,2.28,4.87,9.5,Yes,Fog,No,9.08,7.17,Yes
4346,B737,8.59,5.05,7.66,No,Fog,No,5.08,4.13,No
4347,B737,2.88,5.49,4.98,Yes,Fog,No,5.16,2.43,No
4348,A320,8.0,5.38,0.53,No,Snow,Yes,6.13,1.38,Yes
4349,B737,4.1,6.07,7.53,Yes,Thunderstorm,No,7.03,9.41,Yes
4350,A380,7.84,1.51,4.05,Yes,Thunderstorm,No,4.9,8.72,Yes
4351,A350,2.78,3.66,9.24,No,Fog,No,8.99,8.75,Yes
4352,B787,1.38,0.27,8.61,Yes,Thunderstorm,Yes,6.23,1.21,Yes
4353,B737,1.27,5.7,6.78,No,Clear,No,6.58,0.13,Yes
4354,B737,8.72,1.64,8.77,No,Clear,Yes,1.41,4.25,No
4355,A350,0.15,5.86,2.76,No,Clear,No,8.71,0.64,No
4356,B787,4.33,0.67,6.96,Yes,Fog,No,8.73,1.57,No
4357,A320,7.53,9.62,1.79,No,Clear,Yes,1.22,9.54,Yes
4358,B787,6.97,8.03,1.49,Yes,Rain,No,5.1,2.62,Yes
4359,B787,9.83,6.11,2.2,No,Thunderstorm,No,0.09,7.37,No
4360,A320,1.14,5.03,2.74,Yes,Clear,Yes,0.06,2.29,Yes
4361,B787,8.2,4.86,1.21,No,Thunderstorm,Yes,4.79,0.9,Yes
4362,A320,4.64,8.65,6.24,No,Thunderstorm,No,8.58,2.02,No
4363,B787,6.87,5.58,1.27,Yes,Fog,Yes,3.61,1.82,No
4364,A380,9.94,9.31,9.21,No,Fog,No,4.13,3.48,Yes
4365,A380,7.14,1.41,7.86,No,Clear,No,1.54,4.22,Yes
4366,B787,0.06,6.59,0.3,Yes,Clear,Yes,3.9,4.66,No
4367,B737,6.5,7.41,3.82,No,Snow,No,5.42,5.81,No
4368,A320,9.42,2.92,6.81,Yes,Snow,Yes,0.92,9.0,No
4369,B787,4.05,8.02,8.41,Yes,Snow,No,5.61,1.24,Yes
4370,A320,0.95,7.59,6.46,Yes,Thunderstorm,No,4.26,7.67,Yes
4371,A350,1.68,0.59,6.28,No,Fog,Yes,9.27,4.56,Yes
4372,B737,3.62,4.42,5.95,No,Rain,No,0.29,0.76,No
4373,B737,2.4,5.56,4.74,Yes,Rain,Yes,8.71,5.49,Yes
4374,B737,7.7,5.12,0.73,Yes,Fog,No,4.97,5.08,No
4375,A320,9.91,3.55,1.17,No,Rain,No,7.92,1.91,No
4376,A320,5.91,9.84,7.97,No,Rain,Yes,2.31,8.74,Yes
4377,A320,8.72,6.04,5.28,No,Fog,No,2.0,0.69,No
4378,B787,3.09,7.44,5.48,Yes,Fog,Yes,3.48,3.75,No
4379,A320,9.15,0.78,3.44,No,Clear,No,7.74,7.49,No
4380,A350,6.86,5.5,5.75,No,Clear,Yes,0.66,3.04,Yes
4381,A320,1.23,6.86,6.42,No,Snow,Yes,9.28,7.4,Yes
4382,B787,2.03,8.62,6.89,No,Clear,No,5.6,5.77,Yes
4383,B787,2.21,4.75,6.37,No,Rain,No,7.57,2.31,Yes
4384,A320,4.61,0.38,4.76,No,Clear,Yes,5.7,3.58,No
4385,A380,4.65,9.44,2.79,No,Snow,No,5.16,9.48,No
4386,A350,8.31,4.31,4.1,No,Snow,No,5.98,3.05,Yes
4387,A350,8.06,0.77,7.24,Yes,Thunderstorm,No,4.8,6.56,No
4388,A380,7.52,0.33,0.81,Yes,Rain,No,4.38,0.56,No
4389,B737,3.72,0.17,2.0,Yes,Clear,Yes,2.93,5.91,Yes
4390,A350,7.45,7.04,1.55,Yes,Snow,No,9.87,2.46,Yes
4391,B737,0.09,9.33,6.2,Yes,Fog,Yes,7.59,4.2,No
4392,B737,6.15,8.72,7.28,Yes,Fog,Yes,0.36,4.92,Yes
4393,B737,0.09,7.32,4.45,No,Clear,Yes,3.1,8.35,No
4394,A320,3.25,1.21,7.69,Yes,Clear,No,4.04,9.9,No
4395,A350,8.33,7.62,9.01,Yes,Thunderstorm,No,6.89,6.41,No
4396,B787,9.08,0.97,2.7,No,Snow,No,6.08,4.04,No
4397,B787,6.81,2.85,9.56,Yes,Snow,No,0.62,6.38,Yes
4398,B787,0.71,3.45,1.41,Yes,Thunderstorm,No,1.96,6.55,Yes
4399,B737,1.45,1.88,2.74,Yes,Fog,No,3.53,3.97,No
4400,B787,2.19,4.5,1.47,No,Snow,No,4.18,7.09,Yes
4401,A380,2.17,5.35,1.28,No,Rain,Yes,8.76,5.33,Yes
4402,A320,2.66,3.07,3.91,Yes,Rain,No,7.34,4.82,Yes
4403,A320,2.15,6.71,4.38,Yes,Rain,No,5.15,7.45,No
4404,A320,8.66,2.82,0.56,Yes,Thunderstorm,Yes,0.84,4.03,No
4405,B787,6.29,9.56,9.94,Yes,Thunderstorm,No,7.28,5.85,Yes
4406,B737,2.62,6.28,2.28,No,Fog,Yes,2.21,3.46,No
4407,A350,2.71,5.53,6.46,Yes,Rain,Yes,5.67,7.27,Yes
4408,A320,3.85,0.05,7.12,No,Thunderstorm,Yes,8.4,7.79,Yes
4409,A320,3.69,2.87,8.77,Yes,Thunderstorm,Yes,3.8,6.09,No
4410,A320,7.62,3.56,7.78,No,Snow,No,7.96,6.12,No
4411,A350,3.63,9.86,6.03,Yes,Thunderstorm,Yes,4.98,6.26,No
4412,A320,0.05,6.0,2.32,No,Snow,Yes,1.36,7.08,Yes
4413,B787,1.81,0.68,8.82,No,Rain,No,7.28,4.96,Yes
4414,A350,1.82,6.32,0.28,Yes,Fog,No,0.63,9.62,Yes
4415,B787,9.36,9.58,5.0,No,Rain,Yes,9.93,1.36,No
4416,A350,3.75,9.28,1.17,No,Thunderstorm,No,0.52,0.92,No
4417,B787,7.29,8.67,9.21,Yes,Rain,No,7.27,7.75,Yes
4418,A380,0.51,9.59,0.56,Yes,Thunderstorm,No,9.28,3.28,Yes
4419,A320,6.94,8.5,8.39,No,Snow,Yes,7.75,8.32,Yes
4420,B787,8.82,6.84,0.07,Yes,Thunderstorm,No,1.55,8.93,No
4421,B737,2.04,9.09,6.17,Yes,Fog,No,6.64,6.25,No
4422,A320,7.42,2.62,7.24,Yes,Rain,Yes,4.19,7.32,No
4423,B787,9.21,7.67,4.93,No,Rain,Yes,9.03,2.22,Yes
4424,A350,0.7,5.28,1.51,No,Clear,Yes,8.94,1.9,Yes
4425,B737,1.1,2.12,7.62,Yes,Clear,No,6.11,9.44,Yes
4426,A350,9.0,6.63,8.8,Yes,Fog,Yes,1.34,7.8,Yes
4427,B787,1.25,2.04,3.99,Yes,Thunderstorm,No,5.87,4.18,Yes
4428,A350,3.07,9.08,9.07,Yes,Snow,Yes,3.0,0.8,No
4429,B737,2.5,6.17,5.52,No,Snow,Yes,9.77,9.34,No
4430,B737,4.2,3.49,1.53,Yes,Fog,Yes,7.91,1.95,No
4431,A380,2.38,2.8,9.56,No,Thunderstorm,No,9.2,4.84,No
4432,B737,9.0,8.97,5.08,No,Clear,Yes,0.94,8.87,Yes
4433,B787,6.48,2.07,1.59,No,Rain,Yes,0.63,2.55,Yes
4434,B787,7.9,0.18,0.08,Yes,Clear,No,2.56,8.62,Yes
4435,B737,1.09,8.62,7.29,Yes,Thunderstorm,Yes,2.76,2.18,No
4436,A320,4.95,3.38,0.04,No,Fog,No,5.84,2.48,No
4437,B787,9.05,4.49,8.99,Yes,Fog,No,6.02,4.94,Yes
4438,B737,7.84,6.74,1.16,No,Thunderstorm,No,0.16,2.97,No
4439,A380,5.16,7.28,9.54,No,Clear,No,6.41,7.41,No
4440,A380,2.5,7.45,1.48,No,Snow,No,3.61,7.84,No
4441,A380,4.0,4.52,1.09,No,Clear,Yes,8.33,1.18,No
4442,A350,9.73,4.36,0.5,Yes,Fog,No,4.38,4.73,Yes
4443,A320,4.2,9.74,1.35,Yes,Clear,No,0.81,7.65,Yes
4444,A320,3.29,5.35,4.7,Yes,Clear,Yes,5.81,6.43,Yes
4445,A320,5.84,7.57,5.89,Yes,Thunderstorm,Yes,1.96,2.16,No
4446,B737,0.18,1.99,2.87,No,Snow,Yes,2.3,7.42,Yes
4447,A380,6.43,1.11,0.84,No,Clear,No,6.34,7.32,No
4448,A320,9.72,9.86,1.21,No,Thunderstorm,Yes,0.47,1.77,No
4449,A380,2.89,7.08,5.8,No,Fog,No,1.77,3.08,No
4450,A380,2.01,3.94,8.61,Yes,Rain,Yes,6.36,9.58,Yes
4451,A320,9.98,2.38,3.28,Yes,Fog,Yes,2.01,6.73,Yes
4452,B737,9.51,0.51,9.75,Yes,Thunderstorm,Yes,1.58,2.74,No
4453,B787,4.16,3.72,1.79,No,Snow,Yes,8.27,8.39,Yes
4454,A320,4.64,1.16,0.32,No,Clear,Yes,2.4,8.95,Yes
4455,A350,5.97,4.37,1.1,Yes,Fog,No,1.49,0.57,Yes
4456,B737,1.4,3.47,5.95,No,Fog,No,8.2,5.92,Yes
4457,B737,0.22,2.29,4.46,No,Fog,Yes,8.78,9.41,No
4458,A350,5.37,7.08,3.06,No,Fog,Yes,0.77,8.63,Yes
4459,B787,1.6,2.63,9.96,Yes,Thunderstorm,Yes,8.72,3.84,Yes
4460,A350,5.3,6.38,6.35,No,Fog,Yes,4.79,7.32,Yes
4461,B787,7.17,6.19,9.37,No,Thunderstorm,Yes,1.27,2.43,No
4462,B737,1.36,2.12,1.19,No,Clear,Yes,4.76,6.45,Yes
4463,A380,7.32,1.4,4.34,No,Rain,Yes,2.55,8.26,Yes
4464,A380,2.82,2.79,5.08,No,Clear,No,7.98,5.17,Yes
4465,A380,0.9,6.49,0.63,No,Rain,Yes,6.48,0.82,No
4466,A320,0.39,5.17,7.32,Yes,Clear,No,2.3,9.35,No
4467,B787,3.3,7.94,9.88,No,Thunderstorm,No,2.09,2.64,Yes
4468,A380,3.27,5.61,1.61,Yes,Rain,No,1.59,8.18,Yes
4469,A350,4.9,4.08,4.35,Yes,Clear,Yes,3.1,3.16,Yes
4470,A320,5.4,4.23,4.29,Yes,Fog,Yes,3.58,0.88,Yes
4471,B737,3.15,7.01,1.92,No,Snow,No,9.5,5.98,Yes
4472,A380,5.21,1.7,7.03,No,Rain,Yes,7.83,4.93,Yes
4473,A320,4.79,9.96,5.41,No,Clear,No,0.84,7.85,No
4474,A350,9.38,1.75,1.17,No,Clear,Yes,3.05,8.05,Yes
4475,B787,5.37,0.47,9.31,No,Thunderstorm,No,4.41,8.93,Yes
4476,B787,4.03,9.71,4.6,Yes,Thunderstorm,Yes,3.36,2.78,Yes
4477,B737,5.18,7.51,9.65,No,Clear,No,5.52,3.83,Yes
4478,B737,9.29,2.09,4.98,Yes,Clear,No,3.3,3.89,Yes
4479,A350,2.9,4.93,9.31,No,Fog,No,2.12,8.36,Yes
4480,A380,5.0,6.69,7.37,Yes,Fog,No,5.94,2.28,No
4481,A380,6.12,1.0,3.31,Yes,Rain,No,3.34,7.21,Yes
4482,A320,1.85,6.21,6.76,No,Thunderstorm,Yes,7.32,0.6,Yes
4483,B737,8.73,0.3,0.07,Yes,Snow,No,2.64,1.84,Yes
4484,B787,0.44,2.26,4.53,Yes,Clear,No,8.95,2.51,No
4485,A350,1.08,3.03,2.64,Yes,Rain,No,2.81,2.59,Yes
4486,B787,6.75,9.48,6.62,Yes,Rain,Yes,0.1,3.82,No
4487,A350,0.42,5.91,0.68,No,Thunderstorm,Yes,2.31,3.84,No
4488,A350,6.02,6.9,6.5,Yes,Snow,Yes,6.04,1.6,No
4489,A320,3.11,9.85,3.34,No,Snow,No,4.69,3.21,Yes
4490,A350,2.41,8.81,3.91,No,Fog,No,8.19,9.41,Yes
4491,B737,6.49,5.57,3.05,Yes,Snow,No,2.16,5.04,Yes
4492,A320,3.21,7.31,5.28,Yes,Rain,No,3.23,3.14,Yes
4493,A320,5.74,0.74,8.41,Yes,Fog,Yes,4.86,6.54,No
4494,A350,5.67,2.51,4.34,No,Rain,Yes,7.56,1.42,No
4495,B737,5.1,5.25,8.0,Yes,Snow,No,7.4,5.39,No
4496,A320,2.97,2.54,0.81,No,Rain,Yes,5.84,5.71,Yes
4497,A380,1.38,7.34,6.57,Yes,Thunderstorm,No,9.69,9.45,Yes
4498,A320,6.82,7.72,5.89,No,Thunderstorm,Yes,9.23,1.64,No
4499,A380,7.9,5.72,7.3,No,Clear,No,2.45,6.44,Yes
