Aircraft_ID,Aircraft_Age,Total_Flight_Hours,Total_Cycles,Days_Since_Last_Maintenance,Last_Maintenance_Type,Unresolved_Issues,Total_Logged_Issues,Pressurization_Cycles,Wear_Tear_Score,Environmental_Exposure,Maintenance_Priority,Engine_Type,Structural_Integrity_Score,Operational_Region,Maintenance_Cost_Per_Hour,Overall_Aircraft_Usage,Aircraft_Rating
AC-0352,20,34871.222001287104,12205,198,Routine Check,9,8,2323,0.5365656182284259,1,Low,Turboprop,0.5858945547388834,Asia,1703,3.91,1.0
AC-0353,28,21478.270164004094,6906,1,Component Replacement,3,22,5647,0.5867443575743857,5,High,Turbofan,0.6393568575705745,Asia,2888,4.07,3.27
AC-0354,17,27425.204256125195,3591,167,Major Overhaul,0,14,1856,0.8365245772556951,4,Medium,Turbofan,0.579426345971978,Asia,2010,8.61,1.0
AC-0355,2,26798.45418728059,16149,126,Inspection,6,12,3572,0.2545103755388952,2,Medium,Turbofan,0.5978331478126713,Asia,1000,2.49,2.13
AC-0356,1,21651.477276238867,13150,81,Component Replacement,1,22,3759,0.8270483066439601,5,Low,Turbofan,0.9864886902101524,Oceania,1000,2.46,2.48
AC-0357,16,44750.27353630781,8183,251,Inspection,8,16,6699,0.723590584926987,1,Low,Turbofan,0.5765567228860993,Asia,2040,6.55,1.0
AC-0358,30,24527.353473709907,11102,169,Component Replacement,2,47,1046,0.6002837327790634,1,Low,Turbofan,0.6346352121526038,Europe,2303,3.18,1.0
AC-0359,12,9420.47682323332,18053,73,Component Replacement,7,1,5731,0.7295750833623147,1,Low,Turbofan,0.7952948288692925,South America,1161,1.54,1.32
AC-0360,5,20996.18639816682,2283,141,Major Overhaul,7,19,8465,0.4708159650564908,1,Medium,Turbofan,0.8050892881183209,Oceania,1319,10.22,2.33
AC-0361,5,29997.376201121104,1923,70,Routine Check,2,19,2583,0.22455782737131214,2,Low,Turbofan,0.5769870648719145,South America,1535,16.51,2.84
AC-0362,27,30325.95109370551,2125,262,Major Overhaul,3,45,2540,0.6991887162388306,3,Low,Turbofan,0.8968587128926062,Europe,1957,15.26,1.0
AC-0363,23,14122.190647382382,2529,245,Inspection,1,2,5034,0.57220507601706,4,High,Turboprop,0.8926014339564126,Europe,1836,6.57,1.38
AC-0364,9,34294.8250734477,9438,3,Inspection,3,11,2252,0.6754373204884979,2,Low,Turboprop,0.6186588521019456,North America,1936,4.59,2.49
AC-0365,9,7371.3307112896,17154,63,Component Replacement,10,39,2349,0.404198902925641,1,Low,Turbofan,0.6443331513377302,Oceania,1178,1.56,1.61
AC-0366,3,36441.35202616418,9004,49,Component Replacement,10,1,3142,0.9161799196058523,2,Low,Turbofan,0.9689939327297485,South America,1000,5.03,1.32
AC-0367,19,11806.521108625944,10752,76,Routine Check,10,35,2100,0.6286328817180192,5,Low,Turbofan,0.912835722989739,Asia,2280,2.14,1.97
AC-0368,16,22737.547809913238,11592,175,Major Overhaul,8,13,4902,0.17686223586178645,1,Medium,Turbofan,0.8488985165312619,Europe,1567,3.12,2.65
AC-0369,16,35645.686780267,4864,109,Inspection,1,15,4299,0.5048235916339858,4,Medium,Turbofan,0.5411166107553003,Asia,2026,8.47,1.65
AC-0370,3,26196.056688870696,1226,183,Component Replacement,2,18,1118,0.7807204492692709,1,Medium,Turbofan,0.7091320404512879,South America,1451,22.52,1.0
AC-0371,20,33166.9851771357,16036,192,Routine Check,10,33,1632,0.8147211055590451,4,Low,Turbofan,0.7796509360384135,Oceania,1753,2.98,1.0
AC-0372,24,31186.61959709932,12739,65,Inspection,10,43,5991,0.5451373474873829,4,Medium,Piston,0.5937056439918884,Africa,2656,3.26,1.88
AC-0373,22,37862.68613404601,17648,271,Component Replacement,3,45,6295,0.9052728137481709,3,Low,Turbofan,0.7241132910541123,Africa,2469,3.05,1.0
AC-0374,24,35622.09850913712,10587,100,Inspection,4,5,8133,0.3409015934748678,3,Low,Turbofan,0.800512938744345,Europe,1786,4.28,2.61
AC-0375,1,20462.55691463558,12749,32,Routine Check,0,12,1987,0.46953882751444,2,Low,Turbofan,0.6636883400576996,North America,1000,2.77,3.25
AC-0376,24,31329.41633793465,1645,128,Routine Check,6,35,8348,0.9087372195120731,2,Low,Piston,0.8904724094752436,Asia,1724,20.1,1.31
AC-0377,20,9734.481383022536,17299,43,Inspection,9,21,5509,0.906631044824421,4,Low,Turboprop,0.9202247908194028,Europe,2457,1.4,1.32
AC-0378,11,24420.95092662215,14675,78,Major Overhaul,6,17,2613,0.7171414919422128,1,Low,Turbofan,0.6618047347170354,North America,1437,2.52,1.38
AC-0379,17,33184.847346385395,19888,289,Inspection,8,11,1544,0.8730824924099981,5,High,Turboprop,0.9193285772462285,Asia,1571,2.53,1.0
AC-0380,8,26338.476542459997,11964,270,Component Replacement,3,29,2931,0.1798959402606094,5,Low,Turbofan,0.5517882830515075,South America,1889,3.25,1.0
AC-0381,4,29466.397315170856,17087,162,Major Overhaul,5,39,8479,0.8784954785869987,1,Low,Turboprop,0.9188645493113281,Africa,1096,2.82,1.0
AC-0382,6,22867.276240342086,14537,189,Component Replacement,10,6,2082,0.38855791589520405,1,Low,Turboprop,0.5763752158338082,North America,1737,2.72,1.0
AC-0383,8,36290.69437535143,14269,247,Inspection,1,31,1808,0.2604983611853947,3,Medium,Turbofan,0.541463576254863,Asia,1410,3.72,1.62
AC-0384,20,24195.842262910075,10346,216,Major Overhaul,3,47,5417,0.3154328527078417,5,Low,Turboprop,0.8208877022205057,Europe,2060,3.22,2.16
AC-0385,30,20345.498175959467,1587,168,Component Replacement,1,18,9293,0.47617165721249843,4,High,Turbofan,0.7359686828776472,Asia,2845,13.74,1.95
AC-0386,3,33865.174125690544,13763,193,Inspection,9,5,2120,0.3260728041440205,2,High,Turbofan,0.9539453002064164,Europe,1089,3.36,1.96
AC-0387,16,10948.4007763554,10177,283,Inspection,4,19,8003,0.3885108274148491,3,Low,Turbofan,0.6815945980454245,Africa,1474,2.02,1.0
AC-0388,30,30010.33343517345,5079,13,Major Overhaul,6,26,5266,0.22148063746447788,5,Low,Turboprop,0.6435761317188143,Africa,2903,7.07,3.08
AC-0389,25,14575.151257728614,4348,240,Inspection,0,42,5862,0.36655908900309864,1,Low,Turbofan,0.7503674530720992,Asia,2060,4.38,2.14
AC-0390,3,37779.268292381654,19099,147,Routine Check,9,36,5692,0.6150554330878011,5,Medium,Turbofan,0.7279730928843307,Asia,1633,3.07,1.47
AC-0391,25,22389.727467532044,11785,204,Component Replacement,9,47,7122,0.4976683372819576,4,Low,Turboprop,0.6722140231085941,Europe,2023,2.9,1.0
AC-0392,29,26349.847208196887,13328,80,Component Replacement,6,6,6593,0.41204688511232,3,Low,Turbofan,0.8468706493491642,Europe,1984,2.79,2.52
AC-0393,18,29125.703966441226,7450,43,Inspection,9,4,7204,0.7718069159714026,1,Low,Turbofan,0.8797809169569542,North America,1616,4.74,1.64
AC-0394,14,5703.154036858428,14230,89,Inspection,5,10,600,0.9041589742539861,4,Medium,Turbofan,0.9264919845150683,North America,1920,1.42,1.84
AC-0395,18,18494.15158443143,6433,148,Routine Check,5,14,7157,0.7811103006121574,2,Low,Turbofan,0.9864283023551714,North America,2071,3.96,1.8
AC-0396,2,35435.45909286554,2098,95,Major Overhaul,7,2,6375,0.3988006319059113,3,Low,Turbofan,0.6333280960662522,Asia,1007,17.78,2.4
AC-0397,22,33677.650241708885,8096,151,Inspection,7,4,4771,0.7699979510537983,4,Medium,Turbofan,0.8580467412449808,Oceania,2118,5.25,1.31
AC-0398,3,27830.322053952164,19710,2,Inspection,5,22,737,0.2367821642266461,4,Medium,Piston,0.6971291177478727,Oceania,1000,2.54,3.81
AC-0399,16,11505.364285744767,12439,22,Inspection,2,36,7726,0.2172861892821618,1,High,Turboprop,0.838540985975554,Oceania,1937,1.89,4.56
AC-0400,29,30855.034608585793,10087,7,Inspection,4,8,8532,0.4110643333325431,2,Low,Turbofan,0.7379908451746102,Oceania,2424,4.16,3.7
AC-0401,9,32133.995902054456,17021,206,Component Replacement,1,14,5718,0.8269321321396513,4,Medium,Turbofan,0.9968865513839658,North America,1829,2.85,1.36
AC-0402,4,25470.17213123745,7416,114,Inspection,4,2,4525,0.32171342251807167,3,Medium,Turbofan,0.864451067895375,Asia,1024,4.51,3.06
AC-0403,1,37231.70950591457,7980,272,Component Replacement,8,28,6573,0.15692806800881165,4,Low,Turboprop,0.9762456502171623,Oceania,1000,5.77,2.08
AC-0404,4,18165.68209869877,19058,83,Inspection,9,5,3042,0.2185385816857196,5,Medium,Turbofan,0.9174847747405929,Africa,1000,2.15,3.42
AC-0405,1,19901.42422500025,12101,179,Major Overhaul,0,16,2037,0.8728704716766221,3,Low,Turbofan,0.9514505055816855,South America,1000,2.58,1.59
AC-0406,14,5000.0,8950,210,Routine Check,9,25,1254,0.6704049562725588,3,High,Turboprop,0.9072095986073374,Africa,1564,1.52,1.0
AC-0407,21,34198.27510147663,10122,124,Major Overhaul,4,20,7896,0.32788104703297904,4,Low,Turbofan,0.7295795651879557,Asia,2220,4.24,2.78
AC-0408,16,28138.619634701343,13576,113,Inspection,5,7,8323,0.5997662427953632,1,Medium,Turbofan,0.6258942266734422,Asia,1501,2.95,1.59
AC-0409,20,8181.796748667708,2089,12,Inspection,10,20,6007,0.5748216601828153,3,Low,Turboprop,0.685160087725261,South America,1865,4.99,2.23
AC-0410,24,7414.010000058526,5578,126,Inspection,6,10,4735,0.6898923805965951,5,High,Turboprop,0.5101181163199753,Europe,2493,2.5,1.0
AC-0411,8,16273.693726289894,10127,53,Major Overhaul,8,37,1040,0.3098687989794547,1,Low,Turbofan,0.7619965837323336,Europe,1881,2.56,2.98
AC-0412,7,32936.57941980354,11487,283,Inspection,5,7,6010,0.877962688474958,1,High,Turboprop,0.7525289001352043,Europe,1693,3.74,1.0
AC-0413,3,21996.395119113713,1155,140,Major Overhaul,4,41,8961,0.3784317058720116,1,High,Turbofan,0.762625232415244,North America,1000,19.96,1.85
AC-0414,17,16952.13083339675,2958,97,Component Replacement,6,23,8426,0.7247184885786132,3,Low,Turboprop,0.9870156124860319,Europe,1952,6.71,2.28
AC-0415,1,14938.84106916504,11693,5,Routine Check,0,34,5631,0.1145121817349934,1,High,Turbofan,0.9557270017274196,North America,1030,2.19,5.56
AC-0416,16,14490.880421718131,7344,57,Routine Check,10,13,9197,0.4353914169047325,4,High,Turboprop,0.580856389165054,North America,1936,2.87,2.34
AC-0417,12,5663.216988924396,6779,69,Major Overhaul,4,13,1629,0.41653883616292753,1,Low,Piston,0.6844412607779446,Europe,1600,1.93,2.58
AC-0418,27,12926.041683536256,4830,118,Component Replacement,1,9,3645,0.589135985724713,5,Low,Piston,0.711978089731631,Europe,2487,3.48,1.98
AC-0419,19,14294.219203228327,10046,59,Major Overhaul,3,11,9053,0.16546263559947685,2,Medium,Piston,0.6802664589258238,South America,1501,2.44,3.36
AC-0420,22,31826.23236457146,10794,33,Component Replacement,6,37,4220,0.8111182363534974,5,Low,Turbofan,0.8992479818019565,Oceania,2515,4.07,1.9
AC-0421,23,23342.76946853385,1441,50,Inspection,4,43,4567,0.2960027215908117,3,Low,Turbofan,0.7620188349337935,South America,1752,17.11,3.77
AC-0422,22,16744.151569825393,15478,19,Component Replacement,5,45,4695,0.7093340333938092,1,Low,Turbofan,0.7860499084858126,North America,1960,2.12,2.29
AC-0423,14,48097.22755406187,5628,214,Component Replacement,1,33,9744,0.8228909109196839,1,Low,Turboprop,0.9265067794939628,South America,1623,9.61,1.18
AC-0424,30,18361.030864533343,7370,197,Component Replacement,2,40,7781,0.6056892606173618,4,Low,Turboprop,0.9029640767076793,North America,2698,3.55,1.91
AC-0425,6,36671.029143836364,10528,47,Routine Check,6,9,3009,0.766794886049787,1,Low,Turbofan,0.5661057614101499,Asia,1004,4.46,1.3
AC-0426,6,41211.08557787715,18332,167,Component Replacement,10,16,5516,0.6956742809935049,5,High,Piston,0.8569572920418171,North America,1000,3.19,1.19
AC-0427,13,9300.39662342657,12565,289,Inspection,1,16,7033,0.4199768174368068,3,Medium,Turboprop,0.7177180644510177,North America,2089,1.87,1.0
AC-0428,19,25739.629640735682,9179,141,Inspection,5,2,5227,0.8279726851302087,2,Low,Piston,0.6473244515312502,South America,2065,3.91,1.0
AC-0429,22,19824.66349091776,17013,84,Inspection,4,30,1181,0.36523123289697523,1,Medium,Turboprop,0.5250094104510932,Oceania,2228,2.09,2.64
AC-0430,8,19010.756034406644,17843,182,Component Replacement,9,0,4432,0.6140916259763655,2,Medium,Turbofan,0.7436247801727255,Asia,1369,1.91,1.03
AC-0431,27,30553.76816806908,1392,79,Major Overhaul,0,11,6060,0.7708579652273856,1,High,Turbofan,0.6777183403622657,Africa,2315,22.78,1.59
AC-0432,27,18771.29503576716,13130,215,Major Overhaul,10,38,4516,0.44106031883125685,3,Low,Turbofan,0.6257565198382005,Africa,2153,2.27,1.0
AC-0433,2,20040.309536735294,19171,14,Inspection,9,3,7839,0.37249084685568257,5,Low,Turbofan,0.8473358647984788,Oceania,1204,2.08,2.97
AC-0434,21,23318.851043747065,11449,215,Routine Check,10,41,1219,0.5134114091555405,3,High,Turboprop,0.8847426936577936,Africa,1976,2.86,1.0
AC-0435,30,21266.007316234307,18522,128,Major Overhaul,3,12,574,0.8361671449142383,2,High,Turboprop,0.6223947595147123,Asia,2655,2.08,1.25
AC-0436,1,13264.297929878749,8418,248,Component Replacement,10,33,9985,0.9369295868310983,1,Medium,Turboprop,0.5247237183396736,Europe,1000,2.68,1.0
AC-0437,28,32959.06504847474,3454,29,Major Overhaul,1,41,4657,0.5905750715739011,2,Medium,Turboprop,0.9243763502826174,Asia,2574,10.46,3.48
AC-0438,15,35485.309385076005,18761,280,Inspection,3,20,9011,0.6953195847912866,5,Low,Turbofan,0.5049798706021517,South America,1814,3.0,1.0
AC-0439,1,28436.185895352173,16223,202,Routine Check,0,21,2649,0.9129462600150228,3,Medium,Turbofan,0.9685562469607361,North America,1479,2.85,1.1
AC-0440,5,21234.47348977734,7701,57,Major Overhaul,1,3,7213,0.18869216627164814,2,Low,Turbofan,0.813809936991353,North America,1264,3.66,4.02
AC-0441,28,17947.89263670219,3597,218,Major Overhaul,7,17,4707,0.3088707200795485,2,Low,Turbofan,0.6609233176006601,South America,1967,6.08,1.62
AC-0442,29,17963.799370735538,1141,62,Inspection,5,4,7641,0.7380100056264242,5,High,Turbofan,0.6232389547883681,South America,2195,16.84,1.89
AC-0443,16,48573.763650327084,3659,157,Routine Check,1,18,9152,0.8413700157210697,1,Low,Turbofan,0.5045028321322376,North America,1688,14.23,1.0
AC-0444,19,34378.38301566644,10031,202,Routine Check,5,1,9578,0.8713261254975201,2,Low,Turbofan,0.6177357085054386,Oceania,2099,4.31,1.0
AC-0445,4,16598.899214166617,16037,17,Inspection,9,11,4436,0.4735964591694394,5,High,Turbofan,0.5688641507585706,Europe,1007,2.04,2.51
AC-0446,3,26646.978274371406,14970,6,Component Replacement,8,16,9807,0.18040591206268014,1,Low,Turboprop,0.8060831103615729,Europe,1574,2.95,3.7
AC-0447,17,21374.649749006378,6661,58,Major Overhaul,6,9,1575,0.494003329569658,1,High,Turbofan,0.5832727942969007,Europe,1701,4.26,2.16
AC-0448,17,30838.003761562904,7142,169,Component Replacement,8,33,4376,0.3076611311863484,3,High,Turbofan,0.7643149187683096,South America,2148,5.19,2.36
AC-0449,12,30434.99102789342,13109,82,Major Overhaul,4,5,5115,0.36207680949696175,5,Medium,Turbofan,0.7950582111722354,North America,1165,3.39,2.87
AC-0450,28,35836.096539054706,9787,219,Major Overhaul,6,7,7765,0.7950408011537552,1,Low,Piston,0.6490208491734573,Oceania,2359,4.63,1.0
AC-0451,30,16494.435413378043,11096,177,Component Replacement,10,10,6879,0.16797437742329818,3,Low,Turbofan,0.5175324745093594,North America,2346,2.52,1.27
AC-0452,29,26047.352986381306,9472,204,Inspection,6,11,9618,0.8448230957326319,4,Low,Turbofan,0.518626940307098,North America,2274,3.84,1.0
AC-0453,14,7514.530150424736,17807,71,Inspection,2,8,5152,0.4849021772417522,5,Low,Turboprop,0.5131736660969588,Oceania,2132,1.43,2.44
AC-0454,21,12426.596995711554,5249,266,Major Overhaul,6,1,7292,0.6364575379905356,4,Low,Turbofan,0.8695623335682732,Asia,2216,3.49,1.0
AC-0455,6,33841.0083655918,15949,98,Inspection,0,7,9747,0.1806870081121111,1,High,Piston,0.659004852407149,Oceania,1398,3.21,3.59
AC-0456,3,15493.16208594673,2750,291,Major Overhaul,8,10,7956,0.4036231705215517,5,Low,Turbofan,0.8981500929838317,Asia,1000,6.68,1.0
AC-0457,28,16590.91201952145,19351,208,Inspection,9,35,5174,0.1807308271133612,3,Medium,Turbofan,0.7158664119214246,Africa,1967,1.72,2.07
AC-0458,9,24917.219254499505,5088,2,Major Overhaul,5,9,1041,0.9653893505929986,1,Low,Turbofan,0.726499050414982,Asia,1136,6.03,1.56
AC-0459,5,31947.610308465395,16282,124,Inspection,4,20,2661,0.8265354843936253,5,Medium,Turboprop,0.7564413012547868,Europe,1000,3.14,1.0
AC-0460,24,14391.732041659037,10641,280,Routine Check,6,19,2751,0.5136694789208143,5,High,Turbofan,0.856515728187552,Europe,1912,2.21,1.0
AC-0461,29,5000.0,6075,74,Component Replacement,4,47,9744,0.301242293491304,4,Low,Turbofan,0.6367514329148536,Oceania,2549,1.82,3.31
AC-0462,17,16297.767578564883,11412,166,Routine Check,9,7,5069,0.940109594724867,1,Low,Turbofan,0.5607936747667635,Europe,1777,2.33,1.0
AC-0463,14,37056.28077952837,16686,22,Component Replacement,4,35,3244,0.4101369361542746,3,Medium,Turbofan,0.7780286675957307,Europe,1550,3.32,3.73
AC-0464,21,28431.350510168737,8230,154,Component Replacement,10,28,6541,0.2448859885186373,3,Medium,Turbofan,0.6634888116213696,Africa,1657,4.54,1.72
AC-0465,3,38238.74803787213,16432,295,Major Overhaul,9,41,5175,0.6068479496085594,1,Medium,Turboprop,0.7212456568340186,Europe,1000,3.18,1.0
AC-0466,28,13681.838578673041,12002,219,Component Replacement,10,11,2060,0.9493967083103345,1,Low,Turboprop,0.8234733541686527,South America,2115,2.29,1.0
AC-0467,1,8606.037323359436,14947,157,Routine Check,6,13,1664,0.10344726145029032,2,Low,Turbofan,0.7470628705706353,South America,1000,1.45,2.82
AC-0468,20,29625.485526475404,14686,230,Routine Check,9,47,5919,0.3143123589285989,4,High,Turbofan,0.8101394085504214,South America,2064,3.14,1.03
AC-0469,29,27400.22737685046,18915,20,Inspection,6,49,3222,0.9446028763693669,1,High,Turboprop,0.772100001056814,Asia,2279,2.43,2.16
AC-0470,21,28055.543203772584,14074,41,Routine Check,10,20,970,0.25397737017144584,1,Low,Turbofan,0.8698981859680496,Oceania,2110,2.92,3.73
AC-0471,23,34329.96642650568,5493,148,Inspection,2,21,1968,0.20191910647583788,2,High,Turbofan,0.85296830885581,Oceania,2530,7.11,3.19
AC-0472,1,29216.8492391226,18317,108,Component Replacement,2,20,8425,0.613168494219824,2,Low,Turbofan,0.7670949459043096,North America,1175,2.46,1.83
AC-0473,3,29056.175931403788,2460,84,Routine Check,9,43,1308,0.8756594409653469,5,Low,Turboprop,0.8394515104298534,Africa,1099,12.88,1.44
AC-0474,18,32150.070138011408,15140,290,Component Replacement,2,49,8863,0.5293988359245335,3,Low,Piston,0.9367798011363064,South America,2006,3.14,1.0
AC-0475,25,30024.166321870274,11704,134,Routine Check,5,29,7219,0.9951078310160723,4,Low,Turboprop,0.7161356438940842,South America,2196,3.41,1.0
AC-0476,10,33574.459317174056,17669,207,Routine Check,5,38,5573,0.7112545295841936,5,Medium,Turbofan,0.7063815363743968,Europe,1536,2.75,1.0
AC-0477,22,35085.20824778582,17648,283,Inspection,2,19,8512,0.16666741648940298,1,Low,Turbofan,0.88212281042619,South America,2243,2.82,2.17
AC-0478,26,40316.88801240915,7816,266,Component Replacement,2,23,2145,0.9935489185137778,2,Low,Turboprop,0.791276918520997,Europe,1978,6.26,1.0
AC-0479,3,18508.086750963208,12639,73,Routine Check,7,22,8749,0.46710481310217145,3,Medium,Turbofan,0.5355033901112942,Europe,1044,2.55,1.59
AC-0480,8,29805.621074107476,15424,48,Major Overhaul,7,6,1629,0.3586622804609343,5,Medium,Piston,0.9460560078455407,North America,1044,2.76,3.17
AC-0481,14,21296.766314027034,14965,233,Component Replacement,6,8,1853,0.602091265220097,3,Medium,Piston,0.5153915511188201,Asia,2075,2.45,1.0
AC-0482,24,16664.41012720733,19146,100,Component Replacement,9,0,1267,0.3738768326387779,2,High,Turbofan,0.8741981781048715,Europe,2661,1.7,2.85
AC-0483,18,18104.596789196337,12240,59,Component Replacement,3,25,4395,0.1778117564081371,5,Low,Piston,0.8793970713521564,Europe,1597,2.64,3.94
AC-0484,15,29949.555175615256,1040,258,Inspection,3,37,9374,0.10128550877125905,5,Medium,Turbofan,0.9765555426409652,Oceania,2218,29.96,2.47
AC-0485,22,29182.525547860005,6827,65,Major Overhaul,2,37,3954,0.5046250176282361,3,Medium,Turboprop,0.5270672042011604,North America,2436,5.35,2.66
AC-0486,23,29004.12029238437,9259,83,Component Replacement,4,43,7829,0.853177080003933,2,Medium,Turbofan,0.7984284303922455,Europe,1733,4.3,2.06
AC-0487,2,22742.863524306667,18371,154,Routine Check,2,21,2290,0.6150836670670689,1,Low,Turbofan,0.7139202853135265,Africa,1268,2.36,2.05
AC-0488,27,25034.147511784104,15849,266,Routine Check,7,43,1385,0.9992865690490967,5,Low,Turboprop,0.6653164774297711,Asia,1934,2.71,1.0
AC-0489,10,33177.5269587605,17232,79,Inspection,6,9,8234,0.35816198108248,1,High,Turboprop,0.5451592801495365,Africa,1456,2.95,1.86
AC-0490,2,10106.06940350694,8804,150,Routine Check,2,5,4406,0.35240955828404985,2,Low,Turbofan,0.7813270598356545,South America,1075,2.07,2.3
AC-0491,26,25246.420984285844,6374,48,Component Replacement,8,16,4992,0.2437745142105498,5,High,Turbofan,0.7395203628373068,Asia,2052,4.85,3.05
AC-0492,17,25899.561481267898,3524,248,Routine Check,4,49,2573,0.24765722943880167,5,Medium,Turbofan,0.5522772290755121,South America,2236,8.28,1.0
AC-0493,8,32533.042690776492,10277,278,Component Replacement,8,37,812,0.35666793640904304,1,Medium,Turbofan,0.8062447535485417,Oceania,1000,4.22,1.23
AC-0494,1,11497.51588057175,19863,98,Routine Check,6,23,6769,0.8135560407461744,4,High,Turbofan,0.8689765601264692,Europe,1000,1.45,1.88
AC-0495,9,39951.337455174114,10885,25,Major Overhaul,6,9,5817,0.9151811115728031,1,Medium,Turbofan,0.8836391505268242,North America,1225,4.57,2.28
AC-0496,11,27136.3042442851,1778,284,Inspection,5,7,1310,0.9775784527369131,1,Low,Turbofan,0.9526865941312137,Africa,1844,16.25,1.0
AC-0497,22,27665.805466949365,2492,68,Inspection,1,20,7341,0.30906068868680736,4,Medium,Turbofan,0.7047353709443887,South America,2375,12.0,3.82
AC-0498,16,20986.202426677737,18044,7,Major Overhaul,8,5,2532,0.8931677910526825,2,High,Turbofan,0.9765363843110685,Europe,1545,2.2,2.71
AC-0499,7,30380.22354796844,18732,137,Major Overhaul,5,20,7629,0.3954295803496034,2,Low,Turbofan,0.932714702541343,Africa,1190,2.79,2.41
AC-0500,29,25479.540502831056,14615,164,Inspection,7,38,3205,0.201556490065196,5,Low,Turbofan,0.6482507855119695,Africa,2522,2.84,2.37
AC-0501,10,37089.819441064654,13132,83,Major Overhaul,0,23,9288,0.8830224329681491,3,Low,Piston,0.5796415186747292,Oceania,1923,3.89,1.03
AC-0502,23,10585.057519363847,11178,138,Component Replacement,4,32,2647,0.6724950711792567,3,High,Turbofan,0.7176946980640067,Oceania,2120,1.98,1.0
AC-0503,26,26755.45829890508,8851,73,Routine Check,0,17,1115,0.24825780647295556,5,Low,Piston,0.7009493539779833,South America,2253,4.02,3.78
AC-0504,3,29085.123483774263,17288,237,Inspection,9,27,1447,0.4868481317617023,3,Medium,Turboprop,0.7878596526656021,Europe,1420,2.56,1.0
AC-0505,18,23136.276056369083,8156,46,Major Overhaul,10,31,6177,0.35853192538936085,1,Low,Turboprop,0.791693116163874,North America,2364,3.99,2.43
AC-0506,25,20953.341766929538,3044,106,Component Replacement,7,11,5151,0.7631151118391772,1,Low,Turboprop,0.8749934921899876,South America,2718,7.78,1.39
AC-0507,24,21370.427210312926,8368,288,Inspection,7,47,8366,0.5080746075618413,4,Medium,Turboprop,0.7549449741028051,Africa,1706,3.39,1.0
AC-0508,13,26746.39269367828,14635,262,Major Overhaul,0,41,2513,0.9903519505957464,4,Low,Turbofan,0.5524113204703828,Africa,1337,2.93,1.0
AC-0509,28,6900.4109901929405,10168,176,Inspection,8,26,4197,0.14927048403363563,5,Medium,Turbofan,0.929145667776553,Asia,1903,1.55,3.01
AC-0510,26,34650.149610632296,18111,166,Major Overhaul,1,9,990,0.41951373952262205,5,Medium,Turboprop,0.6548822915925936,Europe,2542,2.86,1.66
AC-0511,7,20198.681323041492,12328,145,Inspection,8,45,4850,0.5337101503989797,5,High,Turbofan,0.985648730153296,Asia,1494,2.45,1.68
AC-0512,25,26278.026973667827,14319,283,Component Replacement,0,41,2928,0.5528201992734878,1,Low,Turboprop,0.5589300543398851,Oceania,2656,2.69,1.0
AC-0513,4,28671.022667880672,1342,54,Component Replacement,9,31,5487,0.3843422401470731,3,High,Turbofan,0.9791255861162516,North America,1000,22.23,3.09
AC-0514,13,19741.946126870433,2447,178,Routine Check,8,41,9233,0.7563162241878112,5,Medium,Turboprop,0.5455059034412585,South America,1164,8.89,1.0
AC-0515,20,23689.61593001004,7581,244,Inspection,3,25,9979,0.8872723661400772,5,High,Turbofan,0.6155180689735298,Africa,2459,4.19,1.0
AC-0516,1,5000.0,12851,127,Routine Check,8,24,5420,0.9448473717800767,1,Low,Turbofan,0.5232899710432708,Europe,1543,1.52,1.0
AC-0517,8,32321.23607333072,7317,271,Inspection,6,10,3426,0.8245840391195736,1,Medium,Turbofan,0.8525565733194975,Africa,1424,5.37,1.0
AC-0518,14,35800.69000322165,17910,132,Major Overhaul,10,22,7782,0.8655221775759394,1,High,Turboprop,0.9251493682858959,Oceania,1829,3.15,1.18
AC-0519,16,7990.064480612466,11088,93,Major Overhaul,5,33,4876,0.5954907705579959,3,High,Turboprop,0.7170355409079903,Asia,1539,1.61,1.62
AC-0520,14,20935.071233037383,13946,73,Routine Check,4,39,9990,0.8432994037841332,5,Low,Turbofan,0.9642610375212148,Asia,1974,2.43,2.2
AC-0521,12,12701.306217591855,17789,248,Inspection,10,22,5368,0.373153518233157,2,Low,Turboprop,0.7951495358777998,South America,1459,1.57,1.0
AC-0522,19,23222.59678512594,15567,273,Routine Check,8,28,7486,0.45863088589829293,2,Low,Turbofan,0.8150035677232617,Europe,1967,2.54,1.0
AC-0523,23,31486.36334720961,15868,43,Component Replacement,1,30,7362,0.3852217124366899,5,Low,Turbofan,0.922709600850385,Oceania,2601,2.95,3.64
AC-0524,15,34873.08899256625,10765,41,Routine Check,10,6,4923,0.5206486019031329,5,Low,Turbofan,0.6484001025259194,Europe,1569,4.28,2.45
AC-0525,28,36218.53189426848,13466,170,Routine Check,1,39,7370,0.35702165461477275,5,Low,Turbofan,0.677132860663813,South America,2130,3.79,2.45
AC-0526,2,38105.43824692213,19230,212,Major Overhaul,10,32,8659,0.9654502980290022,5,High,Turbofan,0.9529759595973222,Oceania,1545,3.0,1.0
AC-0527,2,22775.872215444342,18862,168,Routine Check,8,20,2573,0.3815601652051014,3,Low,Turbofan,0.9504817480193819,Oceania,1000,2.26,1.81
AC-0528,23,13530.413712665608,11587,39,Inspection,2,1,6670,0.18824008429984584,2,Medium,Turboprop,0.9882413881004355,Asia,2183,2.34,4.9
