Flight ID,Aircraft ID,Pilot IDs,Flight Date/Time,Route,Duration (min),Weather Temperature (°C),Weather Wind Speed (km/h),Weather Precipitation (mm),Aircraft Age (years),Aircraft Maintenance Score,Pilot Experience (years),Pilot Fatigue Level (1-10),Fuel Consumption Rate (kg/min),Landing Rate (ft/min),Flight Safety Rating
399,14,"5,29",2024-01-24 12:41:37.011860,Vijayawada to Hyderabad,125,38.5,52,3.32,26,2,23,3,1.0,378,Critical
400,41,"49,23",2024-05-06 12:41:37.011861,Vijayawada to Hyderabad,178,26.47,66,2.16,27,5,23,7,0.63,156,Safe
401,3,"42,20",2024-01-31 12:41:37.011862,Vijayawada to Hyderabad,123,37.77,78,3.4,30,6,18,5,0.89,165,Safe
402,45,"39,23",2024-03-03 12:41:37.011864,Vijayawada to Hyderabad,172,26.22,67,4.0,26,2,10,10,1.19,164,Safe
403,11,"4,3",2024-10-10 12:41:37.011865,Vijayawada to Hyderabad,140,39.56,80,1.68,23,3,22,9,1.01,176,Critical
404,14,"37,46",2024-09-18 12:41:37.011866,Vijayawada to Hyderabad,139,29.72,40,4.08,16,5,23,8,1.2,211,Safe
405,44,"9,21",2024-10-07 12:41:37.011867,Vijayawada to Hyderabad,137,30.56,72,1.19,27,7,16,9,0.66,264,Safe
406,21,"31,4",2024-08-23 12:41:37.011868,Vijayawada to Hyderabad,155,30.76,67,4.15,7,10,6,3,0.62,150,Safe
407,16,"10,37",2024-01-21 12:41:37.011870,Vijayawada to Hyderabad,170,38.09,64,0.55,14,10,12,4,0.67,230,Safe
408,44,"48,39",2024-10-21 12:41:37.011871,Vijayawada to Hyderabad,126,30.86,35,1.61,5,4,23,2,1.03,192,Safe
409,25,"36,21",2024-03-24 12:41:37.011872,Vijayawada to Hyderabad,144,39.7,48,4.94,30,2,15,8,0.88,260,Safe
410,45,"29,46",2024-10-03 12:41:37.011873,Vijayawada to Hyderabad,157,34.87,54,3.36,24,5,17,1,0.66,343,Safe
411,13,"6,20",2024-07-28 12:41:37.011874,Vijayawada to Hyderabad,123,33.45,50,4.11,22,6,23,2,0.8,326,Safe
412,47,"33,22",2024-08-30 12:41:37.011876,Vijayawada to Hyderabad,126,33.55,53,0.74,14,8,21,1,0.77,246,Safe
413,20,"43,13",2024-04-16 12:41:37.011877,Vijayawada to Hyderabad,141,36.45,77,3.84,9,4,8,1,0.86,209,Critical
414,2,"16,35",2024-02-16 12:41:37.011878,Vijayawada to Hyderabad,148,39.11,76,3.76,13,10,10,6,0.82,377,Safe
415,28,"28,19",2024-01-06 12:41:37.011879,Vijayawada to Hyderabad,153,28.55,42,0.87,20,1,15,4,0.99,297,Critical
416,36,"10,41",2024-06-08 12:41:37.011881,Vijayawada to Hyderabad,152,35.91,51,0.57,21,6,7,1,0.96,236,Safe
417,5,"1,49",2024-10-03 12:41:37.011882,Vijayawada to Hyderabad,177,27.41,58,0.47,27,4,19,4,1.09,214,Safe
418,43,"49,32",2024-04-11 12:41:37.011883,Vijayawada to Hyderabad,180,33.19,71,4.22,8,7,20,3,0.71,361,Safe
419,35,"9,47",2024-08-16 12:41:37.011884,Vijayawada to Hyderabad,164,28.23,51,1.9,29,6,18,6,0.7,160,Safe
420,12,"25,32",2023-12-20 12:41:37.011885,Vijayawada to Hyderabad,146,34.46,30,3.64,11,3,6,3,0.82,194,Safe
421,50,"26,29",2024-03-01 12:41:37.011886,Vijayawada to Hyderabad,124,36.99,59,1.82,30,4,14,5,1.18,382,Safe
422,36,"11,46",2024-03-25 12:41:37.011888,Vijayawada to Hyderabad,137,27.3,69,4.33,13,4,20,10,1.04,199,Critical
423,44,"45,21",2024-05-05 12:41:37.011889,Vijayawada to Hyderabad,147,32.07,33,2.77,26,7,12,10,0.96,263,Safe
424,48,"1,27",2024-03-27 12:41:37.011890,Vijayawada to Hyderabad,132,39.62,69,2.88,23,7,15,3,0.91,365,Critical
425,33,"22,21",2023-12-31 12:41:37.011891,Vijayawada to Hyderabad,142,37.59,74,4.81,20,4,9,4,0.65,305,Safe
426,28,"30,26",2024-09-21 12:41:37.011892,Vijayawada to Hyderabad,135,39.39,71,0.1,14,5,25,4,0.66,260,Safe
427,5,"36,45",2024-02-01 12:41:37.011894,Vijayawada to Hyderabad,157,32.09,73,4.5,15,2,14,5,1.08,295,Safe
428,49,"25,16",2024-06-17 12:41:37.011895,Vijayawada to Hyderabad,168,33.81,45,4.05,12,6,13,1,0.85,164,Critical
429,22,"49,2",2024-08-13 12:41:37.011896,Vijayawada to Hyderabad,131,37.66,38,3.0,20,5,19,9,0.73,386,Safe
430,7,"46,28",2024-07-01 12:41:37.011897,Vijayawada to Hyderabad,145,31.43,73,1.65,21,6,23,6,0.87,384,Safe
431,22,"50,19",2024-01-14 12:41:37.011898,Vijayawada to Hyderabad,180,32.91,62,0.22,18,6,19,1,1.11,339,Safe
432,45,"32,8",2024-11-06 12:41:37.011899,Vijayawada to Hyderabad,138,26.27,51,0.61,24,6,25,6,0.75,304,Safe
433,12,"12,23",2024-01-30 12:41:37.011901,Vijayawada to Hyderabad,130,33.65,37,4.71,5,9,17,10,0.91,170,Safe
434,1,"38,31",2024-10-28 12:41:37.011902,Vijayawada to Hyderabad,142,25.03,47,2.39,30,7,24,1,0.84,388,Safe
435,19,"35,15",2024-05-04 12:41:37.011903,Vijayawada to Hyderabad,144,29.1,49,1.93,21,1,19,2,1.07,210,Safe
436,36,"10,6",2024-01-05 12:41:37.011904,Vijayawada to Hyderabad,145,36.74,76,3.64,24,2,25,6,0.96,161,Safe
437,10,"14,37",2024-06-23 12:41:37.011905,Vijayawada to Hyderabad,142,30.18,76,3.98,27,7,18,5,0.69,167,Safe
438,43,"20,26",2024-09-25 12:41:37.011907,Vijayawada to Hyderabad,166,30.93,55,3.34,11,9,18,4,0.83,171,Safe
439,35,"34,3",2024-11-29 12:41:37.011908,Vijayawada to Hyderabad,140,25.91,37,0.48,7,3,14,6,0.8,377,Safe
440,42,"11,1",2024-08-07 12:41:37.011909,Vijayawada to Hyderabad,132,35.46,36,4.93,11,9,7,1,0.75,313,Safe
441,22,"10,8",2024-11-12 12:41:37.011910,Vijayawada to Hyderabad,160,37.63,35,3.12,25,3,5,6,0.63,175,Safe
442,27,"17,46",2024-04-11 12:41:37.011911,Vijayawada to Hyderabad,174,33.06,44,3.88,15,9,11,4,1.19,241,Safe
443,40,"15,3",2024-01-10 12:41:37.011912,Vijayawada to Hyderabad,122,28.18,43,1.99,28,8,11,5,1.13,293,Safe
444,26,"17,6",2024-10-07 12:41:37.011914,Vijayawada to Hyderabad,120,33.62,35,3.87,11,8,22,5,1.04,274,Safe
445,19,"24,36",2024-07-24 12:41:37.011915,Vijayawada to Hyderabad,168,29.55,65,2.71,13,9,5,3,0.71,339,Safe
446,14,"25,27",2024-02-02 12:41:37.011916,Vijayawada to Hyderabad,145,38.25,44,3.93,11,2,18,9,1.05,220,Safe
447,40,"17,27",2024-07-25 12:41:37.011917,Vijayawada to Hyderabad,160,33.69,55,3.94,16,6,15,6,1.14,239,Safe
448,25,"38,18",2024-07-10 12:41:37.011918,Vijayawada to Hyderabad,175,32.92,67,1.54,28,3,9,8,0.96,307,Critical
449,4,"23,9",2024-01-08 12:41:37.011920,Vijayawada to Hyderabad,166,31.0,68,2.92,25,8,14,8,0.95,254,Safe
450,8,"27,23",2023-12-17 12:41:37.011921,Vijayawada to Hyderabad,174,29.05,32,3.65,28,2,6,7,0.61,386,Safe
451,18,"48,49",2024-05-07 12:41:37.011922,Vijayawada to Hyderabad,120,26.26,46,2.8,19,6,7,4,0.97,287,Safe
452,4,"18,40",2024-11-17 12:41:37.011923,Vijayawada to Hyderabad,151,28.56,65,4.37,21,5,16,5,0.91,308,Safe
453,28,"30,30",2024-11-05 12:41:37.011924,Vijayawada to Hyderabad,153,37.41,59,4.59,22,9,22,7,0.94,309,Safe
454,45,"4,41",2024-06-27 12:41:37.011926,Vijayawada to Hyderabad,140,39.51,70,3.65,10,5,25,4,0.95,388,Safe
455,19,"7,32",2024-10-21 12:41:37.011927,Vijayawada to Hyderabad,120,33.48,54,3.59,11,7,23,9,1.08,270,Safe
456,34,"27,12",2024-09-26 12:41:37.011928,Vijayawada to Hyderabad,161,29.99,48,0.89,24,7,18,8,1.16,333,Safe
457,50,"37,23",2024-02-01 12:41:37.011929,Vijayawada to Hyderabad,138,37.87,32,4.2,16,6,24,3,0.87,237,Safe
458,16,"35,48",2024-03-26 12:41:37.011931,Vijayawada to Hyderabad,170,38.4,42,4.22,18,5,5,9,1.05,379,Safe
459,50,"38,44",2023-12-27 12:41:37.011932,Vijayawada to Hyderabad,138,29.79,72,0.74,13,6,11,8,1.05,350,Safe
460,8,"6,9",2024-07-22 12:41:37.011933,Vijayawada to Hyderabad,144,29.89,40,2.28,14,8,23,6,0.68,219,Safe
461,35,"36,1",2024-09-20 12:41:37.011936,Vijayawada to Hyderabad,170,28.31,51,1.31,26,9,7,8,0.65,315,Safe
462,5,"29,29",2024-11-21 12:41:37.011937,Vijayawada to Hyderabad,121,29.21,58,4.41,21,8,25,5,1.07,299,Critical
463,32,"11,1",2024-06-14 12:41:37.011938,Vijayawada to Hyderabad,129,36.17,65,1.82,21,6,12,7,1.09,294,Safe
464,26,"36,29",2023-12-04 12:41:37.011939,Vijayawada to Hyderabad,133,39.55,30,3.08,27,4,9,9,0.8,397,Safe
465,38,"12,16",2024-04-29 12:41:37.011941,Vijayawada to Hyderabad,154,38.51,44,2.44,5,8,8,10,1.08,274,Safe
466,23,"39,47",2023-12-14 12:41:37.011942,Vijayawada to Hyderabad,139,32.74,53,2.88,13,3,22,2,0.86,206,Critical
467,10,"31,19",2024-05-22 12:41:37.011943,Vijayawada to Hyderabad,139,30.63,72,0.39,11,5,18,4,0.85,396,Safe
468,47,"10,50",2024-03-16 12:41:37.011944,Vijayawada to Hyderabad,168,38.58,39,0.88,12,5,21,3,1.16,348,Safe
469,5,"18,46",2024-09-26 12:41:37.011945,Vijayawada to Hyderabad,132,37.88,43,2.91,25,6,9,10,0.97,302,Critical
470,40,"1,31",2024-11-19 12:41:37.011947,Vijayawada to Hyderabad,173,33.79,62,4.85,18,4,18,6,1.15,335,Safe
471,29,"36,3",2024-03-31 12:41:37.011948,Vijayawada to Hyderabad,141,28.72,64,2.97,27,2,14,1,1.17,250,Safe
472,41,"3,27",2024-08-11 12:41:37.011949,Vijayawada to Hyderabad,139,30.67,64,1.25,20,5,14,1,0.87,196,Safe
473,14,"26,45",2024-02-16 12:41:37.011950,Vijayawada to Hyderabad,167,29.67,66,1.58,9,2,14,1,1.19,378,Safe
474,48,"1,19",2024-09-25 12:41:37.011952,Vijayawada to Hyderabad,177,34.23,41,4.59,14,9,24,9,0.65,190,Critical
475,26,"35,24",2024-04-16 12:41:37.011953,Vijayawada to Hyderabad,156,29.92,34,4.65,6,1,17,2,1.15,218,Safe
476,9,"39,32",2024-09-10 12:41:37.011954,Vijayawada to Hyderabad,125,38.85,74,2.63,25,1,8,7,0.63,263,Safe
477,47,"6,47",2024-01-27 12:41:37.011955,Vijayawada to Hyderabad,165,31.93,50,4.32,28,10,7,2,1.02,366,Safe
478,42,"17,25",2024-09-26 12:41:37.011956,Vijayawada to Hyderabad,168,25.1,58,0.25,8,1,15,9,0.71,246,Safe
479,16,"20,15",2024-05-08 12:41:37.011958,Vijayawada to Hyderabad,148,38.83,64,4.98,19,4,25,2,1.01,299,Safe
480,26,"17,21",2024-07-25 12:41:37.011959,Vijayawada to Hyderabad,120,37.92,72,1.17,28,4,6,4,0.98,354,Safe
481,33,"5,37",2024-01-12 12:41:37.011960,Vijayawada to Hyderabad,137,38.11,71,1.92,29,2,7,9,0.82,333,Critical
482,22,"36,14",2024-10-22 12:41:37.011962,Vijayawada to Hyderabad,146,27.0,78,0.63,12,8,11,9,1.19,172,Safe
483,32,"43,49",2024-02-20 12:41:37.011963,Vijayawada to Hyderabad,153,27.54,37,2.41,16,9,19,10,0.83,391,Safe
484,16,"16,48",2024-07-16 12:41:37.011964,Vijayawada to Hyderabad,136,34.93,72,3.21,28,1,7,3,0.96,326,Safe
485,20,"15,12",2024-11-21 12:41:37.011965,Vijayawada to Hyderabad,159,38.51,67,4.81,20,9,8,7,0.87,154,Safe
486,22,"7,48",2024-10-20 12:41:37.011966,Vijayawada to Hyderabad,147,37.09,59,1.36,16,2,6,4,0.8,258,Safe
487,5,"3,48",2024-01-25 12:41:37.011968,Vijayawada to Hyderabad,157,27.5,32,1.55,9,4,14,8,1.17,345,Safe
488,25,"29,21",2024-07-08 12:41:37.011969,Vijayawada to Hyderabad,163,36.86,72,4.63,23,8,20,10,0.95,275,Safe
489,41,"47,16",2024-05-09 12:41:37.011970,Vijayawada to Hyderabad,170,34.15,63,4.14,8,1,16,2,1.19,178,Safe
490,2,"6,14",2024-04-24 12:41:37.011971,Vijayawada to Hyderabad,175,26.36,34,0.38,22,7,6,5,0.6,359,Critical
491,11,"24,33",2024-08-24 12:41:37.011972,Vijayawada to Hyderabad,126,30.25,59,3.51,14,4,22,10,0.61,157,Safe
492,29,"8,7",2024-06-07 12:41:37.011973,Vijayawada to Hyderabad,124,31.21,71,5.0,17,4,5,9,0.74,383,Safe
493,49,"19,1",2024-01-15 12:41:37.011975,Vijayawada to Hyderabad,137,28.04,62,4.34,20,3,7,5,0.85,222,Safe
494,22,"2,50",2024-02-23 12:41:37.011976,Vijayawada to Hyderabad,137,27.4,36,4.46,30,10,7,1,0.65,307,Safe
495,15,"29,5",2024-09-05 12:41:37.011977,Vijayawada to Hyderabad,173,34.58,77,3.9,17,1,17,4,1.1,318,Safe
496,4,"33,48",2024-02-12 12:41:37.011978,Vijayawada to Hyderabad,146,36.17,72,4.46,24,9,18,6,0.95,182,Critical
497,9,"6,46",2024-04-22 12:41:37.011980,Vijayawada to Hyderabad,150,37.82,48,0.23,11,7,22,10,0.6,390,Critical
498,31,"14,17",2024-01-30 12:41:37.011981,Vijayawada to Hyderabad,125,27.41,65,1.24,17,3,11,1,0.83,321,Safe
499,37,"31,11",2024-09-14 12:41:37.011982,Vijayawada to Hyderabad,156,29.26,69,1.82,17,9,24,3,0.65,204,Safe
500,2,"6,15",2023-12-21 12:41:37.011983,Vijayawada to Hyderabad,149,27.07,79,1.72,12,9,8,8,0.81,166,Safe
501,19,"30,32",2024-07-03 12:41:37.011985,Vijayawada to Hyderabad,180,26.38,77,2.15,19,10,10,6,0.67,383,Safe
502,45,"21,44",2024-06-06 12:41:37.011986,Vijayawada to Hyderabad,168,26.92,71,3.18,26,7,6,7,0.76,341,Critical
503,14,"19,31",2024-02-17 12:41:37.011987,Vijayawada to Hyderabad,154,31.87,57,4.28,24,6,8,7,0.67,212,Safe
504,46,"9,25",2024-05-22 12:41:37.011988,Vijayawada to Hyderabad,145,37.51,63,0.71,14,6,20,2,1.18,314,Safe
505,20,"30,49",2024-03-01 12:41:37.011990,Vijayawada to Hyderabad,158,29.14,78,0.6,5,4,10,10,1.08,249,Safe
506,49,"24,49",2024-04-22 12:41:37.011991,Vijayawada to Hyderabad,154,33.93,69,3.66,20,8,20,9,0.63,195,Critical
507,47,"26,25",2024-08-15 12:41:37.011992,Vijayawada to Hyderabad,128,31.06,57,4.83,30,6,18,1,1.11,230,Safe
508,27,"8,29",2024-10-13 12:41:37.011993,Vijayawada to Hyderabad,174,25.33,68,4.38,10,4,11,4,0.8,170,Critical
509,38,"38,21",2024-09-16 12:41:37.011995,Vijayawada to Hyderabad,130,26.64,43,4.55,30,5,14,2,0.66,364,Safe
510,43,"34,17",2024-10-24 12:41:37.011996,Vijayawada to Hyderabad,138,31.82,80,0.5,15,5,8,8,0.71,156,Safe
511,47,"47,46",2023-12-29 12:41:37.011997,Vijayawada to Hyderabad,160,39.53,48,1.49,29,5,24,2,1.17,195,Critical
512,14,"30,48",2024-03-22 12:41:37.011998,Vijayawada to Hyderabad,127,38.53,71,2.36,5,1,21,6,1.07,192,Safe
513,42,"13,32",2024-03-13 12:41:37.011999,Vijayawada to Hyderabad,169,36.53,48,3.32,21,8,22,5,1.06,170,Safe
514,11,"48,9",2024-07-19 12:41:37.012001,Vijayawada to Hyderabad,159,31.58,39,2.04,25,1,12,10,0.97,366,Safe
515,15,"5,10",2024-01-23 12:41:37.012002,Vijayawada to Hyderabad,162,30.9,63,0.33,15,8,21,4,0.96,176,Safe
516,49,"31,12",2024-06-30 12:41:37.012003,Vijayawada to Hyderabad,152,31.3,69,2.05,12,8,16,6,1.06,228,Safe
517,36,"26,46",2024-03-09 12:41:37.012004,Vijayawada to Hyderabad,122,36.0,38,0.4,28,2,9,4,0.63,283,Safe
518,4,"34,23",2024-06-19 12:41:37.012006,Vijayawada to Hyderabad,149,25.18,73,4.27,14,7,8,9,0.74,398,Critical
519,6,"24,16",2024-01-16 12:41:37.012007,Vijayawada to Hyderabad,166,28.85,57,2.17,10,3,25,8,0.85,181,Safe
520,42,"11,9",2024-09-08 12:41:37.012008,Vijayawada to Hyderabad,125,27.55,50,2.16,11,8,14,10,0.84,273,Safe
521,32,"27,36",2024-07-27 12:41:37.012009,Vijayawada to Hyderabad,142,30.98,72,2.44,24,8,12,8,0.64,192,Safe
522,41,"2,10",2024-03-29 12:41:37.012011,Vijayawada to Hyderabad,131,34.17,77,2.41,11,10,8,2,0.92,184,Safe
523,27,"34,34",2024-06-21 12:41:37.012012,Vijayawada to Hyderabad,155,26.35,80,0.22,23,10,16,4,0.9,267,Safe
524,2,"23,10",2024-02-16 12:41:37.012014,Vijayawada to Hyderabad,137,30.3,41,0.64,21,10,5,4,0.66,181,Safe
525,23,"18,4",2024-07-18 12:41:37.012015,Vijayawada to Hyderabad,154,25.88,35,3.22,7,3,5,5,0.8,340,Safe
526,10,"14,2",2024-07-23 12:41:37.012016,Vijayawada to Hyderabad,150,34.12,30,0.82,24,6,7,6,0.63,151,Safe
527,27,"13,31",2024-06-09 12:41:37.012017,Vijayawada to Hyderabad,147,39.43,65,2.81,19,4,9,1,1.11,305,Critical
528,11,"20,21",2024-02-15 12:41:37.012019,Vijayawada to Hyderabad,168,29.21,62,0.4,9,7,22,10,0.88,257,Safe
529,41,"18,39",2024-09-08 12:41:37.012020,Vijayawada to Hyderabad,158,34.33,62,0.45,27,9,22,4,0.84,194,Safe
530,42,"50,42",2024-01-29 12:41:37.012021,Vijayawada to Hyderabad,172,27.21,63,3.55,6,8,10,6,0.86,244,Critical
531,33,"25,3",2024-01-21 12:41:37.012022,Vijayawada to Hyderabad,143,37.91,54,0.74,30,6,24,2,0.75,319,Safe
532,41,"26,36",2024-02-04 12:41:37.012023,Vijayawada to Hyderabad,172,26.8,38,1.31,11,2,22,8,0.64,150,Safe
533,38,"1,1",2024-07-16 12:41:37.012025,Vijayawada to Hyderabad,130,39.02,32,2.53,27,9,17,5,0.8,338,Safe
534,35,"6,18",2024-09-30 12:41:37.012026,Vijayawada to Hyderabad,170,31.41,45,2.42,14,4,12,4,1.13,361,Safe
535,23,"36,27",2024-05-17 12:41:37.012027,Vijayawada to Hyderabad,137,34.34,65,4.05,26,3,8,2,0.97,285,Safe
536,6,"22,29",2024-06-20 12:41:37.012028,Vijayawada to Hyderabad,166,38.48,39,2.31,6,8,25,6,0.63,345,Safe
537,25,"11,12",2024-09-07 12:41:37.012029,Vijayawada to Hyderabad,152,34.98,54,4.17,10,2,15,1,1.09,312,Safe
538,42,"18,25",2024-10-04 12:41:37.012031,Vijayawada to Hyderabad,144,31.29,71,4.09,24,4,9,2,0.82,215,Safe
539,48,"26,38",2024-06-28 12:41:37.012032,Vijayawada to Hyderabad,159,36.99,45,1.92,12,7,20,2,0.6,387,Safe
540,15,"31,46",2024-04-28 12:41:37.012033,Vijayawada to Hyderabad,152,28.48,60,3.13,24,10,11,9,1.11,210,Safe
541,1,"40,17",2024-04-03 12:41:37.012034,Vijayawada to Hyderabad,165,30.35,70,0.61,8,6,11,7,0.78,254,Safe
542,42,"39,8",2024-07-01 12:41:37.012035,Vijayawada to Hyderabad,174,30.44,43,1.58,13,4,12,7,1.0,151,Safe
543,3,"36,42",2024-09-17 12:41:37.012037,Vijayawada to Hyderabad,140,36.44,37,1.11,17,3,10,7,0.8,398,Safe
544,37,"48,16",2024-01-16 12:41:37.012038,Vijayawada to Hyderabad,147,30.98,67,1.26,10,4,15,1,0.67,218,Safe
545,9,"32,20",2024-04-16 12:41:37.012040,Vijayawada to Hyderabad,137,34.68,68,0.29,27,7,20,4,1.04,233,Safe
546,35,"18,34",2024-04-23 12:41:37.012041,Vijayawada to Hyderabad,170,28.46,70,1.29,27,8,20,10,1.14,326,Safe
547,33,"28,33",2024-02-01 12:41:37.012043,Vijayawada to Hyderabad,120,35.18,61,2.26,27,4,20,8,0.81,348,Safe
548,20,"8,40",2023-12-05 12:41:37.012044,Vijayawada to Hyderabad,143,26.18,37,1.56,21,9,25,1,0.88,263,Safe
549,23,"37,18",2024-05-09 12:41:37.012045,Vijayawada to Hyderabad,159,37.77,48,3.3,12,5,5,7,0.92,336,Critical
550,12,"31,47",2024-01-31 12:41:37.012046,Vijayawada to Hyderabad,126,31.35,79,2.29,22,9,23,10,1.01,261,Safe
551,20,"24,35",2023-12-13 12:41:37.012048,Vijayawada to Hyderabad,140,30.28,58,4.71,19,5,19,4,0.72,201,Safe
552,21,"23,16",2024-03-28 12:41:37.012049,Vijayawada to Hyderabad,160,37.11,58,3.12,29,8,13,9,0.6,241,Safe
553,45,"40,47",2024-05-08 12:41:37.012050,Vijayawada to Hyderabad,161,33.71,61,1.18,5,7,8,5,0.64,316,Safe
554,37,"24,14",2024-08-14 12:41:37.012051,Vijayawada to Hyderabad,126,28.85,43,2.37,14,3,5,10,0.84,339,Safe
555,29,"38,27",2024-01-25 12:41:37.012052,Vijayawada to Hyderabad,130,28.28,60,0.12,30,3,11,10,1.08,335,Safe
556,49,"21,24",2024-04-09 12:41:37.012054,Vijayawada to Hyderabad,150,37.26,41,3.75,16,8,7,6,1.18,202,Safe
557,34,"46,35",2024-05-19 12:41:37.012055,Vijayawada to Hyderabad,162,37.81,51,4.26,21,5,18,7,0.9,319,Safe
558,48,"30,13",2023-12-26 12:41:37.012056,Vijayawada to Hyderabad,130,34.27,75,0.7,13,9,21,7,0.98,169,Safe
559,31,"41,1",2024-08-04 12:41:37.012057,Vijayawada to Hyderabad,169,34.17,67,4.34,29,9,24,5,1.0,239,Safe
560,40,"15,50",2024-09-01 12:41:37.012058,Vijayawada to Hyderabad,139,31.09,58,1.66,7,2,10,5,0.81,206,Safe
561,23,"5,44",2024-04-28 12:41:37.012060,Vijayawada to Hyderabad,123,34.71,73,0.68,13,4,11,9,0.69,153,Critical
562,14,"22,38",2024-02-17 12:41:37.012061,Vijayawada to Hyderabad,122,33.9,65,4.61,17,6,22,8,1.04,376,Safe
563,22,"18,35",2024-01-22 12:41:37.012062,Vijayawada to Hyderabad,144,38.22,48,4.12,15,2,23,4,0.61,256,Safe
564,32,"13,50",2024-03-25 12:41:37.012063,Vijayawada to Hyderabad,155,37.89,39,3.67,25,2,11,2,0.93,275,Safe
565,23,"27,46",2023-12-15 12:41:37.012065,Vijayawada to Hyderabad,129,30.26,50,0.78,28,5,19,2,0.83,362,Safe
566,21,"13,10",2024-01-16 12:41:37.012066,Vijayawada to Hyderabad,136,37.07,73,1.22,10,10,19,6,0.74,306,Critical
567,25,"1,10",2024-11-05 12:41:37.012067,Vijayawada to Hyderabad,158,31.58,55,2.97,24,5,5,3,0.87,305,Safe
568,40,"45,2",2024-01-27 12:41:37.012068,Vijayawada to Hyderabad,156,31.39,68,1.24,20,2,5,6,0.68,377,Critical
569,14,"50,1",2024-07-06 12:41:37.012069,Vijayawada to Hyderabad,129,27.25,43,0.62,9,4,19,7,0.64,180,Critical
570,14,"12,13",2023-12-15 12:41:37.012071,Vijayawada to Hyderabad,128,38.93,75,2.56,17,7,17,8,0.68,252,Critical
571,9,"41,24",2024-03-26 12:41:37.012072,Vijayawada to Hyderabad,178,28.51,47,2.43,18,2,21,7,0.61,325,Safe
572,18,"40,28",2024-08-12 12:41:37.012073,Vijayawada to Hyderabad,177,35.18,41,3.29,27,4,23,9,1.08,280,Safe
573,36,"14,43",2024-05-08 12:41:37.012074,Vijayawada to Hyderabad,155,25.66,69,0.74,18,10,7,2,0.63,319,Safe
574,35,"36,36",2024-07-21 12:41:37.012075,Vijayawada to Hyderabad,179,37.87,33,0.6,14,1,16,3,1.13,399,Safe
575,33,"31,50",2024-03-27 12:41:37.012077,Vijayawada to Hyderabad,166,35.28,70,0.85,13,2,13,8,1.0,214,Safe
576,34,"23,44",2024-05-07 12:41:37.012078,Vijayawada to Hyderabad,171,29.42,56,3.22,23,6,15,6,1.1,386,Safe
577,3,"43,16",2024-02-12 12:41:37.012079,Vijayawada to Hyderabad,127,38.38,78,1.14,17,8,16,2,0.71,342,Safe
578,49,"13,38",2023-12-28 12:41:37.012080,Vijayawada to Hyderabad,174,27.65,33,0.55,9,3,21,1,0.94,181,Safe
579,32,"23,11",2024-01-28 12:41:37.012082,Vijayawada to Hyderabad,155,25.34,78,3.07,27,1,14,10,1.18,168,Safe
580,41,"41,1",2024-10-05 12:41:37.012083,Vijayawada to Hyderabad,130,26.75,66,4.02,13,2,16,6,1.02,311,Safe
581,48,"6,3",2024-09-23 12:41:37.012084,Vijayawada to Hyderabad,168,28.73,42,4.65,14,9,5,8,0.66,325,Critical
582,44,"20,50",2024-07-08 12:41:37.012085,Vijayawada to Hyderabad,168,26.97,72,3.51,28,9,21,5,0.88,352,Safe
583,40,"5,4",2024-06-26 12:41:37.012086,Vijayawada to Hyderabad,162,25.66,70,2.01,16,10,20,10,0.82,329,Safe
584,33,"44,35",2024-07-02 12:41:37.012088,Vijayawada to Hyderabad,180,26.22,45,3.74,21,3,17,2,1.2,314,Safe
585,48,"17,5",2024-02-07 12:41:37.012089,Vijayawada to Hyderabad,124,36.91,45,0.58,12,9,17,2,0.64,195,Safe
586,23,"33,20",2024-01-25 12:41:37.012090,Vijayawada to Hyderabad,122,34.67,80,4.54,15,6,17,5,0.83,279,Safe
587,41,"16,44",2024-01-10 12:41:37.012091,Vijayawada to Hyderabad,126,34.27,72,3.24,14,6,17,7,1.14,217,Safe
588,46,"28,12",2024-09-11 12:41:37.012093,Vijayawada to Hyderabad,156,28.03,34,3.17,22,5,22,6,1.02,392,Safe
589,21,"20,21",2024-01-03 12:41:37.012094,Vijayawada to Hyderabad,171,29.09,49,4.12,9,4,18,8,0.65,382,Safe
590,25,"49,29",2024-07-27 12:41:37.012095,Vijayawada to Hyderabad,126,37.43,55,1.47,18,10,25,6,0.65,276,Safe
591,29,"30,22",2024-10-01 12:41:37.012096,Vijayawada to Hyderabad,149,36.06,80,3.32,5,3,19,6,0.85,188,Safe
592,10,"11,49",2024-03-17 12:41:37.012097,Vijayawada to Hyderabad,159,27.84,30,2.68,9,6,8,2,0.82,214,Safe
593,11,"46,11",2023-12-21 12:41:37.012099,Vijayawada to Hyderabad,138,37.67,62,1.7,30,7,19,2,0.74,334,Safe
594,47,"42,9",2024-11-01 12:41:37.012100,Vijayawada to Hyderabad,124,36.5,43,1.25,24,9,21,7,0.76,235,Critical
595,25,"43,12",2024-11-11 12:41:37.012101,Vijayawada to Hyderabad,142,32.66,49,1.44,17,9,19,2,0.82,151,Safe
596,21,"10,21",2024-11-24 12:41:37.012103,Vijayawada to Hyderabad,126,37.67,60,1.45,14,9,25,7,1.08,342,Safe
597,13,"25,39",2024-08-03 12:41:37.012104,Vijayawada to Hyderabad,165,33.1,62,2.52,11,2,15,10,0.72,197,Safe
598,20,"6,30",2024-12-01 12:41:37.012105,Vijayawada to Hyderabad,132,25.52,53,1.11,15,3,13,8,1.02,150,Safe
