Flight ID,Origin,Destination,Route Distance (km),Waypoints (List),Traffic (Intersecting Flights),Tailwind (knots),Headwind (knots),Jet Stream Impact,Restrictions (Details),Drones/Air Taxis,Bird Movement,Airspace Density,Seasonal Pattern,Fuel Cost (Segment),Historical Delay (mins)
FL2587,BOM,DEL,487,"[{""lat"": 8.8175, ""long"": 70.3221, ""alt"": 25000, ""time"": ""5:51""}, {""lat"": -78.366, ""long"": -158.9461, ""alt"": 15000, ""time"": ""11:47""}, {""lat"": -36.2382, ""long"": -129.0514, ""alt"": 30000, ""time"": ""10:18""}, {""lat"": -44.667, ""long"": 29.4968, ""alt"": 20000, ""time"": ""14:29""}, {""lat"": -82.3077, ""long"": -93.7559, ""alt"": 25000, ""time"": ""20:15""}, {""lat"": 37.5825, ""long"": -15.438, ""alt"": 25000, ""time"": ""9:01""}, {""lat"": -50.7225, ""long"": 179.451, ""alt"": 15000, ""time"": ""20:38""}]","[{""flight_id"": ""INT9886"", ""alt"": 10000, ""time"": ""14:34"", ""wp"": ""WP2""}]",17,0,Negative,"[{""type"": ""Noise Sensitive"", ""wp"": ""WP4""}]","[{""alt"": 231, ""time"": ""7:54""}, {""alt"": 493, ""time"": ""21:13""}]","[{""zone"": ""City Area"", ""alt"": [2916, 3033], ""time_range"": ""8:18-19:25""}]",Medium,Monsoon,0.73,21
FL2588,HYD,DEL,208,"[{""lat"": -29.8138, ""long"": -147.5336, ""alt"": 25000, ""time"": ""19:43""}, {""lat"": -52.93, ""long"": 4.9792, ""alt"": 25000, ""time"": ""12:37""}, {""lat"": -87.2906, ""long"": 157.6441, ""alt"": 30000, ""time"": ""20:44""}, {""lat"": -7.7417, ""long"": 80.2145, ""alt"": 25000, ""time"": ""22:19""}, {""lat"": -26.1119, ""long"": 89.9526, ""alt"": 10000, ""time"": ""13:13""}, {""lat"": -85.5338, ""long"": 101.0879, ""alt"": 20000, ""time"": ""11:15""}, {""lat"": -82.5535, ""long"": 100.5075, ""alt"": 25000, ""time"": ""15:36""}, {""lat"": 44.1918, ""long"": -179.2313, ""alt"": 15000, ""time"": ""8:38""}, {""lat"": 24.3359, ""long"": 119.9566, ""alt"": 15000, ""time"": ""9:25""}, {""lat"": -72.6613, ""long"": 50.4368, ""alt"": 30000, ""time"": ""15:00""}]","[{""flight_id"": ""INT4870"", ""alt"": 10000, ""time"": ""1:22"", ""wp"": ""WP1""}, {""flight_id"": ""INT7135"", ""alt"": 15000, ""time"": ""5:15"", ""wp"": ""WP2""}, {""flight_id"": ""INT1871"", ""alt"": 20000, ""time"": ""22:22"", ""wp"": ""WP4""}, {""flight_id"": ""INT5491"", ""alt"": 25000, ""time"": ""19:43"", ""wp"": ""WP3""}, {""flight_id"": ""INT7154"", ""alt"": 25000, ""time"": ""4:56"", ""wp"": ""WP3""}]",15,21,Positive,"[{""type"": ""War Zone"", ""wp"": ""WP2""}]","[{""alt"": 487, ""time"": ""6:58""}, {""alt"": 332, ""time"": ""18:08""}, {""alt"": 496, ""time"": ""17:52""}]","[{""zone"": ""City Area"", ""alt"": [2642, 3005], ""time_range"": ""8:22-19:42""}]",High,Winter,0.79,24
FL2589,HYD,DEL,1052,"[{""lat"": 36.1724, ""long"": -72.0772, ""alt"": 25000, ""time"": ""21:58""}, {""lat"": 56.556, ""long"": 68.8868, ""alt"": 25000, ""time"": ""16:51""}, {""lat"": 67.2933, ""long"": 94.5285, ""alt"": 15000, ""time"": ""14:18""}, {""lat"": 16.846, ""long"": -161.9486, ""alt"": 20000, ""time"": ""17:51""}, {""lat"": -56.4995, ""long"": -83.6752, ""alt"": 30000, ""time"": ""13:07""}, {""lat"": 5.1328, ""long"": 110.2155, ""alt"": 10000, ""time"": ""23:00""}, {""lat"": 13.872, ""long"": -3.7139, ""alt"": 25000, ""time"": ""0:19""}, {""lat"": 41.5985, ""long"": 157.704, ""alt"": 10000, ""time"": ""12:14""}, {""lat"": -50.4456, ""long"": 44.9147, ""alt"": 30000, ""time"": ""18:03""}, {""lat"": -6.0099, ""long"": -88.4276, ""alt"": 30000, ""time"": ""16:20""}, {""lat"": 44.7631, ""long"": 21.6246, ""alt"": 25000, ""time"": ""2:23""}, {""lat"": -28.349, ""long"": 78.5765, ""alt"": 25000, ""time"": ""9:49""}, {""lat"": 84.582, ""long"": 158.757, ""alt"": 10000, ""time"": ""17:40""}]","[{""flight_id"": ""INT2803"", ""alt"": 15000, ""time"": ""15:00"", ""wp"": ""WP2""}, {""flight_id"": ""INT9872"", ""alt"": 20000, ""time"": ""0:44"", ""wp"": ""WP3""}, {""flight_id"": ""INT8889"", ""alt"": 15000, ""time"": ""8:19"", ""wp"": ""WP1""}]",5,27,No Impact,"[{""type"": ""Govt"", ""wp"": ""WP3""}]",[],"[{""zone"": ""City Area"", ""alt"": [1930, 3772], ""time_range"": ""7:30-21:48""}]",Medium,Summer,0.48,23
FL2590,VGA,DEL,1106,"[{""lat"": 33.2948, ""long"": 109.2149, ""alt"": 20000, ""time"": ""2:56""}, {""lat"": 2.4518, ""long"": 145.3677, ""alt"": 10000, ""time"": ""7:07""}, {""lat"": 57.4509, ""long"": 147.1272, ""alt"": 15000, ""time"": ""8:24""}, {""lat"": -16.1343, ""long"": -12.4573, ""alt"": 25000, ""time"": ""22:42""}, {""lat"": 10.7885, ""long"": -30.6647, ""alt"": 10000, ""time"": ""22:57""}]","[{""flight_id"": ""INT9152"", ""alt"": 10000, ""time"": ""6:28"", ""wp"": ""WP1""}, {""flight_id"": ""INT5388"", ""alt"": 25000, ""time"": ""8:10"", ""wp"": ""WP4""}, {""flight_id"": ""INT8156"", ""alt"": 10000, ""time"": ""20:39"", ""wp"": ""WP2""}, {""flight_id"": ""INT2771"", ""alt"": 10000, ""time"": ""3:31"", ""wp"": ""WP1""}, {""flight_id"": ""INT7244"", ""alt"": 25000, ""time"": ""6:06"", ""wp"": ""WP1""}]",24,2,No Impact,"[{""type"": ""Noise Sensitive"", ""wp"": ""WP4""}]",[],"[{""zone"": ""City Area"", ""alt"": [2502, 4522], ""time_range"": ""8:33-18:05""}]",High,Summer,0.62,19
FL2591,DEL,HYD,450,"[{""lat"": -41.3292, ""long"": 137.1827, ""alt"": 20000, ""time"": ""7:40""}, {""lat"": 81.8869, ""long"": 101.738, ""alt"": 25000, ""time"": ""22:44""}, {""lat"": -48.8001, ""long"": 176.9369, ""alt"": 30000, ""time"": ""22:11""}, {""lat"": 11.4685, ""long"": 23.6662, ""alt"": 15000, ""time"": ""19:58""}, {""lat"": 7.5816, ""long"": 90.6296, ""alt"": 20000, ""time"": ""20:05""}, {""lat"": -49.3382, ""long"": -144.0374, ""alt"": 20000, ""time"": ""21:54""}, {""lat"": 60.6665, ""long"": -47.3911, ""alt"": 10000, ""time"": ""2:24""}, {""lat"": -31.5224, ""long"": -124.1841, ""alt"": 25000, ""time"": ""3:18""}, {""lat"": 85.9429, ""long"": 170.3124, ""alt"": 10000, ""time"": ""3:39""}]","[{""flight_id"": ""INT5718"", ""alt"": 20000, ""time"": ""0:30"", ""wp"": ""WP2""}, {""flight_id"": ""INT2015"", ""alt"": 10000, ""time"": ""3:27"", ""wp"": ""WP4""}, {""flight_id"": ""INT5736"", ""alt"": 10000, ""time"": ""8:06"", ""wp"": ""WP3""}, {""flight_id"": ""INT9618"", ""alt"": 20000, ""time"": ""9:57"", ""wp"": ""WP1""}, {""flight_id"": ""INT3071"", ""alt"": 10000, ""time"": ""18:47"", ""wp"": ""WP3""}]",24,18,No Impact,"[{""type"": ""Noise Sensitive"", ""wp"": ""WP2""}, {""type"": ""Noise Sensitive"", ""wp"": ""WP1""}, {""type"": ""War Zone"", ""wp"": ""WP2""}]","[{""alt"": 389, ""time"": ""12:09""}]","[{""zone"": ""Near Airport"", ""alt"": [1766, 5848], ""time_range"": ""6:04-18:53""}]",High,Monsoon,0.61,28
FL2592,HYD,VGA,815,"[{""lat"": 45.7992, ""long"": -101.2041, ""alt"": 10000, ""time"": ""5:20""}, {""lat"": 60.4467, ""long"": -12.3621, ""alt"": 30000, ""time"": ""18:06""}, {""lat"": -57.1901, ""long"": -177.2565, ""alt"": 20000, ""time"": ""20:02""}, {""lat"": 35.5839, ""long"": -74.7603, ""alt"": 25000, ""time"": ""17:10""}, {""lat"": 8.4795, ""long"": 40.1605, ""alt"": 10000, ""time"": ""10:29""}, {""lat"": -25.8524, ""long"": 40.0432, ""alt"": 10000, ""time"": ""0:24""}, {""lat"": 40.6514, ""long"": 31.8787, ""alt"": 10000, ""time"": ""10:58""}, {""lat"": 36.8894, ""long"": 35.6074, ""alt"": 10000, ""time"": ""10:26""}, {""lat"": -33.6442, ""long"": 131.2857, ""alt"": 30000, ""time"": ""20:10""}]","[{""flight_id"": ""INT9337"", ""alt"": 25000, ""time"": ""10:31"", ""wp"": ""WP3""}, {""flight_id"": ""INT9240"", ""alt"": 15000, ""time"": ""6:59"", ""wp"": ""WP4""}, {""flight_id"": ""INT3833"", ""alt"": 15000, ""time"": ""13:30"", ""wp"": ""WP2""}]",11,0,Negative,"[{""type"": ""Noise Sensitive"", ""wp"": ""WP2""}, {""type"": ""Govt"", ""wp"": ""WP5""}, {""type"": ""War Zone"", ""wp"": ""WP4""}]","[{""alt"": 484, ""time"": ""2:38""}, {""alt"": 170, ""time"": ""3:59""}]","[{""zone"": ""Near Airport"", ""alt"": [2124, 3951], ""time_range"": ""6:43-18:03""}]",Medium,Summer,0.69,8
FL2593,DEL,VGA,1433,"[{""lat"": 45.8208, ""long"": 73.8204, ""alt"": 30000, ""time"": ""15:26""}, {""lat"": 19.228, ""long"": -135.483, ""alt"": 20000, ""time"": ""22:17""}, {""lat"": -69.6986, ""long"": -14.4575, ""alt"": 25000, ""time"": ""9:39""}, {""lat"": -26.6723, ""long"": 74.8902, ""alt"": 20000, ""time"": ""22:55""}, {""lat"": 70.3086, ""long"": 166.1425, ""alt"": 25000, ""time"": ""12:09""}]","[{""flight_id"": ""INT4731"", ""alt"": 20000, ""time"": ""3:48"", ""wp"": ""WP2""}]",25,6,Negative,"[{""type"": ""War Zone"", ""wp"": ""WP2""}, {""type"": ""War Zone"", ""wp"": ""WP2""}]","[{""alt"": 374, ""time"": ""23:20""}]","[{""zone"": ""City Area"", ""alt"": [2345, 3353], ""time_range"": ""10:38-22:59""}]",Medium,Monsoon,0.8,15
FL2594,BOM,BLR,785,"[{""lat"": -32.3251, ""long"": -150.8318, ""alt"": 30000, ""time"": ""12:06""}, {""lat"": -7.3153, ""long"": -65.8825, ""alt"": 25000, ""time"": ""7:45""}, {""lat"": -34.2273, ""long"": -102.755, ""alt"": 25000, ""time"": ""13:13""}, {""lat"": -38.7711, ""long"": 83.9247, ""alt"": 25000, ""time"": ""22:30""}, {""lat"": 20.99, ""long"": -80.6345, ""alt"": 20000, ""time"": ""3:35""}, {""lat"": 38.5578, ""long"": -33.854, ""alt"": 15000, ""time"": ""3:26""}, {""lat"": 63.5166, ""long"": -62.5177, ""alt"": 15000, ""time"": ""11:08""}, {""lat"": -47.0168, ""long"": -129.8761, ""alt"": 10000, ""time"": ""22:24""}, {""lat"": 31.7365, ""long"": -75.6936, ""alt"": 15000, ""time"": ""4:00""}, {""lat"": -82.7805, ""long"": 113.2264, ""alt"": 25000, ""time"": ""9:18""}]","[{""flight_id"": ""INT1606"", ""alt"": 20000, ""time"": ""8:19"", ""wp"": ""WP1""}, {""flight_id"": ""INT6919"", ""alt"": 15000, ""time"": ""14:10"", ""wp"": ""WP3""}, {""flight_id"": ""INT7991"", ""alt"": 20000, ""time"": ""12:32"", ""wp"": ""WP1""}]",11,16,No Impact,"[{""type"": ""War Zone"", ""wp"": ""WP5""}]","[{""alt"": 245, ""time"": ""17:39""}]","[{""zone"": ""Near Airport"", ""alt"": [2758, 4810], ""time_range"": ""8:36-18:04""}]",Low,Winter,0.49,11
FL2595,BOM,VGA,806,"[{""lat"": 79.6852, ""long"": -54.3049, ""alt"": 30000, ""time"": ""17:30""}, {""lat"": 41.1864, ""long"": -8.6622, ""alt"": 25000, ""time"": ""5:14""}, {""lat"": 72.4867, ""long"": -51.3411, ""alt"": 20000, ""time"": ""17:55""}, {""lat"": 23.2323, ""long"": 133.0649, ""alt"": 20000, ""time"": ""9:14""}, {""lat"": -46.5302, ""long"": 73.5078, ""alt"": 10000, ""time"": ""23:07""}, {""lat"": -37.1392, ""long"": -37.7734, ""alt"": 15000, ""time"": ""2:46""}, {""lat"": -22.7048, ""long"": -15.7583, ""alt"": 15000, ""time"": ""20:49""}, {""lat"": 24.7106, ""long"": -170.6403, ""alt"": 20000, ""time"": ""15:05""}, {""lat"": 45.1286, ""long"": 29.7539, ""alt"": 15000, ""time"": ""0:04""}, {""lat"": 83.8655, ""long"": -126.3151, ""alt"": 30000, ""time"": ""9:30""}, {""lat"": 53.038, ""long"": -58.5621, ""alt"": 30000, ""time"": ""20:30""}, {""lat"": 11.9495, ""long"": 53.8109, ""alt"": 15000, ""time"": ""6:21""}, {""lat"": -41.5612, ""long"": -31.3227, ""alt"": 10000, ""time"": ""5:53""}, {""lat"": -52.6268, ""long"": -158.224, ""alt"": 30000, ""time"": ""10:23""}, {""lat"": 81.029, ""long"": -107.2294, ""alt"": 10000, ""time"": ""9:15""}]","[{""flight_id"": ""INT3142"", ""alt"": 20000, ""time"": ""17:41"", ""wp"": ""WP4""}]",28,12,Negative,"[{""type"": ""War Zone"", ""wp"": ""WP2""}, {""type"": ""Govt"", ""wp"": ""WP4""}]","[{""alt"": 463, ""time"": ""13:04""}, {""alt"": 131, ""time"": ""6:18""}]","[{""zone"": ""City Area"", ""alt"": [2544, 3525], ""time_range"": ""7:02-21:41""}]",Medium,Summer,0.31,9
FL2596,HYD,VGA,381,"[{""lat"": -52.5268, ""long"": -90.2275, ""alt"": 30000, ""time"": ""0:40""}, {""lat"": 48.2768, ""long"": 12.2555, ""alt"": 30000, ""time"": ""18:01""}, {""lat"": -14.7121, ""long"": -125.2027, ""alt"": 20000, ""time"": ""2:11""}, {""lat"": 32.0521, ""long"": 31.6783, ""alt"": 10000, ""time"": ""4:00""}, {""lat"": 21.2084, ""long"": 158.9876, ""alt"": 10000, ""time"": ""11:17""}]","[{""flight_id"": ""INT3568"", ""alt"": 15000, ""time"": ""18:37"", ""wp"": ""WP1""}]",22,5,Negative,"[{""type"": ""Noise Sensitive"", ""wp"": ""WP3""}]","[{""alt"": 234, ""time"": ""16:28""}, {""alt"": 366, ""time"": ""12:51""}]","[{""zone"": ""Near Airport"", ""alt"": [2464, 3716], ""time_range"": ""10:19-20:41""}]",High,Monsoon,0.56,27
FL2597,DEL,MAA,487,"[{""lat"": -77.0281, ""long"": 13.3481, ""alt"": 25000, ""time"": ""7:14""}, {""lat"": 49.7765, ""long"": 43.8002, ""alt"": 25000, ""time"": ""1:32""}, {""lat"": -33.3429, ""long"": 103.3605, ""alt"": 30000, ""time"": ""7:21""}, {""lat"": 55.6351, ""long"": -40.3274, ""alt"": 30000, ""time"": ""22:48""}, {""lat"": 5.7937, ""long"": 95.5887, ""alt"": 20000, ""time"": ""14:06""}, {""lat"": -16.8053, ""long"": -56.1054, ""alt"": 10000, ""time"": ""11:54""}]","[{""flight_id"": ""INT3366"", ""alt"": 10000, ""time"": ""8:45"", ""wp"": ""WP4""}, {""flight_id"": ""INT7956"", ""alt"": 10000, ""time"": ""11:00"", ""wp"": ""WP2""}, {""flight_id"": ""INT4149"", ""alt"": 20000, ""time"": ""15:34"", ""wp"": ""WP2""}]",16,6,Negative,"[{""type"": ""Govt"", ""wp"": ""WP2""}]","[{""alt"": 288, ""time"": ""16:45""}, {""alt"": 321, ""time"": ""0:23""}]","[{""zone"": ""City Area"", ""alt"": [2778, 5699], ""time_range"": ""8:45-22:07""}]",Medium,Winter,0.65,28
FL2598,BOM,MAA,1343,"[{""lat"": -35.0092, ""long"": 142.0802, ""alt"": 10000, ""time"": ""17:44""}, {""lat"": 35.5695, ""long"": 107.7479, ""alt"": 10000, ""time"": ""22:46""}, {""lat"": 34.4375, ""long"": 153.4962, ""alt"": 30000, ""time"": ""3:47""}, {""lat"": 55.0213, ""long"": 142.1226, ""alt"": 30000, ""time"": ""12:52""}, {""lat"": 36.3093, ""long"": -64.1381, ""alt"": 30000, ""time"": ""6:02""}, {""lat"": 6.356, ""long"": 86.3714, ""alt"": 20000, ""time"": ""21:44""}]","[{""flight_id"": ""INT1798"", ""alt"": 25000, ""time"": ""23:00"", ""wp"": ""WP3""}, {""flight_id"": ""INT6956"", ""alt"": 20000, ""time"": ""17:57"", ""wp"": ""WP2""}, {""flight_id"": ""INT1887"", ""alt"": 15000, ""time"": ""10:29"", ""wp"": ""WP1""}, {""flight_id"": ""INT1051"", ""alt"": 15000, ""time"": ""10:01"", ""wp"": ""WP4""}]",12,25,No Impact,"[{""type"": ""Noise Sensitive"", ""wp"": ""WP2""}]","[{""alt"": 456, ""time"": ""22:39""}, {""alt"": 274, ""time"": ""14:47""}, {""alt"": 152, ""time"": ""20:03""}]","[{""zone"": ""Near Airport"", ""alt"": [2723, 3546], ""time_range"": ""10:58-18:41""}]",Low,Summer,0.65,27
FL2599,VGA,DEL,1371,"[{""lat"": -79.6929, ""long"": 36.1122, ""alt"": 30000, ""time"": ""11:01""}, {""lat"": 58.9419, ""long"": -40.4103, ""alt"": 25000, ""time"": ""17:10""}, {""lat"": 89.6161, ""long"": 44.7999, ""alt"": 25000, ""time"": ""23:58""}, {""lat"": -76.1886, ""long"": 7.556, ""alt"": 30000, ""time"": ""0:08""}, {""lat"": -87.7899, ""long"": -83.6813, ""alt"": 15000, ""time"": ""11:58""}, {""lat"": -41.5048, ""long"": 108.859, ""alt"": 30000, ""time"": ""8:10""}]","[{""flight_id"": ""INT3821"", ""alt"": 20000, ""time"": ""0:28"", ""wp"": ""WP4""}]",2,28,Positive,"[{""type"": ""Govt"", ""wp"": ""WP2""}]","[{""alt"": 344, ""time"": ""17:21""}, {""alt"": 173, ""time"": ""5:33""}]","[{""zone"": ""Near Airport"", ""alt"": [1525, 3953], ""time_range"": ""9:59-19:53""}]",Medium,Monsoon,0.71,22
FL2600,HYD,BLR,512,"[{""lat"": -81.5496, ""long"": -137.3426, ""alt"": 15000, ""time"": ""5:05""}, {""lat"": -74.4918, ""long"": 79.731, ""alt"": 10000, ""time"": ""22:00""}, {""lat"": 87.7031, ""long"": -60.1751, ""alt"": 30000, ""time"": ""8:45""}, {""lat"": 64.1039, ""long"": -63.8046, ""alt"": 15000, ""time"": ""22:55""}, {""lat"": 86.1044, ""long"": -163.4046, ""alt"": 30000, ""time"": ""8:51""}, {""lat"": -46.2774, ""long"": -179.7515, ""alt"": 15000, ""time"": ""4:58""}, {""lat"": 60.9904, ""long"": 91.5836, ""alt"": 20000, ""time"": ""13:26""}, {""lat"": -1.9283, ""long"": 53.3662, ""alt"": 25000, ""time"": ""21:08""}, {""lat"": -20.3404, ""long"": 172.6432, ""alt"": 30000, ""time"": ""12:23""}, {""lat"": -52.2498, ""long"": 17.5444, ""alt"": 15000, ""time"": ""13:53""}, {""lat"": 4.6865, ""long"": -124.6698, ""alt"": 15000, ""time"": ""3:26""}, {""lat"": 87.462, ""long"": 141.9915, ""alt"": 15000, ""time"": ""3:49""}, {""lat"": 14.8821, ""long"": -29.791, ""alt"": 15000, ""time"": ""3:22""}]","[{""flight_id"": ""INT6765"", ""alt"": 15000, ""time"": ""19:46"", ""wp"": ""WP1""}]",25,1,Negative,"[{""type"": ""Govt"", ""wp"": ""WP4""}, {""type"": ""Govt"", ""wp"": ""WP3""}]",[],"[{""zone"": ""Near Airport"", ""alt"": [2119, 4056], ""time_range"": ""10:41-20:15""}]",Low,Summer,0.46,26
FL2601,BLR,VGA,899,"[{""lat"": -87.9262, ""long"": -147.3297, ""alt"": 10000, ""time"": ""21:52""}, {""lat"": -39.2789, ""long"": 168.1575, ""alt"": 10000, ""time"": ""19:46""}, {""lat"": 8.403, ""long"": -2.7784, ""alt"": 10000, ""time"": ""18:08""}, {""lat"": -25.9703, ""long"": 64.0801, ""alt"": 10000, ""time"": ""3:44""}, {""lat"": -13.3482, ""long"": -36.1108, ""alt"": 30000, ""time"": ""12:20""}, {""lat"": -24.894, ""long"": -91.7576, ""alt"": 25000, ""time"": ""4:22""}, {""lat"": 84.2897, ""long"": -127.2386, ""alt"": 10000, ""time"": ""7:32""}]","[{""flight_id"": ""INT7669"", ""alt"": 15000, ""time"": ""16:36"", ""wp"": ""WP1""}, {""flight_id"": ""INT4355"", ""alt"": 20000, ""time"": ""18:16"", ""wp"": ""WP3""}]",13,24,Positive,"[{""type"": ""Govt"", ""wp"": ""WP4""}]","[{""alt"": 206, ""time"": ""19:51""}, {""alt"": 364, ""time"": ""16:33""}]","[{""zone"": ""Near Airport"", ""alt"": [1039, 4352], ""time_range"": ""10:13-20:52""}]",Medium,Summer,0.44,1
FL2602,BOM,BLR,627,"[{""lat"": -68.3387, ""long"": -171.6027, ""alt"": 15000, ""time"": ""4:12""}, {""lat"": -46.4894, ""long"": -164.9951, ""alt"": 30000, ""time"": ""7:05""}, {""lat"": -70.9687, ""long"": -25.2933, ""alt"": 25000, ""time"": ""11:42""}, {""lat"": 26.2872, ""long"": 68.2021, ""alt"": 10000, ""time"": ""6:09""}, {""lat"": -6.7807, ""long"": 99.9646, ""alt"": 30000, ""time"": ""11:23""}]","[{""flight_id"": ""INT9666"", ""alt"": 25000, ""time"": ""20:35"", ""wp"": ""WP2""}, {""flight_id"": ""INT7149"", ""alt"": 20000, ""time"": ""22:14"", ""wp"": ""WP3""}, {""flight_id"": ""INT7764"", ""alt"": 20000, ""time"": ""11:53"", ""wp"": ""WP3""}, {""flight_id"": ""INT6401"", ""alt"": 25000, ""time"": ""22:21"", ""wp"": ""WP4""}, {""flight_id"": ""INT2462"", ""alt"": 10000, ""time"": ""15:54"", ""wp"": ""WP1""}]",25,29,Negative,"[{""type"": ""Govt"", ""wp"": ""WP5""}, {""type"": ""Govt"", ""wp"": ""WP5""}, {""type"": ""Govt"", ""wp"": ""WP3""}]","[{""alt"": 273, ""time"": ""2:50""}, {""alt"": 465, ""time"": ""11:32""}, {""alt"": 310, ""time"": ""4:39""}]","[{""zone"": ""Near Airport"", ""alt"": [2379, 3414], ""time_range"": ""6:35-21:22""}]",Medium,Monsoon,0.45,14
FL2603,DEL,BOM,1138,"[{""lat"": 30.7359, ""long"": 72.0089, ""alt"": 10000, ""time"": ""20:22""}, {""lat"": 44.652, ""long"": -147.971, ""alt"": 10000, ""time"": ""2:50""}, {""lat"": 10.4835, ""long"": 177.7943, ""alt"": 20000, ""time"": ""19:54""}, {""lat"": -27.7383, ""long"": -158.7867, ""alt"": 25000, ""time"": ""2:55""}, {""lat"": 83.4817, ""long"": -105.2815, ""alt"": 10000, ""time"": ""10:30""}, {""lat"": -26.6328, ""long"": 81.4664, ""alt"": 20000, ""time"": ""20:04""}, {""lat"": -50.6626, ""long"": -32.5029, ""alt"": 15000, ""time"": ""0:49""}, {""lat"": 33.2072, ""long"": -62.1723, ""alt"": 20000, ""time"": ""7:57""}, {""lat"": -49.3131, ""long"": 32.0675, ""alt"": 20000, ""time"": ""21:04""}, {""lat"": 49.0746, ""long"": -155.4392, ""alt"": 15000, ""time"": ""9:34""}, {""lat"": 56.4225, ""long"": -167.3894, ""alt"": 25000, ""time"": ""17:05""}, {""lat"": -17.9564, ""long"": -153.9151, ""alt"": 25000, ""time"": ""15:35""}, {""lat"": 30.6914, ""long"": -33.0165, ""alt"": 25000, ""time"": ""17:33""}, {""lat"": -44.7502, ""long"": 179.2667, ""alt"": 10000, ""time"": ""1:54""}]","[{""flight_id"": ""INT4506"", ""alt"": 25000, ""time"": ""13:20"", ""wp"": ""WP1""}, {""flight_id"": ""INT4706"", ""alt"": 25000, ""time"": ""21:11"", ""wp"": ""WP1""}, {""flight_id"": ""INT2670"", ""alt"": 25000, ""time"": ""20:24"", ""wp"": ""WP1""}]",4,0,Negative,"[{""type"": ""War Zone"", ""wp"": ""WP1""}, {""type"": ""Govt"", ""wp"": ""WP3""}, {""type"": ""War Zone"", ""wp"": ""WP1""}]","[{""alt"": 300, ""time"": ""17:52""}, {""alt"": 327, ""time"": ""20:47""}]","[{""zone"": ""Near Airport"", ""alt"": [1398, 5890], ""time_range"": ""7:05-19:15""}]",Low,Monsoon,0.58,22
FL2604,BOM,BLR,359,"[{""lat"": -0.8689, ""long"": -164.2876, ""alt"": 20000, ""time"": ""3:26""}, {""lat"": 23.1915, ""long"": 131.8326, ""alt"": 10000, ""time"": ""6:42""}, {""lat"": -38.9958, ""long"": 173.1597, ""alt"": 10000, ""time"": ""5:25""}, {""lat"": 73.8556, ""long"": 148.4454, ""alt"": 30000, ""time"": ""18:15""}, {""lat"": 45.9928, ""long"": 9.4657, ""alt"": 20000, ""time"": ""8:41""}, {""lat"": -27.3454, ""long"": 89.9352, ""alt"": 20000, ""time"": ""5:49""}, {""lat"": -83.2328, ""long"": 175.3583, ""alt"": 10000, ""time"": ""3:45""}, {""lat"": -83.7697, ""long"": -60.7214, ""alt"": 15000, ""time"": ""0:09""}]","[{""flight_id"": ""INT2396"", ""alt"": 15000, ""time"": ""2:27"", ""wp"": ""WP4""}, {""flight_id"": ""INT4686"", ""alt"": 10000, ""time"": ""18:21"", ""wp"": ""WP2""}, {""flight_id"": ""INT2250"", ""alt"": 15000, ""time"": ""13:38"", ""wp"": ""WP1""}, {""flight_id"": ""INT3058"", ""alt"": 10000, ""time"": ""15:57"", ""wp"": ""WP2""}]",4,3,Negative,"[{""type"": ""Noise Sensitive"", ""wp"": ""WP2""}, {""type"": ""Govt"", ""wp"": ""WP2""}, {""type"": ""War Zone"", ""wp"": ""WP2""}]","[{""alt"": 302, ""time"": ""1:38""}]","[{""zone"": ""City Area"", ""alt"": [1952, 4391], ""time_range"": ""10:23-22:45""}]",Low,Summer,0.41,9
FL2605,BOM,VGA,573,"[{""lat"": -44.6864, ""long"": 12.8995, ""alt"": 30000, ""time"": ""10:40""}, {""lat"": -54.3726, ""long"": -141.518, ""alt"": 25000, ""time"": ""10:13""}, {""lat"": -88.3024, ""long"": 149.6096, ""alt"": 10000, ""time"": ""7:59""}, {""lat"": 81.6413, ""long"": -18.9955, ""alt"": 10000, ""time"": ""21:22""}, {""lat"": -11.4647, ""long"": 102.364, ""alt"": 30000, ""time"": ""23:26""}, {""lat"": -2.6409, ""long"": -5.2556, ""alt"": 30000, ""time"": ""20:49""}, {""lat"": 41.8221, ""long"": -56.3387, ""alt"": 10000, ""time"": ""11:09""}, {""lat"": -52.4418, ""long"": 102.5611, ""alt"": 25000, ""time"": ""1:25""}, {""lat"": 54.4984, ""long"": 130.6591, ""alt"": 20000, ""time"": ""12:39""}, {""lat"": 17.3229, ""long"": -33.5723, ""alt"": 20000, ""time"": ""11:20""}, {""lat"": -59.595, ""long"": -68.7644, ""alt"": 30000, ""time"": ""6:48""}]","[{""flight_id"": ""INT8571"", ""alt"": 15000, ""time"": ""10:28"", ""wp"": ""WP3""}]",21,9,Negative,"[{""type"": ""War Zone"", ""wp"": ""WP4""}, {""type"": ""War Zone"", ""wp"": ""WP1""}, {""type"": ""Govt"", ""wp"": ""WP1""}]",[],"[{""zone"": ""City Area"", ""alt"": [1075, 3948], ""time_range"": ""6:46-22:02""}]",Low,Monsoon,0.38,1
