Flight ID,Destination,Airline,Aircraft Type,Scheduled Departure,Scheduled Arrival,Actual Departure,Actual Arrival,Traffic Volume (Nearby Flights ±5 mins),Sector Congestion (Intersections),Special Event (Rating out of 10),Day of the Week,Time of the Day,Weather Condition,Airport Operating Hours (Origin),Airport Operating Hours (Destination),Actual Travel Distance (Time Taken in mins),Suggested Travel Distance (Optimal Time in mins)
IX2516,Visakhapatnam (VTZ),Air India Express,B38M,7:55 PM,9:45 PM,7:53 PM,8:57 PM,6 flights scheduled within +/-5 mins,9:59 - Flight XYZ-ABC at 21030 ft,0,Tuesday,Afternoon,Clear,05:00-23:00,05:00-23:00,64,47
6E7206,Hyderabad (HYD),IndiGo,AT76,8:15 PM,9:22 PM,8:37 PM,10:30 PM,2 flights scheduled within +/-5 mins,7:19 - Flight XYZ-ABC at 21269 ft,7,Tuesday,Morning,Fog,05:00-23:00,05:00-23:00,52,55
6E7139,Chennai (MAA),IndiGo,AT76,9:05 PM,10:06 PM,9:10 PM,10:55 PM,2 flights scheduled within +/-5 mins,9:40 - Flight XYZ-ABC at 27239 ft,0,Monday,Evening,Clear,05:00-23:00,05:00-23:00,55,46
AI468,Delhi (DEL),Air India,A319,9:10 PM,10:50 PM,9:21 PM,11:04 PM,4 flights scheduled within +/-5 mins,10:13 - Flight XYZ-ABC at 16380 ft,10,Wednesday,Evening,Fog,05:00-23:00,05:00-23:00,50,53
6E7284,Hyderabad (HYD),IndiGo,AT76,9:25 PM,10:32 PM,9:26 PM,11:09 PM,6 flights scheduled within +/-5 mins,8:42 - Flight XYZ-ABC at 24731 ft,5,Monday,Morning,Clear,05:00-23:00,05:00-23:00,56,48
6E7224,Bengaluru (BLR),IndiGo,AT76,12:45 PM,2:13 PM,12:46 PM,2:33 PM,4 flights scheduled within +/-5 mins,10:21 - Flight XYZ-ABC at 20421 ft,5,Wednesday,Morning,Clear,05:00-23:00,05:00-23:00,56,52
IX2883,Hyderabad (HYD),Air India Express,B38M,12:55 PM,2:21 PM,3:37 PM,5:10 PM,4 flights scheduled within +/-5 mins,9:19 - Flight XYZ-ABC at 19641 ft,7,Wednesday,Morning,Rain,05:00-23:00,05:00-23:00,62,47
6E2264,Delhi (DEL),SmartLynx,A320,2:10 PM,4:08 PM,2:21 PM,3:26 PM,4 flights scheduled within +/-5 mins,9:10 - Flight XYZ-ABC at 25751 ft,7,Friday,Morning,Rain,05:00-23:00,05:00-23:00,52,50
6E7439,Tirupati (TIR),IndiGo,AT76,2:45 PM,4:06 PM,3:03 PM,4:43 PM,2 flights scheduled within +/-5 mins,9:53 - Flight XYZ-ABC at 19437 ft,10,Monday,Evening,Clear,05:00-23:00,05:00-23:00,50,50
6E7288,Hyderabad (HYD),IndiGo,AT76,4:50 PM,6:10 PM,4:48 PM,6:43 PM,6 flights scheduled within +/-5 mins,9:16 - Flight XYZ-ABC at 24946 ft,7,Friday,Afternoon,Rain,05:00-23:00,05:00-23:00,48,45
6E7251,Visakhapatnam (VTZ),IndiGo,AT76,5:45 PM,7:27 PM,6:18 PM,7:53 PM,3 flights scheduled within +/-5 mins,8:59 - Flight XYZ-ABC at 20077 ft,0,Wednesday,Afternoon,Rain,05:00-23:00,05:00-23:00,49,45
6E7392,Hyderabad (HYD),IndiGo,AT76,6:10 PM,7:20 PM,6:08 PM,7:26 PM,3 flights scheduled within +/-5 mins,7:15 - Flight XYZ-ABC at 26936 ft,0,Monday,Morning,Fog,05:00-23:00,05:00-23:00,56,47
6E5184,Mumbai (BOM),IndiGo,A20N,6:40 PM,8:05 PM,6:59 PM,8:48 PM,1 flights scheduled within +/-5 mins,7:57 - Flight XYZ-ABC at 15666 ft,10,Thursday,Evening,Clear,05:00-23:00,05:00-23:00,49,54
AI599,Mumbai (BOM),Air India,A20N,7:10 PM,8:17 PM,7:04 PM,8:45 PM,4 flights scheduled within +/-5 mins,10:28 - Flight XYZ-ABC at 23207 ft,0,Tuesday,Morning,Rain,05:00-23:00,05:00-23:00,49,52
6E7704,Bengaluru (BLR),IndiGo,AT76,7:15 PM,9:13 PM,7:19 PM,8:41 PM,2 flights scheduled within +/-5 mins,7:55 - Flight XYZ-ABC at 15251 ft,10,Wednesday,Morning,Clear,05:00-23:00,05:00-23:00,54,46
IX2516,Visakhapatnam (VTZ),Air India Express,B38M,7:55 PM,9:33 PM,7:53 PM,8:56 PM,6 flights scheduled within +/-5 mins,10:15 - Flight XYZ-ABC at 22476 ft,10,Friday,Evening,Rain,05:00-23:00,05:00-23:00,51,46
6E7206,Hyderabad (HYD),IndiGo,AT76,8:15 PM,9:49 PM,8:37 PM,10:02 PM,5 flights scheduled within +/-5 mins,9:36 - Flight XYZ-ABC at 21719 ft,10,Sunday,Morning,Fog,05:00-23:00,05:00-23:00,56,49
6E7139,Chennai (MAA),IndiGo,AT76,9:05 PM,10:58 PM,9:10 PM,10:27 PM,4 flights scheduled within +/-5 mins,8:12 - Flight XYZ-ABC at 23130 ft,7,Friday,Evening,Fog,05:00-23:00,05:00-23:00,54,49
AI468,Delhi (DEL),Air India,A319,9:10 PM,10:16 PM,9:21 PM,10:22 PM,6 flights scheduled within +/-5 mins,10:26 - Flight XYZ-ABC at 28890 ft,5,Wednesday,Afternoon,Fog,05:00-23:00,05:00-23:00,47,52
6E7284,Hyderabad (HYD),IndiGo,AT76,9:25 PM,10:41 PM,9:26 PM,10:43 PM,2 flights scheduled within +/-5 mins,7:46 - Flight XYZ-ABC at 17966 ft,0,Sunday,Evening,Rain,05:00-23:00,05:00-23:00,46,45
6E7224,Bengaluru (BLR),IndiGo,AT76,12:45 PM,2:13 PM,12:46 PM,2:23 PM,5 flights scheduled within +/-5 mins,8:55 - Flight XYZ-ABC at 23193 ft,5,Monday,Morning,Fog,05:00-23:00,05:00-23:00,60,47
IX2883,Hyderabad (HYD),Air India Express,B38M,12:55 PM,2:26 PM,3:37 PM,5:27 PM,4 flights scheduled within +/-5 mins,9:35 - Flight XYZ-ABC at 24274 ft,0,Thursday,Afternoon,Clear,05:00-23:00,05:00-23:00,62,53
6E2264,Delhi (DEL),SmartLynx,A320,2:10 PM,3:36 PM,2:21 PM,4:09 PM,2 flights scheduled within +/-5 mins,7:19 - Flight XYZ-ABC at 22933 ft,7,Monday,Morning,Clear,05:00-23:00,05:00-23:00,49,46
6E7439,Tirupati (TIR),IndiGo,AT76,2:45 PM,3:47 PM,3:03 PM,4:49 PM,5 flights scheduled within +/-5 mins,8:13 - Flight XYZ-ABC at 26375 ft,5,Thursday,Morning,Rain,05:00-23:00,05:00-23:00,64,55
6E7288,Hyderabad (HYD),IndiGo,AT76,4:50 PM,6:50 PM,4:48 PM,6:16 PM,6 flights scheduled within +/-5 mins,10:58 - Flight XYZ-ABC at 19693 ft,10,Sunday,Evening,Clear,05:00-23:00,05:00-23:00,49,51
6E7251,Visakhapatnam (VTZ),IndiGo,AT76,5:45 PM,6:45 PM,6:18 PM,8:16 PM,1 flights scheduled within +/-5 mins,10:22 - Flight XYZ-ABC at 21403 ft,0,Friday,Evening,Fog,05:00-23:00,05:00-23:00,59,53
6E7392,Hyderabad (HYD),IndiGo,AT76,6:10 PM,7:26 PM,6:08 PM,7:24 PM,1 flights scheduled within +/-5 mins,7:10 - Flight XYZ-ABC at 17238 ft,10,Wednesday,Afternoon,Clear,05:00-23:00,05:00-23:00,54,54
6E5184,Mumbai (BOM),IndiGo,A20N,6:40 PM,7:57 PM,6:59 PM,8:54 PM,2 flights scheduled within +/-5 mins,10:48 - Flight XYZ-ABC at 24557 ft,10,Friday,Morning,Fog,05:00-23:00,05:00-23:00,62,51
AI599,Mumbai (BOM),Air India,A20N,7:10 PM,8:56 PM,7:04 PM,8:47 PM,6 flights scheduled within +/-5 mins,9:43 - Flight XYZ-ABC at 27308 ft,0,Thursday,Morning,Clear,05:00-23:00,05:00-23:00,60,54
6E7704,Bengaluru (BLR),IndiGo,AT76,7:15 PM,8:25 PM,7:19 PM,8:40 PM,2 flights scheduled within +/-5 mins,8:22 - Flight XYZ-ABC at 15302 ft,5,Thursday,Evening,Rain,05:00-23:00,05:00-23:00,62,53
IX2516,Visakhapatnam (VTZ),Air India Express,B38M,7:55 PM,9:55 PM,7:53 PM,9:12 PM,3 flights scheduled within +/-5 mins,10:17 - Flight XYZ-ABC at 29753 ft,5,Tuesday,Morning,Fog,05:00-23:00,05:00-23:00,57,53
6E7206,Hyderabad (HYD),IndiGo,AT76,8:15 PM,9:39 PM,8:37 PM,9:56 PM,5 flights scheduled within +/-5 mins,10:17 - Flight XYZ-ABC at 26460 ft,5,Wednesday,Evening,Fog,05:00-23:00,05:00-23:00,51,47
6E7139,Chennai (MAA),IndiGo,AT76,9:05 PM,10:09 PM,9:10 PM,10:50 PM,1 flights scheduled within +/-5 mins,8:50 - Flight XYZ-ABC at 22268 ft,5,Saturday,Evening,Clear,05:00-23:00,05:00-23:00,48,45
AI468,Delhi (DEL),Air India,A319,9:10 PM,10:54 PM,9:21 PM,10:38 PM,2 flights scheduled within +/-5 mins,10:35 - Flight XYZ-ABC at 23938 ft,0,Sunday,Morning,Fog,05:00-23:00,05:00-23:00,47,53
6E7284,Hyderabad (HYD),IndiGo,AT76,9:25 PM,11:07 PM,9:26 PM,10:58 PM,3 flights scheduled within +/-5 mins,8:49 - Flight XYZ-ABC at 17221 ft,0,Sunday,Morning,Clear,05:00-23:00,05:00-23:00,51,50
6E7224,Bengaluru (BLR),IndiGo,AT76,12:45 PM,2:37 PM,12:46 PM,2:08 PM,6 flights scheduled within +/-5 mins,8:45 - Flight XYZ-ABC at 28036 ft,5,Tuesday,Evening,Fog,05:00-23:00,05:00-23:00,45,48
IX2883,Hyderabad (HYD),Air India Express,B38M,12:55 PM,2:10 PM,3:37 PM,5:17 PM,5 flights scheduled within +/-5 mins,7:37 - Flight XYZ-ABC at 29010 ft,0,Saturday,Afternoon,Clear,05:00-23:00,05:00-23:00,45,47
6E2264,Delhi (DEL),SmartLynx,A320,2:10 PM,4:00 PM,2:21 PM,3:29 PM,3 flights scheduled within +/-5 mins,9:26 - Flight XYZ-ABC at 20924 ft,0,Friday,Morning,Fog,05:00-23:00,05:00-23:00,49,47
6E7439,Tirupati (TIR),IndiGo,AT76,2:45 PM,4:26 PM,3:03 PM,4:40 PM,6 flights scheduled within +/-5 mins,8:51 - Flight XYZ-ABC at 19053 ft,10,Sunday,Morning,Fog,05:00-23:00,05:00-23:00,54,51
6E7288,Hyderabad (HYD),IndiGo,AT76,4:50 PM,6:03 PM,4:48 PM,6:46 PM,1 flights scheduled within +/-5 mins,10:48 - Flight XYZ-ABC at 28717 ft,10,Wednesday,Evening,Clear,05:00-23:00,05:00-23:00,49,51
6E7251,Visakhapatnam (VTZ),IndiGo,AT76,5:45 PM,6:57 PM,6:18 PM,8:18 PM,5 flights scheduled within +/-5 mins,8:32 - Flight XYZ-ABC at 20994 ft,0,Saturday,Morning,Clear,05:00-23:00,05:00-23:00,46,50
6E7392,Hyderabad (HYD),IndiGo,AT76,6:10 PM,7:24 PM,6:08 PM,8:00 PM,3 flights scheduled within +/-5 mins,10:56 - Flight XYZ-ABC at 18652 ft,0,Saturday,Evening,Rain,05:00-23:00,05:00-23:00,61,53
6E5184,Mumbai (BOM),IndiGo,A20N,6:40 PM,7:42 PM,6:59 PM,8:04 PM,3 flights scheduled within +/-5 mins,8:58 - Flight XYZ-ABC at 26842 ft,10,Saturday,Evening,Clear,05:00-23:00,05:00-23:00,57,52
AI599,Mumbai (BOM),Air India,A20N,7:10 PM,8:58 PM,7:04 PM,8:53 PM,1 flights scheduled within +/-5 mins,9:23 - Flight XYZ-ABC at 21065 ft,10,Monday,Evening,Fog,05:00-23:00,05:00-23:00,62,55
6E7704,Bengaluru (BLR),IndiGo,AT76,7:15 PM,9:13 PM,7:19 PM,8:53 PM,2 flights scheduled within +/-5 mins,9:40 - Flight XYZ-ABC at 29800 ft,5,Tuesday,Evening,Clear,05:00-23:00,05:00-23:00,47,49
IX2516,Visakhapatnam (VTZ),Air India Express,B38M,7:55 PM,9:43 PM,7:53 PM,9:11 PM,4 flights scheduled within +/-5 mins,7:52 - Flight XYZ-ABC at 18571 ft,10,Tuesday,Afternoon,Clear,05:00-23:00,05:00-23:00,55,47
6E7206,Hyderabad (HYD),IndiGo,AT76,8:15 PM,9:16 PM,8:37 PM,10:10 PM,5 flights scheduled within +/-5 mins,8:11 - Flight XYZ-ABC at 19904 ft,5,Tuesday,Evening,Rain,05:00-23:00,05:00-23:00,49,50
6E7139,Chennai (MAA),IndiGo,AT76,9:05 PM,10:08 PM,9:10 PM,10:33 PM,3 flights scheduled within +/-5 mins,10:31 - Flight XYZ-ABC at 19539 ft,10,Saturday,Morning,Clear,05:00-23:00,05:00-23:00,59,52
AI468,Delhi (DEL),Air India,A319,9:10 PM,11:09 PM,9:21 PM,11:18 PM,6 flights scheduled within +/-5 mins,7:45 - Flight XYZ-ABC at 27397 ft,7,Saturday,Morning,Fog,05:00-23:00,05:00-23:00,55,52
6E7284,Hyderabad (HYD),IndiGo,AT76,9:25 PM,10:57 PM,9:26 PM,10:37 PM,2 flights scheduled within +/-5 mins,8:19 - Flight XYZ-ABC at 28684 ft,7,Saturday,Afternoon,Rain,05:00-23:00,05:00-23:00,65,49
6E7224,Bengaluru (BLR),IndiGo,AT76,12:45 PM,1:53 PM,12:46 PM,2:16 PM,1 flights scheduled within +/-5 mins,7:41 - Flight XYZ-ABC at 15500 ft,7,Thursday,Afternoon,Rain,05:00-23:00,05:00-23:00,58,52
IX2883,Hyderabad (HYD),Air India Express,B38M,12:55 PM,2:42 PM,3:37 PM,5:08 PM,6 flights scheduled within +/-5 mins,8:20 - Flight XYZ-ABC at 20246 ft,5,Friday,Evening,Rain,05:00-23:00,05:00-23:00,55,46
6E2264,Delhi (DEL),SmartLynx,A320,2:10 PM,3:42 PM,2:21 PM,4:05 PM,4 flights scheduled within +/-5 mins,7:54 - Flight XYZ-ABC at 25675 ft,7,Tuesday,Afternoon,Rain,05:00-23:00,05:00-23:00,64,51
6E7439,Tirupati (TIR),IndiGo,AT76,2:45 PM,4:28 PM,3:03 PM,4:35 PM,4 flights scheduled within +/-5 mins,9:21 - Flight XYZ-ABC at 27266 ft,7,Monday,Afternoon,Clear,05:00-23:00,05:00-23:00,54,53
6E7288,Hyderabad (HYD),IndiGo,AT76,4:50 PM,6:42 PM,4:48 PM,5:59 PM,3 flights scheduled within +/-5 mins,9:25 - Flight XYZ-ABC at 26979 ft,0,Tuesday,Evening,Rain,05:00-23:00,05:00-23:00,46,52
6E7251,Visakhapatnam (VTZ),IndiGo,AT76,5:45 PM,6:54 PM,6:18 PM,7:39 PM,6 flights scheduled within +/-5 mins,8:19 - Flight XYZ-ABC at 28128 ft,7,Monday,Morning,Fog,05:00-23:00,05:00-23:00,63,53
6E7392,Hyderabad (HYD),IndiGo,AT76,6:10 PM,7:41 PM,6:08 PM,7:42 PM,3 flights scheduled within +/-5 mins,8:32 - Flight XYZ-ABC at 21441 ft,10,Sunday,Morning,Fog,05:00-23:00,05:00-23:00,65,48
6E5184,Mumbai (BOM),IndiGo,A20N,6:40 PM,7:40 PM,6:59 PM,8:15 PM,2 flights scheduled within +/-5 mins,9:17 - Flight XYZ-ABC at 23912 ft,0,Sunday,Afternoon,Rain,05:00-23:00,05:00-23:00,63,52
AI599,Mumbai (BOM),Air India,A20N,7:10 PM,8:57 PM,7:04 PM,8:05 PM,1 flights scheduled within +/-5 mins,9:10 - Flight XYZ-ABC at 28245 ft,7,Wednesday,Afternoon,Clear,05:00-23:00,05:00-23:00,53,46
6E7704,Bengaluru (BLR),IndiGo,AT76,7:15 PM,8:34 PM,7:19 PM,8:45 PM,1 flights scheduled within +/-5 mins,8:48 - Flight XYZ-ABC at 25406 ft,5,Wednesday,Morning,Clear,05:00-23:00,05:00-23:00,49,49
IX2516,Visakhapatnam (VTZ),Air India Express,B38M,7:55 PM,9:27 PM,7:53 PM,9:29 PM,5 flights scheduled within +/-5 mins,9:36 - Flight XYZ-ABC at 20270 ft,0,Saturday,Morning,Fog,05:00-23:00,05:00-23:00,47,51
6E7206,Hyderabad (HYD),IndiGo,AT76,8:15 PM,9:41 PM,8:37 PM,9:40 PM,5 flights scheduled within +/-5 mins,7:28 - Flight XYZ-ABC at 18630 ft,7,Saturday,Evening,Clear,05:00-23:00,05:00-23:00,47,47
6E7139,Chennai (MAA),IndiGo,AT76,9:05 PM,10:41 PM,9:10 PM,10:29 PM,1 flights scheduled within +/-5 mins,7:15 - Flight XYZ-ABC at 17558 ft,5,Sunday,Evening,Fog,05:00-23:00,05:00-23:00,63,52
AI468,Delhi (DEL),Air India,A319,9:10 PM,10:11 PM,9:21 PM,10:34 PM,1 flights scheduled within +/-5 mins,7:31 - Flight XYZ-ABC at 23779 ft,10,Sunday,Morning,Clear,05:00-23:00,05:00-23:00,60,53
6E7284,Hyderabad (HYD),IndiGo,AT76,9:25 PM,11:21 PM,9:26 PM,10:46 PM,4 flights scheduled within +/-5 mins,7:23 - Flight XYZ-ABC at 20588 ft,0,Wednesday,Evening,Clear,05:00-23:00,05:00-23:00,58,51
6E7224,Bengaluru (BLR),IndiGo,AT76,12:45 PM,1:58 PM,12:46 PM,2:14 PM,1 flights scheduled within +/-5 mins,7:27 - Flight XYZ-ABC at 24429 ft,0,Thursday,Evening,Rain,05:00-23:00,05:00-23:00,54,53
IX2883,Hyderabad (HYD),Air India Express,B38M,12:55 PM,2:42 PM,3:37 PM,5:28 PM,5 flights scheduled within +/-5 mins,7:34 - Flight XYZ-ABC at 22394 ft,5,Wednesday,Morning,Rain,05:00-23:00,05:00-23:00,63,53
6E2264,Delhi (DEL),SmartLynx,A320,2:10 PM,3:58 PM,2:21 PM,3:30 PM,5 flights scheduled within +/-5 mins,9:32 - Flight XYZ-ABC at 28164 ft,5,Friday,Evening,Clear,05:00-23:00,05:00-23:00,54,51
6E7439,Tirupati (TIR),IndiGo,AT76,2:45 PM,3:55 PM,3:03 PM,4:32 PM,4 flights scheduled within +/-5 mins,7:11 - Flight XYZ-ABC at 28817 ft,10,Sunday,Afternoon,Fog,05:00-23:00,05:00-23:00,58,50
6E7288,Hyderabad (HYD),IndiGo,AT76,4:50 PM,6:26 PM,4:48 PM,6:23 PM,3 flights scheduled within +/-5 mins,10:29 - Flight XYZ-ABC at 25033 ft,0,Friday,Evening,Clear,05:00-23:00,05:00-23:00,54,50
6E7251,Visakhapatnam (VTZ),IndiGo,AT76,5:45 PM,7:28 PM,6:18 PM,7:31 PM,6 flights scheduled within +/-5 mins,7:37 - Flight XYZ-ABC at 19469 ft,7,Saturday,Afternoon,Clear,05:00-23:00,05:00-23:00,65,51
6E7392,Hyderabad (HYD),IndiGo,AT76,6:10 PM,7:15 PM,6:08 PM,8:06 PM,1 flights scheduled within +/-5 mins,10:39 - Flight XYZ-ABC at 18571 ft,10,Wednesday,Evening,Clear,05:00-23:00,05:00-23:00,46,45
6E5184,Mumbai (BOM),IndiGo,A20N,6:40 PM,8:27 PM,6:59 PM,8:24 PM,2 flights scheduled within +/-5 mins,10:33 - Flight XYZ-ABC at 22442 ft,10,Tuesday,Morning,Fog,05:00-23:00,05:00-23:00,62,55
AI599,Mumbai (BOM),Air India,A20N,7:10 PM,8:19 PM,7:04 PM,8:25 PM,6 flights scheduled within +/-5 mins,10:26 - Flight XYZ-ABC at 27951 ft,7,Monday,Morning,Rain,05:00-23:00,05:00-23:00,56,45
6E7704,Bengaluru (BLR),IndiGo,AT76,7:15 PM,8:51 PM,7:19 PM,8:59 PM,3 flights scheduled within +/-5 mins,10:18 - Flight XYZ-ABC at 17890 ft,5,Friday,Afternoon,Rain,05:00-23:00,05:00-23:00,60,52
IX2516,Visakhapatnam (VTZ),Air India Express,B38M,7:55 PM,9:23 PM,7:53 PM,8:54 PM,3 flights scheduled within +/-5 mins,10:11 - Flight XYZ-ABC at 26528 ft,0,Saturday,Morning,Fog,05:00-23:00,05:00-23:00,59,52
6E7206,Hyderabad (HYD),IndiGo,AT76,8:15 PM,10:03 PM,8:37 PM,9:59 PM,2 flights scheduled within +/-5 mins,7:35 - Flight XYZ-ABC at 21043 ft,7,Saturday,Morning,Fog,05:00-23:00,05:00-23:00,46,46
6E7139,Chennai (MAA),IndiGo,AT76,9:05 PM,10:49 PM,9:10 PM,10:19 PM,2 flights scheduled within +/-5 mins,8:14 - Flight XYZ-ABC at 16944 ft,5,Sunday,Afternoon,Fog,05:00-23:00,05:00-23:00,58,46
AI468,Delhi (DEL),Air India,A319,9:10 PM,10:46 PM,9:21 PM,10:43 PM,1 flights scheduled within +/-5 mins,9:53 - Flight XYZ-ABC at 24334 ft,5,Saturday,Evening,Fog,05:00-23:00,05:00-23:00,54,47
6E7284,Hyderabad (HYD),IndiGo,AT76,9:25 PM,10:44 PM,9:26 PM,11:09 PM,1 flights scheduled within +/-5 mins,8:40 - Flight XYZ-ABC at 25120 ft,7,Tuesday,Afternoon,Clear,05:00-23:00,05:00-23:00,45,54
6E7224,Bengaluru (BLR),IndiGo,AT76,12:45 PM,2:21 PM,12:46 PM,2:02 PM,4 flights scheduled within +/-5 mins,9:18 - Flight XYZ-ABC at 23891 ft,10,Thursday,Morning,Rain,05:00-23:00,05:00-23:00,47,45
IX2883,Hyderabad (HYD),Air India Express,B38M,12:55 PM,2:48 PM,3:37 PM,5:19 PM,2 flights scheduled within +/-5 mins,9:28 - Flight XYZ-ABC at 18904 ft,7,Wednesday,Morning,Rain,05:00-23:00,05:00-23:00,57,50
6E2264,Delhi (DEL),SmartLynx,A320,2:10 PM,4:03 PM,2:21 PM,3:30 PM,5 flights scheduled within +/-5 mins,8:15 - Flight XYZ-ABC at 18133 ft,7,Tuesday,Afternoon,Clear,05:00-23:00,05:00-23:00,57,47
6E7439,Tirupati (TIR),IndiGo,AT76,2:45 PM,4:01 PM,3:03 PM,5:01 PM,2 flights scheduled within +/-5 mins,7:31 - Flight XYZ-ABC at 16696 ft,5,Tuesday,Evening,Rain,05:00-23:00,05:00-23:00,52,55
6E7288,Hyderabad (HYD),IndiGo,AT76,4:50 PM,6:49 PM,4:48 PM,6:01 PM,2 flights scheduled within +/-5 mins,10:52 - Flight XYZ-ABC at 26485 ft,5,Wednesday,Evening,Rain,05:00-23:00,05:00-23:00,65,50
6E7251,Visakhapatnam (VTZ),IndiGo,AT76,5:45 PM,7:05 PM,6:18 PM,7:43 PM,4 flights scheduled within +/-5 mins,10:31 - Flight XYZ-ABC at 26773 ft,0,Monday,Afternoon,Clear,05:00-23:00,05:00-23:00,65,47
6E7392,Hyderabad (HYD),IndiGo,AT76,6:10 PM,7:41 PM,6:08 PM,7:17 PM,5 flights scheduled within +/-5 mins,10:59 - Flight XYZ-ABC at 19555 ft,5,Wednesday,Morning,Clear,05:00-23:00,05:00-23:00,65,46
6E5184,Mumbai (BOM),IndiGo,A20N,6:40 PM,8:30 PM,6:59 PM,8:16 PM,6 flights scheduled within +/-5 mins,9:14 - Flight XYZ-ABC at 26033 ft,10,Monday,Afternoon,Rain,05:00-23:00,05:00-23:00,51,49
AI599,Mumbai (BOM),Air India,A20N,7:10 PM,9:02 PM,7:04 PM,9:01 PM,5 flights scheduled within +/-5 mins,8:34 - Flight XYZ-ABC at 21239 ft,10,Tuesday,Morning,Rain,05:00-23:00,05:00-23:00,64,48
6E7704,Bengaluru (BLR),IndiGo,AT76,7:15 PM,8:25 PM,7:19 PM,8:43 PM,3 flights scheduled within +/-5 mins,10:45 - Flight XYZ-ABC at 19752 ft,5,Tuesday,Afternoon,Fog,05:00-23:00,05:00-23:00,55,45
IX2516,Visakhapatnam (VTZ),Air India Express,B38M,7:55 PM,9:28 PM,7:53 PM,9:40 PM,4 flights scheduled within +/-5 mins,8:48 - Flight XYZ-ABC at 21946 ft,5,Sunday,Morning,Rain,05:00-23:00,05:00-23:00,50,53
6E7206,Hyderabad (HYD),IndiGo,AT76,8:15 PM,9:57 PM,8:37 PM,9:52 PM,4 flights scheduled within +/-5 mins,9:53 - Flight XYZ-ABC at 17300 ft,0,Saturday,Evening,Rain,05:00-23:00,05:00-23:00,61,49
6E7139,Chennai (MAA),IndiGo,AT76,9:05 PM,11:03 PM,9:10 PM,11:05 PM,3 flights scheduled within +/-5 mins,10:30 - Flight XYZ-ABC at 23852 ft,0,Sunday,Evening,Rain,05:00-23:00,05:00-23:00,60,49
AI468,Delhi (DEL),Air India,A319,9:10 PM,10:24 PM,9:21 PM,11:14 PM,3 flights scheduled within +/-5 mins,8:14 - Flight XYZ-ABC at 21599 ft,7,Saturday,Evening,Fog,05:00-23:00,05:00-23:00,54,52
6E7284,Hyderabad (HYD),IndiGo,AT76,9:25 PM,11:17 PM,9:26 PM,10:49 PM,5 flights scheduled within +/-5 mins,9:40 - Flight XYZ-ABC at 29172 ft,10,Friday,Evening,Clear,05:00-23:00,05:00-23:00,54,55
6E7224,Bengaluru (BLR),IndiGo,AT76,12:45 PM,2:21 PM,12:46 PM,1:53 PM,4 flights scheduled within +/-5 mins,10:23 - Flight XYZ-ABC at 28036 ft,0,Tuesday,Evening,Clear,05:00-23:00,05:00-23:00,63,53
IX2883,Hyderabad (HYD),Air India Express,B38M,12:55 PM,2:24 PM,3:37 PM,4:44 PM,6 flights scheduled within +/-5 mins,8:42 - Flight XYZ-ABC at 16213 ft,10,Monday,Evening,Clear,05:00-23:00,05:00-23:00,54,53
6E2264,Delhi (DEL),SmartLynx,A320,2:10 PM,3:17 PM,2:21 PM,3:52 PM,4 flights scheduled within +/-5 mins,10:20 - Flight XYZ-ABC at 26229 ft,5,Sunday,Morning,Rain,05:00-23:00,05:00-23:00,62,48
6E7439,Tirupati (TIR),IndiGo,AT76,2:45 PM,4:31 PM,3:03 PM,4:58 PM,6 flights scheduled within +/-5 mins,8:50 - Flight XYZ-ABC at 22073 ft,10,Sunday,Morning,Fog,05:00-23:00,05:00-23:00,48,45
6E7288,Hyderabad (HYD),IndiGo,AT76,4:50 PM,6:43 PM,4:48 PM,6:09 PM,5 flights scheduled within +/-5 mins,10:14 - Flight XYZ-ABC at 15291 ft,5,Friday,Afternoon,Fog,05:00-23:00,05:00-23:00,50,52
6E7251,Visakhapatnam (VTZ),IndiGo,AT76,5:45 PM,7:13 PM,6:18 PM,7:40 PM,4 flights scheduled within +/-5 mins,9:50 - Flight XYZ-ABC at 19802 ft,0,Saturday,Evening,Rain,05:00-23:00,05:00-23:00,48,48
6E7392,Hyderabad (HYD),IndiGo,AT76,6:10 PM,7:22 PM,6:08 PM,7:19 PM,3 flights scheduled within +/-5 mins,10:56 - Flight XYZ-ABC at 29283 ft,5,Sunday,Afternoon,Fog,05:00-23:00,05:00-23:00,62,52
6E5184,Mumbai (BOM),IndiGo,A20N,6:40 PM,8:34 PM,6:59 PM,8:43 PM,3 flights scheduled within +/-5 mins,8:28 - Flight XYZ-ABC at 17538 ft,0,Monday,Morning,Clear,05:00-23:00,05:00-23:00,46,45
AI599,Mumbai (BOM),Air India,A20N,7:10 PM,9:07 PM,7:04 PM,8:35 PM,4 flights scheduled within +/-5 mins,10:39 - Flight XYZ-ABC at 21204 ft,0,Friday,Afternoon,Fog,05:00-23:00,05:00-23:00,64,49
6E7704,Bengaluru (BLR),IndiGo,AT76,7:15 PM,8:36 PM,7:19 PM,8:54 PM,2 flights scheduled within +/-5 mins,7:52 - Flight XYZ-ABC at 27224 ft,0,Friday,Afternoon,Clear,05:00-23:00,05:00-23:00,61,48
IX2516,Visakhapatnam (VTZ),Air India Express,B38M,7:55 PM,9:00 PM,7:53 PM,9:53 PM,5 flights scheduled within +/-5 mins,9:15 - Flight XYZ-ABC at 19845 ft,7,Sunday,Afternoon,Rain,05:00-23:00,05:00-23:00,55,53
