Pilot ID,Performance Level,Training Hours,Simulator Hours,Flight Experience (Years),Training Score,Performance Score,Incidents,Accidents,Aircraft Types Flown,Last Check Ride Score,Reaction Time (ms),Stress Level,Sleep Quality,Cognitive Flexibility Score,Psychological Condition Index
P047,Needs Improvement,370.58,466.66,6.56,78.6,60.34,2.11,1.31,4.57,46.6,281.84,2.33,4.37,37.35,54.58
P047,Needs Improvement,651.78,490.01,3.77,75.43,44.64,2.85,1.19,0.94,74.56,228.33,7.73,5.06,64.46,46.45
P047,Needs Improvement,1086.04,302.69,9.94,57.95,32.34,2.51,1.2,3.53,56.46,214.15,3.94,5.78,64.83,55.39
P047,Needs Improvement,909.91,328.24,10.94,53.3,30.72,3.34,1.09,4.59,54.45,196.22,4.22,6.16,43.04,53.41
P047,Needs Improvement,978.23,340.04,17.21,58.01,14.79,1.32,0.21,7.32,75.91,214.2,3.75,6.51,66.1,48.51
P048,Very Good,820.61,500.52,14.37,79.86,3.37,0.8,0.44,1.33,85.23,407.12,5.36,9.83,85.71,103.25
P048,Very Good,498.88,228.21,7.84,94.63,39.34,4.24,1.01,9.83,56.36,480.77,5.49,4.81,81.29,61.09
P048,Very Good,1124.18,230.7,11.72,62.44,0.74,1.14,1.16,3.0,59.16,350.09,9.79,7.59,72.84,79.56
P048,Very Good,1420.28,596.0,20.46,86.57,78.62,1.64,0.68,9.89,58.81,219.93,4.03,2.39,91.1,95.09
P048,Very Good,760.45,155.84,33.35,79.76,4.11,2.44,0.72,7.62,83.15,416.15,8.26,5.45,62.92,94.32
P048,Very Good,817.08,405.02,5.58,82.15,79.25,2.76,0.6,3.9,77.27,433.83,5.45,1.67,76.87,101.32
P048,Very Good,1025.31,443.14,5.7,88.99,74.31,3.72,0.2,8.52,53.67,285.15,7.19,9.4,65.63,84.6
P048,Very Good,342.48,198.8,5.86,91.71,86.54,1.56,0.3,5.9,87.88,407.92,9.56,3.31,91.47,70.79
P048,Very Good,1011.0,786.46,14.1,93.62,50.56,4.52,0.77,3.43,65.85,460.88,9.22,4.57,61.95,90.73
P048,Very Good,1362.47,681.66,3.1,87.02,83.01,0.6,0.85,1.8,106.09,418.61,8.21,1.15,104.96,98.12
P048,Very Good,442.0,370.07,42.14,87.03,83.97,2.24,0.19,3.27,97.41,412.03,5.02,8.82,53.93,107.59
P048,Very Good,772.97,460.56,16.43,98.99,98.2,2.95,0.46,7.0,71.06,501.87,7.08,3.54,65.04,59.84
P048,Very Good,1215.37,389.27,27.87,81.97,50.99,4.54,0.96,4.96,105.12,338.64,3.73,1.39,66.64,81.92
P048,Very Good,816.1,359.55,41.33,75.55,25.88,1.65,1.64,3.88,95.73,225.32,7.04,4.05,83.15,77.64
P048,Very Good,456.21,174.23,35.68,90.73,101.6,3.22,0.68,5.26,77.21,420.28,5.44,7.63,67.46,100.22
P048,Very Good,1018.55,176.46,8.05,69.11,36.04,0.93,0.86,1.57,64.56,340.26,1.66,4.58,97.94,93.02
P048,Very Good,1056.6,113.55,6.35,71.47,84.31,3.18,1.24,3.99,75.37,267.49,1.85,1.39,82.32,76.85
P048,Very Good,962.51,334.57,1.73,84.62,3.05,2.25,1.75,9.83,69.66,337.42,7.74,7.4,95.29,70.53
P048,Very Good,623.59,375.99,35.66,75.03,78.25,0.59,0.71,7.8,99.78,316.32,1.35,5.28,82.18,102.22
P048,Very Good,1324.15,252.94,35.65,79.93,0.54,0.03,1.56,1.37,87.06,214.54,9.06,3.54,90.64,91.98
P048,Very Good,591.17,678.43,16.28,90.82,40.48,4.41,1.73,4.66,92.41,366.52,1.36,1.89,66.91,88.79
P048,Very Good,670.86,512.32,40.89,68.97,44.66,4.45,0.29,1.66,100.42,454.45,2.61,4.35,75.05,82.49
P048,Very Good,1390.14,676.49,37.82,97.28,58.67,1.14,1.81,9.78,81.41,359.97,10.77,7.84,56.73,63.89
P048,Very Good,527.27,226.15,38.62,69.49,10.62,2.32,1.33,8.55,62.46,441.9,5.95,7.74,58.13,63.35
P048,Very Good,678.28,549.47,15.27,63.73,28.57,2.91,1.33,1.99,80.25,333.83,1.87,9.92,71.79,99.83
P048,Very Good,1252.97,787.57,16.24,102.58,2.04,0.67,0.63,10.1,65.04,469.34,2.09,9.3,90.04,97.62
P048,Very Good,1290.74,664.15,26.26,69.8,96.05,4.68,0.85,1.98,105.35,290.08,2.51,3.84,54.41,105.27
P048,Very Good,580.24,619.51,24.86,97.79,94.82,0.26,0.86,7.17,62.84,251.12,6.45,5.1,81.94,81.96
P048,Very Good,776.58,607.57,37.29,65.15,41.26,0.5,0.59,6.16,90.26,455.73,4.38,1.74,72.38,101.96
P048,Very Good,1109.66,307.82,3.01,76.74,55.34,4.48,0.02,6.06,56.48,243.35,1.09,5.06,58.42,102.87
P048,Very Good,1125.56,193.98,7.0,104.27,0.65,2.55,1.24,9.46,79.95,380.52,5.47,3.27,79.87,67.53
P048,Very Good,1435.95,503.04,2.32,105.34,17.19,0.65,0.48,3.5,72.03,341.68,10.5,4.36,56.47,57.57
P048,Very Good,438.17,867.56,25.54,103.28,1.07,2.13,0.39,8.16,96.08,361.96,3.39,5.06,98.87,58.97
P048,Very Good,1246.12,730.82,9.31,71.03,59.95,1.24,1.37,7.92,93.87,482.85,8.37,6.79,66.68,57.05
P048,Very Good,640.75,746.17,28.87,75.96,43.15,3.86,1.04,1.76,64.67,438.1,8.25,2.47,86.27,73.02
P048,Very Good,1379.15,778.87,11.75,68.72,20.06,5.23,1.33,8.0,92.46,307.52,2.57,5.75,66.81,76.01
P048,Very Good,1352.43,128.58,10.27,68.51,49.01,0.51,1.87,8.07,72.25,258.25,3.24,8.8,87.74,61.41
P048,Very Good,930.22,648.73,34.85,103.64,2.63,3.18,0.4,2.25,57.1,246.97,8.95,3.39,57.71,61.01
P048,Very Good,1516.99,515.04,29.5,99.66,93.11,3.73,0.52,1.15,80.0,323.89,1.22,2.92,99.85,56.73
P048,Very Good,600.26,768.56,38.97,89.33,50.39,2.31,1.37,5.0,98.71,389.46,1.33,7.23,60.44,55.83
P048,Very Good,484.57,480.46,12.78,82.39,51.0,3.75,2.12,2.9,80.49,514.77,2.42,4.07,74.71,56.66
P048,Very Good,686.49,616.74,3.04,63.41,16.09,3.0,1.43,3.83,63.39,425.29,9.59,10.0,53.53,83.73
P048,Very Good,1575.3,383.47,28.28,90.78,27.16,0.38,1.47,1.55,88.91,500.25,8.74,3.71,72.38,54.22
P048,Very Good,883.16,571.78,26.77,72.65,6.27,2.05,0.15,1.67,86.11,261.83,6.8,5.61,69.39,83.47
P048,Very Good,861.66,621.2,17.53,105.04,82.62,3.81,2.04,5.94,96.41,345.26,2.06,5.18,79.59,82.87
P048,Very Good,847.02,860.53,11.52,77.95,90.37,4.74,1.92,2.78,92.66,303.99,10.69,8.24,82.96,54.08
P048,Very Good,1437.73,101.73,32.48,86.43,65.75,4.9,1.19,9.23,94.47,447.92,7.32,4.44,91.85,98.99
P048,Very Good,450.54,248.63,34.24,64.75,92.42,3.6,1.64,8.58,102.28,472.89,2.25,6.51,90.39,67.4
P048,Very Good,352.45,195.06,37.64,64.51,78.08,2.56,0.57,2.63,73.96,466.67,8.35,5.06,92.88,52.54
P048,Very Good,378.97,259.53,22.41,106.01,64.09,1.59,0.44,4.11,66.24,277.28,6.33,4.07,94.73,66.33
P048,Very Good,527.4,318.66,24.14,99.69,26.1,4.81,0.1,1.8,66.94,339.31,9.22,9.57,59.05,75.6
P048,Very Good,968.61,603.05,33.97,88.55,50.3,4.14,1.39,8.74,90.3,295.72,2.8,8.73,66.11,102.19
P048,Very Good,569.45,623.65,34.82,101.19,1.15,1.31,0.27,9.33,82.31,223.29,6.11,10.08,101.2,76.49
P048,Very Good,1134.09,225.56,22.75,82.11,60.08,2.4,1.62,5.73,58.31,430.71,2.76,10.18,85.73,95.26
P048,Very Good,512.11,293.84,35.46,63.22,3.19,1.5,0.62,1.18,75.83,460.05,1.16,3.64,60.36,85.8
P048,Very Good,743.12,168.3,34.44,89.06,32.57,0.32,0.63,4.56,92.86,387.25,7.19,6.66,90.11,57.3
P048,Very Good,1063.12,653.62,23.57,96.1,102.97,3.07,0.96,10.82,60.33,306.08,2.37,7.91,72.91,86.93
P048,Very Good,363.77,493.98,40.85,93.34,46.87,4.69,0.97,8.34,104.61,408.24,9.02,6.56,61.43,59.69
P048,Very Good,1178.86,681.61,13.29,100.44,21.84,1.42,1.1,1.98,100.46,241.74,9.95,2.19,104.4,57.32
P048,Very Good,686.69,651.07,6.67,69.92,15.71,5.07,0.67,6.22,99.99,329.68,2.45,3.33,70.57,55.34
P048,Very Good,488.16,843.27,25.63,83.93,96.6,0.57,0.9,10.15,97.34,373.64,1.31,8.5,53.4,91.08
P048,Very Good,577.18,319.52,14.9,71.91,39.51,5.2,1.53,7.32,92.47,416.46,9.32,7.33,67.11,105.31
P048,Very Good,1407.16,413.31,42.89,102.82,51.44,0.29,0.66,7.9,96.36,330.48,3.72,2.96,55.46,101.66
P048,Very Good,1298.45,518.46,34.86,98.21,92.8,4.79,0.92,9.75,57.52,306.31,5.99,9.63,77.91,67.44
P048,Very Good,1130.01,131.47,26.3,97.72,3.01,3.99,2.02,4.62,92.72,429.0,9.08,2.27,84.31,75.27
P048,Very Good,535.68,615.35,26.32,67.17,96.62,0.03,2.18,1.79,57.79,424.33,2.96,9.05,94.76,52.88
P048,Very Good,1248.88,816.84,28.93,82.05,90.27,4.45,0.98,7.71,53.13,257.45,6.52,2.97,86.09,73.01
P048,Very Good,1340.35,306.95,16.71,99.72,79.07,1.99,0.61,3.12,85.95,262.84,10.03,4.6,98.64,106.49
P048,Very Good,1459.53,611.76,9.48,69.68,38.29,0.96,1.51,5.81,100.22,480.24,2.03,5.42,85.54,82.8
P048,Very Good,549.92,183.15,30.83,71.69,56.56,3.8,1.91,3.5,57.85,512.63,4.64,2.46,70.07,96.91
P048,Very Good,1217.81,491.24,11.69,97.12,41.93,1.73,1.57,1.68,88.55,537.57,7.7,8.65,73.71,104.98
P048,Very Good,625.12,691.89,1.08,87.55,20.33,0.27,0.83,7.76,53.75,249.42,3.14,6.29,97.6,93.64
P048,Very Good,1307.33,638.57,6.42,84.15,100.77,2.06,1.26,6.37,86.75,484.43,3.61,5.9,77.97,102.01
P048,Very Good,1007.34,572.13,5.08,96.53,68.58,2.89,0.12,6.81,89.59,457.92,1.71,3.57,107.22,80.13
P048,Very Good,1556.8,538.23,23.01,70.55,15.3,2.33,1.93,10.77,96.06,366.39,2.12,9.62,68.4,85.9
P048,Very Good,1088.02,389.26,38.68,97.94,13.68,3.49,0.14,1.23,102.76,278.14,5.28,2.18,74.34,91.18
P048,Very Good,1443.35,245.63,28.27,83.84,61.94,2.74,0.04,2.63,81.86,405.25,3.69,6.76,83.47,59.75
P048,Very Good,1043.2,435.7,27.27,78.98,76.38,1.17,0.15,3.65,88.05,217.97,3.7,5.43,63.75,76.01
P048,Very Good,931.05,330.18,30.81,88.68,46.21,4.48,0.08,4.28,74.35,211.14,3.64,8.82,80.82,69.51
P048,Very Good,1103.79,270.17,12.75,102.42,0.62,1.23,1.49,8.12,52.67,316.93,6.9,7.96,67.25,88.66
P048,Very Good,1196.46,192.63,36.13,64.13,29.11,2.04,1.93,10.36,59.37,257.19,9.11,9.16,105.29,85.64
P048,Very Good,1458.08,832.64,35.52,87.55,2.18,4.8,1.71,8.44,62.31,207.13,1.79,9.27,77.58,54.7
P048,Very Good,1560.65,681.22,15.31,77.48,73.68,4.73,0.77,4.48,73.67,373.84,8.39,4.66,56.11,90.36
P048,Very Good,1024.99,705.97,29.85,86.59,20.09,3.99,0.66,2.16,64.64,359.29,2.44,10.35,62.47,74.92
P048,Very Good,817.54,590.88,8.89,63.55,94.34,3.94,0.98,3.53,54.97,214.5,10.53,8.99,99.82,70.61
P048,Very Good,1259.0,404.22,9.15,76.24,11.31,1.56,1.76,4.7,75.45,444.09,10.55,1.83,54.11,59.12
P048,Very Good,964.47,831.36,37.03,98.38,27.58,1.87,1.77,4.89,96.48,466.51,6.82,2.85,98.63,66.44
P048,Very Good,975.61,388.96,25.29,67.17,75.99,4.02,1.99,5.92,66.62,512.65,5.84,3.21,94.68,99.65
P048,Very Good,1301.86,455.95,25.81,74.18,70.64,2.23,0.24,3.09,77.66,510.97,1.39,6.41,66.37,98.33
P048,Very Good,1511.16,517.62,20.25,75.52,47.77,4.47,0.46,6.9,79.14,253.37,4.71,9.86,58.42,59.39
P048,Very Good,468.87,719.48,2.7,101.82,47.55,1.32,1.04,3.91,55.73,206.61,1.15,1.33,75.04,62.1
P048,Very Good,419.4,490.92,34.21,91.28,61.65,0.77,1.11,7.87,71.56,370.2,9.15,3.33,59.4,84.54
P048,Very Good,887.41,734.08,12.36,97.98,41.39,3.15,1.21,1.65,99.14,435.3,8.48,7.33,81.11,96.73
P048,Very Good,1379.23,692.61,5.61,96.81,63.37,4.46,0.83,7.0,101.82,266.9,5.79,2.5,78.34,57.2
P048,Very Good,495.62,687.55,11.35,72.01,96.6,2.24,0.74,6.08,86.75,254.22,5.37,4.4,81.13,101.61
P048,Very Good,652.52,543.45,7.49,79.25,17.56,3.17,1.01,10.33,73.23,304.76,5.09,5.39,56.2,72.88
P048,Very Good,1180.41,635.58,33.78,88.83,80.22,0.24,1.55,9.4,103.25,404.09,6.09,2.08,54.8,107.38
P048,Very Good,1564.48,308.66,27.2,73.89,72.4,4.46,2.02,5.36,83.59,276.45,8.39,7.83,84.0,60.9
P048,Very Good,1234.68,224.16,4.95,74.72,59.37,1.39,0.56,5.23,59.29,292.39,3.65,10.73,91.69,71.97
P048,Very Good,1437.76,817.3,33.28,86.87,41.85,3.72,0.73,3.71,85.5,359.67,1.55,8.84,51.93,105.67
P049,OK,1108.2,360.8,8.09,61.83,74.4,2.92,0.13,6.32,79.41,249.02,0.93,1.51,80.41,72.61
P049,OK,924.49,208.46,2.89,65.38,39.73,2.3,1.06,5.47,60.14,358.15,7.74,2.22,71.36,78.43
P049,OK,461.57,553.57,4.18,87.52,0.54,1.89,0.27,3.63,60.17,197.94,5.68,7.23,62.0,83.16
P049,OK,1237.18,323.04,17.52,70.9,37.44,0.03,0.43,0.95,67.38,211.38,8.77,4.52,49.3,59.44
P049,OK,1228.72,359.76,12.72,77.64,1.09,1.49,0.57,3.39,66.06,350.27,2.36,6.57,60.94,83.67
P049,OK,811.98,129.71,32.01,75.44,53.07,0.45,0.84,5.61,45.36,188.71,1.51,4.26,66.44,50.67
P049,OK,1089.38,427.26,6.11,66.46,38.99,0.44,0.18,4.35,57.83,176.03,6.4,5.74,77.3,59.34
P049,OK,956.63,591.76,32.34,56.42,55.17,1.0,1.74,1.97,52.48,195.93,4.03,1.9,58.16,43.14
P049,OK,1114.67,533.5,9.01,51.01,61.08,0.73,1.54,6.24,68.42,294.87,5.14,5.76,62.53,61.54
P049,OK,291.43,270.45,4.4,67.98,45.67,2.3,0.86,7.6,49.53,302.96,4.38,3.79,43.52,86.48
P049,OK,326.28,402.16,24.49,71.91,4.36,1.52,1.65,3.67,46.75,269.71,5.57,7.9,69.0,46.59
P049,OK,658.44,163.93,15.61,62.6,64.47,2.79,0.66,6.42,64.73,336.47,5.39,6.8,78.8,75.13
P049,OK,1143.26,367.19,28.18,67.27,35.43,0.12,1.33,5.68,78.3,314.52,2.19,1.27,75.73,71.32
P049,OK,668.7,472.74,14.97,79.28,10.47,0.55,0.1,5.74,80.61,173.14,0.98,8.7,48.71,76.54
P049,OK,463.26,384.98,7.59,75.24,29.55,1.38,0.64,1.36,76.11,280.81,4.4,2.52,54.54,58.92
P049,OK,1252.81,366.92,16.3,51.86,46.18,2.93,1.61,5.98,71.76,406.02,8.81,4.32,69.07,67.09
P049,OK,405.14,92.78,14.96,50.31,31.02,3.37,1.11,2.85,66.29,235.35,7.9,8.48,67.73,59.48
P049,OK,360.44,357.84,12.15,83.45,15.8,0.74,0.27,1.95,46.21,380.5,7.05,3.49,48.16,46.66
P049,OK,916.29,241.56,31.89,51.73,44.65,1.27,0.77,8.03,73.48,405.23,5.95,6.1,44.64,66.91
P049,OK,1234.61,117.58,11.09,85.81,3.89,3.52,0.32,5.95,54.17,204.02,6.44,1.92,72.52,67.99
P049,OK,1091.29,236.29,24.36,79.99,37.16,1.55,0.14,7.11,43.33,220.43,0.96,3.33,69.57,66.63
P049,OK,977.56,327.48,17.99,56.04,13.78,0.13,0.34,5.84,73.5,228.07,7.72,5.49,82.13,81.4
P049,OK,498.17,449.39,11.17,54.44,22.28,3.94,0.69,7.0,78.67,268.44,1.33,1.99,73.66,72.13
P049,OK,1223.46,275.14,27.19,73.9,4.5,0.34,0.79,3.74,55.0,249.59,3.66,2.51,47.44,48.27
P049,OK,768.0,335.14,22.07,82.9,78.83,1.45,0.62,2.1,67.92,362.01,6.82,2.24,78.9,44.99
P049,OK,907.93,565.52,3.54,65.13,2.06,1.44,0.38,3.53,52.05,377.75,8.53,2.45,69.12,55.89
P049,OK,450.67,271.26,14.71,75.42,49.26,1.36,0.17,5.07,57.52,397.04,2.4,2.53,84.53,79.27
P049,OK,640.06,219.33,3.46,69.49,11.9,3.89,1.19,7.92,82.0,270.73,6.22,1.24,71.2,57.88
P049,OK,811.29,307.42,16.08,80.18,49.74,2.81,1.04,3.01,40.34,375.8,0.9,3.12,83.51,65.14
P049,OK,801.31,470.05,26.42,52.46,72.71,1.18,0.03,3.69,79.07,319.24,4.37,6.67,69.5,56.85
P049,OK,761.55,546.29,22.33,56.38,62.26,2.46,1.33,5.11,72.29,268.29,4.15,6.08,85.48,58.94
P049,OK,590.35,365.67,20.93,81.67,19.31,3.58,0.24,6.85,58.1,274.53,5.16,3.41,74.63,61.58
P049,OK,943.14,401.73,24.41,72.31,43.23,3.27,0.82,3.74,65.4,223.02,8.83,6.97,56.53,49.24
P049,OK,688.87,534.28,9.77,72.73,60.81,3.37,0.73,6.3,59.45,353.2,4.63,5.7,81.34,60.43
P049,OK,460.32,206.76,9.44,75.99,74.98,2.66,0.91,1.95,61.35,214.45,7.67,7.96,72.82,44.21
P049,OK,1250.64,238.59,4.44,52.04,22.81,1.73,0.55,4.05,54.46,271.71,7.94,8.17,51.12,75.13
P049,OK,1000.11,531.96,23.33,52.89,27.26,3.47,0.84,8.37,79.64,224.64,4.97,6.72,55.57,72.4
P049,OK,1303.34,93.51,24.93,78.73,4.47,2.81,1.69,4.04,78.31,214.32,2.76,6.29,86.74,67.49
P049,OK,596.42,194.77,23.09,56.76,71.93,0.16,1.27,3.71,49.64,409.46,2.61,8.48,70.91,70.76
P049,OK,682.8,389.38,7.12,58.91,44.07,0.87,0.44,1.36,84.23,181.06,1.75,1.36,70.75,54.45
P049,OK,530.81,238.83,12.55,63.32,73.56,3.73,1.18,4.61,42.28,305.49,5.7,4.54,57.76,62.33
P049,OK,325.84,607.01,12.73,53.49,71.82,1.57,0.26,7.78,86.92,174.78,2.04,4.69,66.89,67.36
P049,OK,846.78,641.75,14.44,73.9,26.74,1.47,0.1,4.92,58.33,404.57,1.81,1.78,82.29,71.95
P049,OK,1043.02,625.45,17.46,85.04,22.84,3.13,1.19,2.89,73.47,380.03,7.86,7.55,56.18,56.37
P049,OK,991.01,492.14,12.53,70.73,41.72,0.94,1.62,5.25,81.96,196.46,7.6,5.22,47.01,73.39
P049,OK,508.49,488.61,30.18,54.71,80.73,1.94,0.18,3.21,61.76,282.59,2.94,5.06,60.94,57.14
P049,OK,683.83,262.45,17.06,52.74,61.49,1.56,1.58,4.61,68.67,245.13,4.55,7.58,70.79,50.73
P049,OK,1060.47,434.74,2.54,80.27,6.87,0.28,0.59,3.15,48.32,424.69,1.87,3.48,78.41,78.08
P049,OK,628.97,157.1,18.8,51.89,59.7,0.52,0.16,2.8,58.08,353.95,6.4,2.34,70.51,58.25
P049,OK,286.26,129.56,15.64,60.16,9.14,3.87,0.29,6.57,48.69,362.2,2.71,1.45,47.45,79.04
P049,OK,695.7,652.68,16.87,59.39,40.01,2.28,0.28,3.83,62.09,356.5,5.38,1.59,44.6,55.38
P049,OK,854.38,212.42,14.43,83.82,63.26,3.39,1.11,2.19,75.85,259.87,3.33,8.01,48.25,50.15
P049,OK,297.3,184.54,9.17,59.32,13.78,4.1,1.58,6.31,75.22,232.7,1.46,6.09,61.5,63.37
P049,OK,1205.47,346.85,6.36,86.58,3.6,2.88,0.68,4.33,42.95,380.44,1.63,3.73,78.56,48.52
P049,OK,1232.74,147.43,18.47,73.0,28.28,3.88,1.21,6.65,60.79,244.75,5.58,1.32,52.1,47.23
P049,OK,495.14,127.85,20.3,76.49,70.29,0.51,0.52,0.88,49.95,409.29,0.97,1.29,80.79,65.5
P049,OK,327.08,384.76,2.74,57.29,38.28,3.29,0.74,5.9,67.44,399.3,7.38,1.26,45.71,43.87
P049,OK,545.65,461.05,15.76,56.71,86.08,3.43,0.62,7.75,61.27,295.06,6.37,4.18,84.85,51.9
P049,OK,574.3,413.74,1.12,76.61,9.03,2.39,0.33,8.24,78.7,437.58,3.83,1.8,41.99,79.62
P049,OK,829.39,667.31,30.59,56.62,29.82,4.03,0.94,1.83,87.91,255.74,6.72,7.32,49.61,43.92
P049,OK,848.31,460.95,18.92,84.88,35.59,1.29,0.92,0.95,44.63,287.04,8.45,1.33,45.27,68.29
P049,OK,1095.9,276.59,3.59,71.6,4.02,3.97,0.97,2.85,56.25,210.73,1.01,3.63,81.52,64.88
P049,OK,604.8,656.67,27.25,87.96,1.0,1.76,0.31,2.9,47.67,266.74,1.24,5.09,69.72,69.44
P049,OK,318.37,423.63,16.56,60.19,67.45,1.85,1.03,1.53,57.94,305.54,8.45,7.41,71.87,52.8
P049,OK,924.98,398.8,9.08,62.45,12.31,0.13,0.1,1.13,42.53,258.19,3.05,3.2,84.49,41.7
P049,OK,1182.84,263.3,24.61,78.64,66.37,0.79,1.31,5.75,59.65,362.0,7.62,1.05,73.26,64.63
P049,OK,634.12,318.58,31.77,77.81,30.86,0.92,1.41,6.32,48.27,175.38,2.46,3.52,75.53,73.66
P049,OK,316.9,115.1,5.96,67.36,10.61,1.01,0.48,5.19,57.33,269.96,3.1,4.86,79.41,53.61
P049,OK,1274.96,639.05,32.09,74.65,14.0,1.7,0.43,2.18,63.59,399.5,3.23,3.94,64.13,66.68
P049,OK,863.17,642.89,16.99,63.46,55.44,1.95,0.42,8.03,57.69,357.74,0.99,3.41,52.43,44.42
P049,OK,296.91,590.85,31.65,81.21,14.01,3.23,0.76,0.87,57.8,302.64,5.97,3.21,63.97,60.41
P049,OK,931.22,272.87,13.7,78.41,51.79,2.81,0.39,3.47,44.1,278.23,7.81,2.87,59.26,51.96
P049,OK,598.2,553.51,5.55,69.6,54.32,2.52,1.26,6.15,79.38,274.18,4.25,7.55,43.42,57.67
P049,OK,594.03,422.0,4.63,87.72,20.11,1.71,1.46,3.77,77.53,414.04,0.84,5.17,41.0,51.95
P049,OK,785.33,219.86,24.99,55.78,62.23,0.18,0.07,4.98,84.66,279.93,0.96,2.36,72.25,51.15
P049,OK,1023.15,416.18,8.52,70.67,74.55,2.95,1.14,3.41,50.37,284.52,3.64,4.55,89.77,64.55
P049,OK,1056.86,265.51,5.55,61.83,40.93,0.99,0.15,7.45,72.94,281.5,6.1,3.89,75.87,67.92
P049,OK,851.91,145.11,12.68,56.02,41.38,2.1,1.47,6.57,84.19,361.46,3.06,5.62,74.99,66.61
P049,OK,929.51,245.86,25.0,81.35,37.78,0.07,0.57,3.1,40.39,219.25,0.88,1.94,57.86,68.54
P049,OK,436.53,110.6,17.29,64.31,72.79,3.2,1.39,4.08,46.95,317.14,1.86,1.87,72.76,48.11
P049,OK,531.93,113.68,19.09,79.07,74.36,4.02,1.15,7.81,64.04,215.88,5.36,1.67,49.8,46.11
P049,OK,1119.21,609.95,25.1,59.79,51.72,2.29,0.61,8.23,47.62,376.03,2.69,3.15,46.86,52.42
P049,OK,387.61,336.05,15.5,66.41,74.61,1.55,0.95,7.25,57.6,370.59,3.41,1.43,76.26,54.63
P049,OK,835.09,128.59,11.9,57.34,77.41,3.87,1.02,4.89,47.85,399.37,4.36,5.64,70.69,53.98
P049,OK,630.26,110.47,14.9,73.71,64.9,1.25,0.37,5.86,46.59,163.79,2.17,5.09,62.38,65.73
P049,OK,1139.59,491.97,19.48,70.1,56.35,0.28,0.13,2.85,50.33,266.63,3.81,2.15,55.04,59.68
P049,OK,937.31,241.9,24.39,80.35,22.67,4.0,0.24,8.57,69.31,363.26,6.0,3.78,78.7,67.76
P049,OK,555.8,429.02,30.74,70.59,1.6,0.97,1.59,7.94,44.71,208.17,3.68,5.47,52.81,75.83
P049,OK,1009.51,195.83,30.46,52.3,0.47,2.82,0.91,3.97,71.09,323.2,1.74,7.89,73.99,67.03
P049,OK,1147.09,171.49,6.21,65.83,6.7,3.81,1.21,4.61,77.28,250.85,3.05,4.43,42.91,71.29
P049,OK,844.37,334.42,6.94,65.93,69.9,0.59,0.88,1.51,79.06,311.8,5.81,4.5,64.17,51.4
P049,OK,567.75,293.9,10.7,85.71,75.15,2.91,1.33,7.12,67.09,369.8,8.28,1.32,73.03,54.8
P049,OK,831.21,388.46,8.83,68.2,3.26,0.03,0.69,5.07,59.68,217.7,2.36,7.64,68.26,72.6
P049,OK,1020.86,557.9,31.61,71.09,9.1,2.09,0.26,2.52,60.06,382.95,8.19,3.82,85.06,66.09
P049,OK,727.4,616.55,13.3,68.59,73.34,2.16,1.31,7.43,67.55,205.25,1.72,6.16,65.31,67.85
P049,OK,431.91,110.82,7.55,64.91,4.99,0.41,1.36,3.32,59.74,255.95,8.4,4.97,67.65,49.51
P049,OK,1048.57,643.73,7.67,60.05,12.97,1.3,0.57,1.67,46.4,384.31,3.47,2.1,66.3,48.67
P049,OK,1192.61,619.2,2.34,61.1,40.79,3.15,0.36,7.45,58.31,197.84,4.61,7.03,75.44,52.44
P049,OK,320.53,292.44,9.59,66.15,66.49,3.04,1.49,3.08,43.93,396.63,8.29,6.85,45.42,71.61
P049,OK,568.14,408.22,22.51,62.56,32.23,1.01,0.89,6.25,64.31,434.56,7.2,4.99,41.55,70.01
P050,Very Good,840.01,243.22,14.87,93.24,4.09,2.8,0.19,1.23,65.99,408.78,1.41,9.88,55.01,96.23
P050,Very Good,994.62,561.62,7.07,95.55,36.07,5.28,1.02,6.42,66.75,353.18,10.37,9.13,67.7,63.63
P050,Very Good,615.65,725.34,6.09,101.9,50.17,3.11,1.43,10.11,63.59,402.65,6.39,3.24,62.04,62.94
P050,Very Good,1131.49,441.65,28.06,89.98,16.06,3.5,0.42,2.81,57.95,431.58,7.8,5.5,101.82,70.64
P050,Very Good,742.24,338.62,5.75,82.89,94.23,0.02,0.45,1.45,81.34,405.06,2.45,9.89,83.74,75.06
P050,Very Good,631.95,688.59,34.23,94.83,93.39,3.48,1.49,6.96,72.05,369.89,5.73,8.89,84.72,93.87
P050,Very Good,604.22,576.94,35.03,90.59,3.98,1.55,0.35,10.52,89.67,508.14,7.61,5.42,63.95,83.34
P050,Very Good,963.47,681.59,39.92,86.76,92.91,0.6,0.76,9.64,95.45,383.12,2.98,1.1,91.65,74.87
P050,Very Good,1057.2,400.69,19.22,78.37,10.57,4.21,0.6,4.71,63.5,307.15,4.45,2.23,68.45,75.06
P050,Very Good,1477.41,469.2,24.75,92.11,58.69,0.19,1.69,9.32,78.58,415.98,6.87,2.18,70.44,56.89
P050,Very Good,366.51,484.18,29.05,72.28,44.44,4.69,1.58,8.65,70.96,304.84,6.57,4.12,69.98,55.68
P050,Very Good,1384.19,273.23,36.16,95.41,108.27,4.62,1.45,7.6,100.86,292.06,6.74,4.17,81.36,99.42
P050,Very Good,904.22,619.24,23.8,70.22,83.33,2.15,1.93,3.89,94.68,368.73,4.01,2.17,61.48,103.48
